,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1229,4574,CUFF BP ADLT REG SOFT 1 TUBE,cuff blood_pressure adult regular soft 1 tube,Supply,RETROSPECTIVE,2016-07-13,tube,regular,soft,adult,Supply,0.93104485521,Supply,1,1,0.93104485521,tube,reg,cuff,adlt
1230,5344,77041291 - KIT CATH 5INX20GA PEDI CNTRL,kit catheter 5inx20ga pediatric cntrl,Supply,RETROSPECTIVE,2016-07-13,catheter,cntrl,pediatric,kit,Supply,0.864963292874,Supply,1,1,0.864963292874,cath,pediatric,kit,
1231,1636,LIDOCAINE BOLUS IN 10,lidocaine bolus injection 10,Pharmacy,ONLINE,2016-08-29,inches,lidocaine,bolus,,Pharmacy,0.896162226802,Pharmacy,1,1,0.896162226802,injection,lidocaine,bolus,
1232,450,GLYCERIN (CHILD) RECTAL SUPPOSITORY,glycerin child rectal suppository,Supply,ONLINE,2016-09-16,suppository,glycerin,rectal,child,Supply,0.869884787723,Supply,1,1,0.869884787723,suppository,glycerin,rectal,child
1233,5743,INTRO SHEATH PERC KIT W/ H,intro sheath perc kit with h,Supply,RETROSPECTIVE,2016-07-13,sheath,kit,,,Supply,0.915916649017,Supply,1,1,0.915916649017,sheath,kit,,
1234,3051,IV T-CONNECT,intravenous tab connect,Supply,RETROSPECTIVE,2016-07-12,intravenous,connect,,,Supply,0.567027748429,Supply,1,1,0.567027748429,iv,tab,connect,
1235,6032,SET ADD-I-MED W/O FILTER (PUMP,set add_i_med without filter pump,Supply,ONLINE,2016-08-24,set,additional,medical,filter,Supply,0.724285140397,Supply,1,1,0.724285140397,filter,pump,set,without
1236,2028,CHEST WALL MANIP SUBSEQUEN,chest wall manipulation subsequent,Respiratory Therapy,ONLINE,2016-09-16,wall,subsequent,chest,manipulation,Respiratory Therapy,0.701703164423,Respiratory Therapy,1,1,0.701703164423,wall,subsequent,chest,manipulation
1237,2611,LAMOTRIGINE 25 MG TAB,lamotrigine 25_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,lamotrigine,tablet,25_mg,,Pharmacy,0.915714246236,Pharmacy,1,1,0.915714246236,lamotrigine,tab,25_mg,
1238,889,MAG SULFATE 4 G/WATER INJ 100M,magnesium sulfate 4 g/water injection 100m,Pharmacy,ONLINE,2016-09-16,water,inj,sulfate,,Pharmacy,0.729765737261,Pharmacy,1,1,0.729765737261,water,inj,magnesium,sulfate
1239,5572,FENTANYL CITRATE 0.1 MG,fentanyl citrate 0.1_mg,Pharmacy,RETROSPECTIVE,2016-07-13,fentanyl,0.1_mg,citrate,,Pharmacy,0.954116920106,Pharmacy,1,1,0.954116920106,fentanyl,0.1_mg,citrate,
1240,344,CALCIUM IONIZED,calcium ionized,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,,,Laboratory,0.816977672437,Laboratory,1,1,0.816977672437,calcium,ionized,,
1241,312,SODIUM CHLORIDE 0.9% IVPB  5,sodium chloride 0.9% intravenous_piggyback 5,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,IVPB,chloride,sodium,,Diluent / Flush / Irrigant,0.682422369998,Diluent / Flush / Irrigant,1,1,0.682422369998,0.9%,ivpb,chloride,sodium
1242,4754,POTAS CHL  2 MEQ-40MEQ/ML 100ML,potassium chloride 2_meq 40_meq/ml 100_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,chloride,100_ml,,Pharmacy,0.949044781921,Pharmacy,1,1,0.949044781921,2_meq,potassium,chloride,100_ml
1243,3047,IV SET PRIM SOLUTION EA,intravenous set primary solution each,Supply,RETROSPECTIVE,2016-07-12,set,solution,intravenous,primary,Supply,0.814523953303,Supply,1,1,0.814523953303,set,solution,iv,prim
1244,2481,POTASSIUM POC,potassium point_of_care,Monitoring,RETROSPECTIVE,2016-07-12,potassium,POC,,,Monitoring,0.843177903292,Monitoring,1,1,0.843177903292,potassium,poc,,
1245,5795,MANUAL THERAPY 15 MIN PT,manual therapy 15_minutes physical_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapy,manual,minutes,physical_therapy,PT / OT / Speech Therapy,0.862948685513,PT / OT / Speech Therapy,1,1,0.862948685513,therapy,manual,pt,15_minutes
1246,5809,METOPROLOL TARTRATE 50 MG TABLET,metoprolol tartrate 50_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,metoprolol,50_mg,tablet,tartrate,Pharmacy,0.945121602205,Pharmacy,1,1,0.945121602205,metoprolol,50_mg,tablet,tartrate
1247,2206,HC CALCIUM  IONIZED  WB,calcium ionized whole_blood,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,WB,,Laboratory,0.922396891196,Laboratory,1,1,0.922396891196,calcium,ionized,wb,
1248,3506,PLEDGT BTTRS FIRM 3X7 111828,pledget bttrs firm 3x7 111828,Supply,RETROSPECTIVE,2016-07-12,firm,pledget,bttrs,3x7,Supply,0.746141371543,Supply,1,1,0.746141371543,firm,pledget,bttrs,3x7
1249,6250,EPINEPHRINE 1-10 000 0.1 M,epinephrine 1-10 000 0.1 m,Pharmacy,ONLINE,2016-09-16,0.1,epinephrine,,,Pharmacy,0.90690715583,Pharmacy,1,1,0.90690715583,0.1,epinephrine,1-10,
1250,2131,SILDENAFIL SUSP NG/G/ 6MG SILDEN,sildenafil suspension nasogastric/gram/6_mg sildenafil,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,silden,sildenafil,6_mg,Plan Benefit,0.955477009968,Plan Benefit,1,1,0.955477009968,susp,sildenafil,nasogastric/gram/6_mg,
1251,2939,CATHETER SUCTION 8FR 3413,catheter suction 8fr 3413,Supply,RETROSPECTIVE,2016-07-12,catheter,8fr,suction,,Supply,0.854473662932,Supply,1,1,0.854473662932,catheter,8fr,suction,
1252,3624,SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL,sodium phosphate 3 mmol/ml solution 5_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,5_ml,soln,sodium,Pharmacy,0.896949528279,Pharmacy,1,1,0.896949528279,sodium,vial,ml,soln
1253,5871,PIPERACILLIN / TAZOBACTAM,piperacillin/tazobactam,Pharmacy,RETROSPECTIVE,2016-07-13,tazobactam,piperacillin,,,Pharmacy,0.878933254221,Pharmacy,1,1,0.878933254221,tazobactam,piperacillin,,
1254,2935,CATH SUCT W/O CNTRL MULTIP,catheter suction without cntrl multiple,Supply,RETROSPECTIVE,2016-07-12,catheter,without,multiple,suction,Supply,0.871939357519,Supply,1,1,0.871939357519,cath,without,multip,suct
1255,6236,DRUG SCRN CHEW A,drug screen chew a,Pharmacy,ONLINE,2016-09-16,chew,screen,drug,,Pharmacy,0.369954478971,Pharmacy,1,1,0.369954478971,chew,screen,drug,
1256,6808,METHADONE 10 MG/ML INJECTION SOLUTION,methadone 10 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,10_mg/ml,methadone,solution,Pharmacy,0.887423125271,Pharmacy,1,1,0.887423125271,ml,mg,injection,methadone
1257,1835,ADULT ED ADMIT CH,adult emergency_department admit ch,Other,ONLINE,2016-09-16,ed,admit,adult,chest,Supply,0.327516264929,Supply,1,1,0.327516264929,ed,admit,ch,adult
1258,1289,SUSCEPTIBILITY MICRODILUTI,susceptibility microdilution,Laboratory,ONLINE,2016-09-16,susceptibility,microdiluti,,,Laboratory,0.874170945402,Laboratory,1,1,0.874170945402,susceptibility,microdilution,,
1259,6563,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,desmopressin 4 mcg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,mcg,ml,injection,solution,Pharmacy,0.833131592785,Pharmacy,1,1,0.833131592785,mcg,ml,injection,solution
1260,6369,COLLECT FINGER/HEEL/EAR STICK,collect finger/heel/ear stick,Nursing Services,ONLINE,2016-10-06,stick,,,,Supply,0.788936075065,Supply,1,1,0.788936075065,stick,heel,,
1261,3261,GLUHOME USE DIAGNOS,glucose_home use diagnostic,Monitoring,RETROSPECTIVE,2016-07-12,gluhome,use,diagnostic,,Monitoring,0.659437387195,Monitoring,1,1,0.659437387195,use,gluhome,diagnos,
1262,1849,ALPHA-1-ANTITRYPSIN PHENO,alpha 1 antitrypsin phenotype,Laboratory,ONLINE,2016-09-16,alpha,antitrypsin,pheno,,Laboratory,0.809804855719,Laboratory,1,1,0.809804855719,alpha,phenotype,antitrypsin,
1263,5154,13301222 - LINEZOLID PER 200MG  INJ,linezolid per 200_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,linezolid,per,200_mg,Pharmacy,0.936756271974,Pharmacy,1,1,0.936756271974,inj,linezolid,per,200_mg
1264,1097,POTASSIUM (BLOOD GAS),potassium blood_gas,Laboratory,ONLINE,2016-09-16,potassium,gas,blood,,Laboratory,0.803910716968,Laboratory,1,1,0.803910716968,potassium,blood_gas,,
1265,6411,INPULM SURFACTANT ADMIN W/TUBE,inpulm surfactant admin with tube,Respiratory Therapy,ONLINE,2016-10-06,admin,surfactant,tube,inpulm,Supply,0.850514433478,Supply,1,1,0.850514433478,admin,surfactant,tube,inpulm
1266,2090,REVATIO 10 MG VIAL,revatio 10_mg vial,Plan Benefit,RETROSPECTIVE,2016-07-12,vial,revatio,10_mg,,Pharmacy,0.92767098101,Pharmacy,1,1,0.92767098101,vial,revatio,10_mg,
1267,6387,ECHO DOPPLER,echo doppler,Cardiology,ONLINE,2016-10-06,doppler,echo,,,Cardiology,0.536685327065,Cardiology,1,1,0.536685327065,doppler,echo,,
1268,5842,OCTREOTIDE ACET (SANDOSTAT,octreotide acet sandostatin,Pharmacy,RETROSPECTIVE,2016-07-13,sandostatin,octreotide,acet,,Pharmacy,0.805102854925,Pharmacy,1,1,0.805102854925,sandostatin,octreotide,acet,
1269,394,DORNASE ALPHA 1 MG/ML SOLN 2.5 ML AMPUL,dornase alpha 1_mg/ml solution 2.5_ml ampule,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,ampule,solution,dornase,Plan Benefit,0.73516008694,Plan Benefit,1,1,0.73516008694,alpha,ampule,soln,dornase
1270,6445,PROPARACAINE OP SOL 0.5% 15ML PROPARACAINE 0.5% OP SOLN 15 ML BTL,proparacaine op solution 0.5% 15 ml proparacaine 0.5% op solution 15 ml bottle,Pharmacy,ONLINE,2016-10-06,15_ml,,,,Pharmacy,0.850840375346,Pharmacy,1,1,0.850840375346,ml,sol,bottle,op
1271,3278,SATURATION,saturation,Monitoring,RETROSPECTIVE,2016-07-12,saturation,,,,Laboratory,0.520477077443,Laboratory,1,1,0.520477077443,saturation,,,
1272,6335,BILIRUBIN DIRECT T1 DIRECT BILIRUBIN,bilirubin direct t1 direct bilirubin,Laboratory,ONLINE,2016-10-06,bilirubin,direct,,,Laboratory,0.917755505802,Laboratory,1,1,0.917755505802,bilirubin,direct,t1,
1273,4571,CT ABD PELVIS WITH CONTRAST,computed_tomography abdomen pelvis with contrast,Radiology,RETROSPECTIVE,2016-07-13,computed_tomography,abdomen,contrast,pelvis,Radiology,0.893662469854,Radiology,1,1,0.893662469854,ct,abd,contrast,pelvis
1274,588,HC INTERM STEPDOWN ICU ROOM AND CARE,intermediate stepdown intensive_care_unit room and care,Room and Board,ONLINE,2016-09-16,icu,room,stepdown,care,Room and Board,0.858541512091,Room and Board,1,1,0.858541512091,intermediate,icu,care,room
1275,3777,DEXTROSE 10% IN WATER (D10W) 10 % SOLP 250 ML BAG,dextrose 10% in water d10w 10% solution 250_ml bag,Pharmacy,RETROSPECTIVE,2016-07-12,water,250_ml,dextrose,solution,Diluent / Flush / Irrigant,0.843765889003,Diluent / Flush / Irrigant,1,1,0.843765889003,water,250_ml,dextrose,solution
1276,381,DORNAS ALPH PER MG-2.5ML INH,dornase alpha per milligram 2.5_ml inhaled,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,_mg,inhalation,per,Plan Benefit,0.814522822791,Plan Benefit,1,1,0.814522822791,alpha,inh,per,dornase
1277,6507,ATROPINE 0.4 MG/ML INJECTION SOLUTION,atropine 0.4 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,atropine,injection,solution,0.4_mg/ml,Pharmacy,0.608161053936,Pharmacy,1,1,0.608161053936,ml,mg,injection,solution
1278,4525,BLD GAS-PH PO2 PCO2,blood_gas potential_hydrogen partial_pressure_of_oxygen partial_pressure_of_carbon_dioxide,Laboratory,RETROSPECTIVE,2016-07-13,gas,blood,,,Laboratory,0.656211791885,Laboratory,1,1,0.656211791885,pco2,po2,potential_hydrogen,blood_gas
1279,624,HC POWERLINE CV CATH 5FR SL,powerline cardiovascular catheter 5fr single_lumen,Supply,ONLINE,2016-09-16,cath,5fr,sleeve,cardiovascular,Supply,0.870467169173,Supply,1,1,0.870467169173,cath,5fr,,
1280,6126,DARBEPOETIN ALFA 100 MCG/0.5ML SOSY,darbepoetin alpha 100 mcg/0.5_ml sosy,Pharmacy,ONLINE,2016-09-16,darbepoetin,alpha,sosy,mcg/0.5_ml,Pharmacy,0.835461389656,Pharmacy,1,1,0.835461389656,darbepoetin,alpha,sosy,mcg/0.5_ml
1281,2331,GLUCOSE  BLD BY MONITOR DEVICE,glucose blood by monitor device,Monitoring,RETROSPECTIVE,2016-07-12,device,bay,monitor,blood,Monitoring,0.873124662352,Monitoring,1,1,0.873124662352,device,monitor,bld,glucose
1282,3499,STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,250_ml,irrig,sterile,Diluent / Flush / Irrigant,0.893784849724,Diluent / Flush / Irrigant,1,1,0.893784849724,water,250_ml,irrig,sterile
1283,1882,ARM RESTRAINT,arm restraint,Supply,ONLINE,2016-09-16,restraint,arm,,,Supply,0.328109304539,Supply,1,1,0.328109304539,restraint,arm,,
1284,2654,NEUPOGEN 480 MCG INJECTION,neupogen 480 microgram injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,microgram,neupogen,,Pharmacy,0.850409885887,Pharmacy,1,1,0.850409885887,injection,mcg,neupogen,
1285,474,H CONDITIONER SKIN ALOE VESTA 4 OZ,conditioner skin aloe vesta 4 ounce,Supply,ONLINE,2016-09-16,oz,skin,,,Supply,0.876324800161,Supply,1,1,0.876324800161,oz,skin,,
1286,385,DORNASE ALFA 1 MG/ML SOLN 2.5 ML PLAS CONT,dornase alpha 1_mg/ml solution 2.5_ml plastic container,Plan Benefit,RETROSPECTIVE,2016-07-12,container,plastic,alfa,solution,Plan Benefit,0.894494298811,Plan Benefit,1,1,0.894494298811,alpha,plastic,soln,dornase
1287,2506,PULSE OXIMETRY-SINGLE,pulse oximetry single,Monitoring,RETROSPECTIVE,2016-07-12,single,oximetry,pulse,,Monitoring,0.826722567031,Monitoring,1,1,0.826722567031,single,oximetry,pulse,
1288,3661,TC XR ABDOMEN,x-ray abdomen,Radiology,RETROSPECTIVE,2016-07-12,xr,abdomen,,,Radiology,0.791991943464,Radiology,1,1,0.791991943464,abdomen,xr,,
1289,5218,15319092 - TIOTROPIUM BROMIDE 18MCG,tiotropium bromide 18mcg,Pharmacy,RETROSPECTIVE,2016-07-13,bromide,tiotropium,18mcg,,Pharmacy,0.886361091817,Pharmacy,1,1,0.886361091817,bromide,tiotropium,18mcg,
1290,1079,PICC DRSG TRAY DTI0225 DISP,peripherally_inserted_central_catheter dressing tray dti0225 disposable,Supply,ONLINE,2016-09-16,disp,tray,picc,drsg,Supply,0.931935392742,Supply,1,1,0.931935392742,disp,tray,picc,drsg
1291,4711,NYSTATIN 100 000 UNIT/ML P,"nystatin 100,000_units/ml powder",Pharmacy,RETROSPECTIVE,2016-07-13,nystatin,000_units/ml,powder,,Pharmacy,0.956544476306,Pharmacy,1,1,0.956544476306,nystatin,"100,000_units/ml",powder,
1292,1977,CALCIUM GLUCONATE 100 MG/ML SOLN,calcium gluconate 100_mg/ml solution,Pharmacy,ONLINE,2016-09-16,calcium,100_mg/ml,soln,gluconate,Pharmacy,0.959714934251,Pharmacy,1,1,0.959714934251,calcium,100_mg/ml,soln,gluconate
1293,5345,77041846 - TRAY PARACENTESIS DISPOSABLE,tray paracentesis disposable,Supply,RETROSPECTIVE,2016-07-13,paracentesis,tray,disposable,,Supply,0.936276771778,Supply,1,1,0.936276771778,paracentesis,tray,disposable,
1294,880,LORAZEPAM 1:4 0.5 MG/ML SOLN,lorazepam 1:4 0.5_mg/ml solution,Pharmacy,ONLINE,2016-09-16,lorazepam,0.5_mg/ml,soln,,Pharmacy,0.926512538576,Pharmacy,1,1,0.926512538576,lorazepam,0.5_mg/ml,1:4,soln
1295,4707,NEURO RE-ED  BAL  PSTURE 15 ML,neuro re-education balance posture 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,15_ml,,,,PT / OT / Speech Therapy,0.570497960929,PT / OT / Speech Therapy,1,1,0.570497960929,15_minutes,,,
1296,3714,BOOT SUTURE,boot suture,Supply,RETROSPECTIVE,2016-07-12,suture,boot,,,Supply,0.731909309427,Supply,1,1,0.731909309427,suture,boot,,
1297,4417,64994000 - INFLUENZA A  B AND RSV BY PCR,influenza a b and respiratory syncytial virus by polymerase chain reaction,Laboratory,RETROSPECTIVE,2016-07-13,pcr,resv,influenza,b,Laboratory,0.848371515042,Laboratory,1,1,0.848371515042,virus,respiratory,,
1298,2560,DEXTROSE/TROPHAMINE BAG LINE,dextrose/trophamine bag line,Pharmacy,RETROSPECTIVE,2016-07-12,bag,line,dextrose,trophamine,Supply,0.467830840156,Supply,1,1,0.467830840156,trophamine,line,dextrose,bag
1299,2194,HB IONIZED CALCIUM,ionized calcium,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,,,Laboratory,0.816977672437,Laboratory,1,1,0.816977672437,calcium,ionized,,
1300,4072,LISINOPRIL 40 MG TABS,lisinopril 40_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,40_mg,lisinopril,,Pharmacy,0.946186129565,Pharmacy,1,1,0.946186129565,tabs,40_mg,lisinopril,
1301,5863,PHENYLEP HCL  1 ML-10 MG/ML 1ML,phenylephrine hcl 1_ml 10_mg/ml 1_ml,Pharmacy,RETROSPECTIVE,2016-07-13,phenylephrine,1_ml,hcl,,Pharmacy,0.976960784654,Pharmacy,1,1,0.976960784654,phenylephrine,1_ml,hcl,
1302,6731,HCHG RESPIRATORY VIRUS PANEL BY PCR,respiratory virus panel by pcr,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,pcr,virus,respiratory,panel,Laboratory,0.886302682072,Laboratory,1,1,0.886302682072,pcr,virus,respiratory,panel
1303,4010,ALLOPURINOL 100 MG TABS,allopurinol 100_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,allopurinol,tabs,100_mg,,Pharmacy,0.947429187749,Pharmacy,1,1,0.947429187749,allopurinol,tabs,100_mg,
1304,786,HYDROCORTISONE 1% CREA 30 G TUBE,hydrocortisone 1% cream 30 gram tube,Pharmacy,ONLINE,2016-09-16,tube,cream,,,Pharmacy,0.827080884167,Pharmacy,1,1,0.827080884167,tube,gram,cream,
1305,4513,ANESTHESIA EA MIN,anesthesia each minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,minutes,anesthesia,,,OR / Anesthesia / Recovery Room,0.835300990602,OR / Anesthesia / Recovery Room,1,1,0.835300990602,anesthesia,minute,,
1306,5777,LIDOCAINE 1% 20 ML INJ,lidocaine 1% 20_ml injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,1%,lidocaine,20_ml,Pharmacy,0.887157801455,Pharmacy,1,1,0.887157801455,inj,1%,lidocaine,20_ml
1307,6367,COLLECT BLD CENTRL/PERPH CATH,collect bld central/perph catch,Nursing Services,ONLINE,2016-10-06,central,,,,Supply,0.519831413442,Supply,1,1,0.519831413442,central,,,
1308,5007,HB POST VOID RESIDUAL,post void residual,Nursing Services,RETROSPECTIVE,2016-07-13,post,void,residual,,Laboratory,0.722603951553,Laboratory,1,1,0.722603951553,post,void,residual,
1309,3866,VANCOMYCIN 1 GRAM/200 ML PGBK,vancomycin 1 gram/200_ml pgbk,Pharmacy,RETROSPECTIVE,2016-07-12,gram/200_ml,pgbk,vancomycin,,Pharmacy,0.894413048878,Pharmacy,1,1,0.894413048878,gram/200_ml,pgbk,vancomycin,
1310,6869,PREDNISOL SYRP 15MG/5ML 5ML PREDNISOLONE SYRUP 15 MG/5 ML UDC,prednisol syrup 15 mg/5 ml 5 ml prednisolone syrup 15 mg/5 ml udc,Pharmacy,ONLINE,2016-10-12,syrup,5_ml,,,Pharmacy,0.868288703065,Pharmacy,1,1,0.868288703065,ml,syrup,udc,
1311,2214,HC SODIUM,sodium,Laboratory,RETROSPECTIVE,2016-07-12,sodium,,,,Laboratory,0.452580537407,Laboratory,1,1,0.452580537407,sodium,,,
1312,3659,XR CHEST 1V,x-ray chest one_view,Radiology,RETROSPECTIVE,2016-07-12,xr,chest,1v,,Radiology,0.841577191015,Radiology,1,1,0.841577191015,chest,1v,xr,
1313,4332,14382119 - PHARM ANTICOAG COMP CONSULT,pharmacist anticoagulation computer consultation,Professional Fee,RETROSPECTIVE,2016-07-13,anticoagulant,consult,compressors,pharmacy,Nursing Services,0.230815689767,Nursing Services,1,1,0.230815689767,consultation,computer,pharmacist,anticoagulation
1314,6024,PREDNISONE 20MG TAB U/D; PREDNISONE 20 MG TAB,prednisone 20_mg tablet u/d prednisone 20_mg tablet,Pharmacy,ONLINE,2016-08-24,unit,20_mg,prednisone,tab,Pharmacy,0.968079493294,Pharmacy,1,1,0.968079493294,20_mg,prednisone,tab,
1315,5741,INTERMEDIATE ICU,intermediate intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-13,intermediate,intensive_care_unit,,,Room and Board,0.804736525774,Room and Board,1,1,0.804736525774,intermediate,icu,,
1316,5386,86910000 - GAIT TRAINING 15 MIN THER-TECH,gait training 15_minutes therapist tech,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,training,therapist,minutes,,PT / OT / Speech Therapy,0.778859345562,PT / OT / Speech Therapy,1,1,0.778859345562,training,therapist,15_minutes,gait
1317,5858,PANTOPRAZOLE 40 MG TAB DR,pantoprazole 40_mg tablet dr,Pharmacy,RETROSPECTIVE,2016-07-13,tablet,dr,pantoprazole,40_mg,Pharmacy,0.939899737065,Pharmacy,1,1,0.939899737065,tab,dr,pantoprazole,40_mg
1318,3861,BLNKT LWR BDY WARM,blanket lower body warm,Supply,RETROSPECTIVE,2016-07-12,blnkt,lwr,warm,body,Supply,0.836374679946,Supply,1,1,0.836374679946,body,blanket,warm,lower
1319,1173,ROCURONIUM 50MG/5ML BD SYRINGE,rocuronium 50_mg/5_ml bd syringe,Pharmacy,ONLINE,2016-09-16,syringe,rocuronium,50_mg/5_ml,bard,Pharmacy,0.962569342369,Pharmacy,1,1,0.962569342369,bd,syringe,rocuronium,50_mg/5_ml
1320,2833,HCHG OXYGEN DAILY,oxygen daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,daily,oxygen,,,Respiratory Therapy,0.782671612799,Respiratory Therapy,1,1,0.782671612799,daily,oxygen,,
1321,6017,WIRE J 3MMX180CM 49-120,wire j 3mmx180cm 49 120,Supply,RETROSPECTIVE,2016-07-13,wire,3mmx180cm,j,,Supply,0.863044694943,Supply,1,1,0.863044694943,wire,3mmx180cm,j,
1322,4744,PLT LEUKORED CMVN EA (PLC),platelet leukoreduced cmv negative each PLC,Blood Products,RETROSPECTIVE,2016-07-13,place,leukoreduced,platelet,cmvn,Laboratory,0.716143215034,Laboratory,1,1,0.716143215034,plt,,,
1323,4292,DEXAMETH NA PHOS 10 MG,dexamethasone sodium phosphate 10_mg,Pharmacy,RETROSPECTIVE,2016-07-12,10_mg,phos,dexameth,,Pharmacy,0.882267063402,Pharmacy,1,1,0.882267063402,phos,10_mg,na,dexamethasone
1324,2804,COMPRESSED AIR - M/S,compressed air m/sigma,Respiratory Therapy,RETROSPECTIVE,2016-07-12,m,s,compressed,air,Supply,0.651919229482,Supply,1,1,0.651919229482,sigma,m,compressed,air
1325,5229,15700242 - WARFARIN 4MG TABLET,warfarin 4_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,warfarin,tablet,4_mg,,Pharmacy,0.957591911671,Pharmacy,1,1,0.957591911671,warfarin,tablet,4_mg,
1326,6776,HYDROCORTISONE 100 MG SOLUTION FOR INJECTION,hydrocortisone 100 mg solution for injection,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hydrocortisone,100_mg,injection,solution,Pharmacy,0.555836953737,Pharmacy,1,1,0.555836953737,hydrocortisone,mg,injection,solution
1327,6192,DISP: 1.660 ML; 10 %; USED NDC QTY: 1.000 PCK OF 10.000 ML VIAL CALCIUM GLUCONATE 1 GRAM IV SOLUTION CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION,dispensed 1.660_ml 10% used ndc quantity 1 pack of 10.000_ml vial calcium gluconate 1 gram intravenous solution calcium gluconate 100_mg/ml 10% intravenous solution,Pharmacy,ONLINE,2016-09-16,vial,ndc,disposable,solution,Pharmacy,0.992332862365,Pharmacy,1,1,0.992332862365,used,vial,solution,dispensed
1328,3213,HC 94760 NONINVASIVE EAR/PULSE *,non_invasive ear/pulse,Monitoring,RETROSPECTIVE,2016-07-12,NONINVASIVE,ear,pulse,,Radiology,0.261511993596,Radiology,1,1,0.261511993596,noninvasive,ear,pulse,
1329,163,HEPARIN FLUSH 10ML 00000005.000,heparin flush 10_ml 5,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,5,10_ml,flush,Diluent / Flush / Irrigant,0.937975135046,Diluent / Flush / Irrigant,1,1,0.937975135046,heparin,10_ml,flush,
1330,3648,HEHOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,2016-07-12,hehoglobin,,,,Laboratory,0.894230282549,Laboratory,1,1,0.894230282549,hemoglobin,,,
1331,739,HCHG R&B NICU LEVEL III HCHG R&B NICU LEVEL III,room_and_board neonatal_intensive_care_unit level iii,Room and Board,ONLINE,2016-09-16,iii,r&b,nicu,level,Room and Board,0.823376390336,Room and Board,1,1,0.823376390336,iii,r&b,nicu,level
