Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
3682,POC BS GLUCOSE CVICU/STEPDOWN,point_of_care blood_sugar glucose carviovascular_intensive_care_unit/stepdown,Monitoring,RETROSPECTIVE,2016-07-12,bs,cvicu,steepdown,poc
1220,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,Pharmacy,ONLINE,2016-09-16,50_ml,vial,soln,sodium
6239,ECHO TRANSTHORACIC COMP,echocardiogram transthoracic complete,Cardiology,ONLINE,2016-09-16,comp,echocardiogram,transthoracic,
2103,SILDENAFIL 2 .5 MG/M,sildenafil 2 0.5_mg/m,Plan Benefit,RETROSPECTIVE,2016-07-12,sildenafil,.5_mg/m,,
5481,CALCIUM CHLORIDE 10%,calcium chloride 10%,Pharmacy,RETROSPECTIVE,2016-07-13,calcium,chloride,10%,
3086,PROBE SKIN TEMP,probe skin temperature,Supply,RETROSPECTIVE,2016-07-12,probe,temperature,skin,
4973,HB HYDROXYZINE HCL 25MG TAB UD U,hydroxyzine hydrochloride 25_mg tablet unit_dose u,Pharmacy,RETROSPECTIVE,2016-07-13,25_mg,tab,hydrochloride,
4194,PFC S C/R FEM LT SZ5,pfc sigma cap/r femoral left size 5,Implant,RETROSPECTIVE,2016-07-12,room, , ,
2507,PULSE OXIMETRY/DAILY,pulse oximetry/daily,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,daily,pulse,
1845,ALBUTEROL 90 MCG/PUFF HFAA 8 G CANISTER,albuterol 90 microgram/puff hfaa 8 gram canister,Pharmacy,ONLINE,2016-09-16,albuterol,microgram,,
5498,CEFEPIME 500MG-1GM INJ,cefepime 500_mg 1_gm injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_gm,injection,cefepime,500_mg
4584,D5W/SOD CHL.9% 500ML,dextrose_5%_in_water/sodium chloride .9% 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,chl.9%,500_ml,dextrose_5%_in_water/sodium,
3823,CARVEDILOL TABLET 25MG,carvedilol tablet 25_mg,Pharmacy,RETROSPECTIVE,2016-07-12,25_mg,tablet,carvedilol,
2787,BLOOD GAS SAMPLING- ART PUNCTU,blood gas sampling arterial puncture,Nursing Services,RETROSPECTIVE,2016-07-12,arterial,gas,blood,puncture
5166,13730572 - METRONIDAZOLE/NSS PREMIX 500MG,metronidazole/normal_saline_sterile premix 500_mg,Pharmacy,RETROSPECTIVE,2016-07-13,metronidazole,premix,500_mg,normal_saline_sterile
2669,PREGABALIN 50 MG CAP 100 EACH BLIST PACK,pregabalin 50_mg capillary 100 each blister pack,Pharmacy,RETROSPECTIVE,2016-07-12,cap,pregabalin,biblist,pack
2541,CARVEDILOL 3.125 MG TAB,carvedilol 3.125_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,tablet,3.125_mg,carvedilol,
392,DORNASE ALPHA,dornase alpha,Plan Benefit,RETROSPECTIVE,2016-07-12,alpha,dornase,,
5765,LAB BLOOD TYPING ABO,laboratory blood typing abo,Laboratory,RETROSPECTIVE,2016-07-13,laboratory,abo,blood,typing
2281,RCH LAB-WHOLE BLOOD POTASSIUM,laboratory whole blood potassium,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,potassium,whole,blood
3216,HCHG PATCH HEAT REFLECTING (08960),patch heat reflecting 8960,Supply,RETROSPECTIVE,2016-07-12,heat,reflecting,patch,
1659,POTASSIUM CL ER TAB 2,potassium chloride extended_release tablet 2,Pharmacy,ONLINE,2016-08-29,er,potassium,cl,tab
3931,HC COMPLETED BLOOD PARAMETER,completed blood parameter,Laboratory,RETROSPECTIVE,2016-07-12,completed,parameter,blood,
6386,ECHO CONGENITAL ANOMALY LTD,echo congenital anomaly ltd,Cardiology,ONLINE,2016-10-06,congenital,ltd,anomaly,echo
871,LIDOCAINE 1 % SOLN,lidocaine 1% solution,Pharmacy,ONLINE,2016-09-16,1%,lidocaine,soln,
2696,VORICONAZOLE INJ 10MG/ML,voriconazole injection 10_mg/ml,Pharmacy,RETROSPECTIVE,2016-07-12,injection,10_mg/ml,voriconazole,
4066,HEPARIN 100 UNIT/ML SOLN 30 ML EXTEMP,heparin 100_units/ml solution 30_ml extemp,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,soln, ,
1656,PLASMA THAW,plasma thawing,Blood Products,ONLINE,2016-08-29,plasma,thaw,,
4064,FENTANYL 100MCG/2ML INJ.,fentanyl 100_mcg/2_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj.,fentanyl,100_mcg/2_ml,
2199,HB POTASSIUM BLOOD,potassium blood,Laboratory,RETROSPECTIVE,2016-07-12,potassium,blood,,
6234,DRUG SCREEN QUAL GENTAMICI,drug screen qualitative gentamicin,Laboratory,ONLINE,2016-09-16,qual,screen,gentamicin,drug
2266,POTASSIUM SERU,potassium serum,Laboratory,RETROSPECTIVE,2016-07-12,potassium,serum,,
3279,T&ACSS ICU T1 BS GLUCOSE,temperature_access intensive_care_unit t1 blood_sugar glucose,Monitoring,RETROSPECTIVE,2016-07-12,BS,glucose,ICU,acss
686,HC XR CHEST 1V,x-ray chest one_view,Radiology,ONLINE,2016-09-16,chest,1v,xr,
1206,SHEATH INTRO PINNACLE PERIPH GW6FRX10,sheath intro pinnacle peripheral gw6frx10,Supply,ONLINE,2016-09-16,sheath,periph,,
1711,NOREPINEPHRINE 8MG/NS 250 ML K,norepinephrine 8_mg/normal_saline 250_ml potassium,Pharmacy,ONLINE,2016-08-30,250_ml,norepinephrine,k,8_mg/normal_saline
577,HC I STAT CHMB W HCT,i stat chmb with hematocrit,Monitoring,ONLINE,2016-09-16,stat,chmb,hct,
5355,77074525 - KIT POWER PICC 6FR DUAL LUMEN,kit power peripherally_inserted_central_catheter 6fr dual lumen,Supply,RETROSPECTIVE,2016-07-13,6fr,dual,kit,
4322,11791262 - CODLIVEROIL/ZINC OXD OINT113GM,cod_liver_oil/zinc_oxide ointment 113_grams,Pharmacy,RETROSPECTIVE,2016-07-13,codliveroil,oxide,oint113_gm,zinc
1723,SMEAR FLUORESCENT/ACID STAI,smear fluorescent/acid stain,Laboratory,ONLINE,2016-08-30,smear,acid,stai,fluorescent
1025,OXYCODONE 5 MG TABS,oxycodone 5_mg tablets,Pharmacy,ONLINE,2016-09-16,tabs,5_mg,oxycodone,
3979,PHOSPHORUS BLOOD,phosphorus blood,Laboratory,RETROSPECTIVE,2016-07-12,blood,phosphorus,,
2949,DRESSING  DRAIN,dressing drain,Supply,RETROSPECTIVE,2016-07-12,drain,dressing,,
5286,63406001 - HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory,RETROSPECTIVE,2016-07-13,function,panel,hepatic,
3322,HC-LAB-GLUCOSE BLOOD,laboratory glucose blood,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,blood,glucose,
1145,PT RE EVAL,physical_therapy re evaluation,PT / OT / Speech Therapy,ONLINE,2016-09-16,evaluation,pt,,
5574,FENTANYL CITRATE 2ML,fentanyl citrate 2_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_ml,fentanyl,citrate,
4832,SUT SLK 3-0 SH 8 X18  CR (C013D),suture silk 3 0 sh 8 x18 cr c013d,Supply,RETROSPECTIVE,2016-07-13,suture,,,
4181,HC BLOOD TYPING RH (D),blood typing rhesus daily,Laboratory,RETROSPECTIVE,2016-07-12,rh,dipped,blood,
3680,SENNA-DOCUSATE 8.6-50 MG TABS,senna docusate 8.6 50_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,50_mg,senna,docusate
3199,ELECTRODE AD,electrode adhesive,Supply,RETROSPECTIVE,2016-07-12,adhesive,electrode,,
708,HCHG EVAL INITIAL LEVEL 2 OT HCHG EVAL INITIAL LEVEL 2 OT,evaluation initial level 2 occupational_therapy,PT / OT / Speech Therapy,ONLINE,2016-09-16,ot,initial,evaluation,level
3898,INDIVIDUAL ACT / 15 MIN (OT),individual activity/15 minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,occupational_therapy,individual,min,act/15
5001,HB PHARMACY ANESTHESIA (15 MIN UNITS),pharmacy anesthesia 15 minute units,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,min,anesthesia,pharmacy,
4001,DRSG MPLX BRDR 3X3,dressing mepilex brdr 3x3,Supply,RETROSPECTIVE,2016-07-12,mplx,3x3,brdr,
1878,ANTI-PHOSPHATIDYL,anti phosphatidyl,Laboratory,ONLINE,2016-09-16,phosphatidyl,anti,,
225,NS 0.9% 250ML,normal_saline 0.9% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,250_ml,NS,
758,HCHG VENTILATOR SUBSEQUENT DAY HCHG VENTILATOR SUBSEQUENT DAY,ventilator subsequent day,Respiratory Therapy,ONLINE,2016-09-16,ventilator,subsequent,day,
1187,SEDIMENTATION RATE RBC AUTOMATED,sedimentation rate red_blood_cell automated,Laboratory,ONLINE,2016-09-16,sedimentation,rate,automated,rbc
4521,BISACODYL 10 MG SUPP,bisacodyl 10_mg suppository,Pharmacy,RETROSPECTIVE,2016-07-13,suppository,bisacodyl,10_mg,
3988,ACETAMINOPHEN 325MG TAB,acetaminophen 325_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,325_mg,tab,acetaminophen,
5984,TROPONIN T QUANT,troponin tab quantitative,Laboratory,RETROSPECTIVE,2016-07-13,quantitative,troponin,tab,
1379,URSODIOL 60 MG/ML SUSP,ursodiol 60_mg/ml suspension,Pharmacy,ONLINE,2016-09-16,susp,ursodiol,60_mg/ml,
3708,SENNOSIDES - DOCUSATE 8.6 - 50 MG TAB,sennosides docusate 8.6 50_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,50_mg,tab,docusate,
3121,SOD CHL 0.9% 3ML INH,sodium chloride 0.9% 3_ml inhaled,Supply,RETROSPECTIVE,2016-07-12,inhalation,chloride,3_ml,sodium
177,HEPARIN LOCK FLUSH (PORCINE) 10 UNIT/ML IV,heparin lock flush porcine 10_units/ml intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,lock,porcine,intravenous
1532,OSTOMY POUCH NEWBORN/BOX,ostomy pouch newborn/box,Supply,ONLINE,2016-09-19,newborn,ostomy,pouch,box
5568,FELT BARD DEBAKEY 4*4,felt bard debakey 4 4,Supply,RETROSPECTIVE,2016-07-13,debakey,felt,bard,
5683,HB PT STANDARD EVAL,patient standard evaluation,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,pt,standard,
4223,INS TIB 5X12.5 RP CRV,insert tibial 5x12.5 rp crv,Implant,RETROSPECTIVE,2016-07-12,rp,tfiib,infs,
2193,HB HEMOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,2016-07-12,hemoglobin,,,
5148,13250212 - LIDOCAINE 2% TOPICAL JELLY 5ML,lidocaine 2% topical jelly 5_ml,Pharmacy,RETROSPECTIVE,2016-07-13,5_ml,,,
1280,STOCK ANTIEMB KN LG REG LF,stocking anti_embolism knee large regular lf,Supply,ONLINE,2016-09-16,large,reg,,
4998,HB PENTAFLUOROPROP-TETRAFLUOROETH EX AER,pentafluoropropane-tetrafluoroethane ex aerosol,Pharmacy,RETROSPECTIVE,2016-07-13,tetrafluoroeth,aero,ex,pentafluoroprop
2044,CISATRACURIUM 2 MG/ML SOLN 10 ML VIAL,cisatracurium 2_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,10_ml,soln,
1795,MAGNIFY 26X 34 8 DEGREE 8-,magnify 26x 34 8 degree 8,Implant,ONLINE,2016-09-01,26x,degree,magnify,
3783,AMLODIPINE BESYLATE TABLET 5MG,amlodipine besylate tablet 5_mg,Pharmacy,RETROSPECTIVE,2016-07-12,amlodipine,besylate,5_mg,tablet
1124,PRAFO,pressure_relief_ankle_foot_orthosis,Supply,ONLINE,2016-09-16,prafo,,,
4964,HB EVOKED POTENTIAL MEDIAN NERVE,evoked potential median nerve,Procedure,RETROSPECTIVE,2016-07-13,nerve,evoked,potential,median
6800,MAGNESIUM SULFATE 4 MEQ/ML 50% INJECTION SOLUTION,magnesium sulfate 4 meq/ml 50% injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,solution,magnesium,sulfate
1346,TRAY LUMBAR PUNCTURE,tray lumbar_puncture,Supply,ONLINE,2016-09-16,tray,puncture,lumbar,
4717,OR LEVEL 5 EA ADDTL 30 MINUTES,operation_room level 5 each additional 30 minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,additional,minutes,operation_room,level
3819,DIAZEPAM 1MG/ML 5ML,diazepam 1_mg/ml 5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,diazepam,1_mg_ml,5_ml,
1238,SODIUM CHLORIDE 4 MEQ/ML S,sodium_chloride 4_meq/ml s,Pharmacy,ONLINE,2016-09-16,s,chloride,4_meq/ml,sodium
5395,89318002 - SWALLOW GOAL 1-20%,swallow goal 1 20%,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,swallow,20%,goal,
124,HB SODIUM CHLORIDE 4 MEQ/ML IV SOLN,sodium chloride 4_meq/ml intravenous solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,solution,chloride,intravenous,sodium
1360,TUBE EAR REUTER BOBBIN VENT 1.14MM,tube ear reuter bobbin ventilation 1.14mm,Supply,ONLINE,2016-09-16,tube,ventilation,,
1778,HB CT ANGIO ABDOMEN & PELV,computed_tomography angiography abdomen and pelvis,Radiology,ONLINE,2016-09-01,angiogram,abdomen,,
2600,INSULIN HUMAN REG 5 UNITS,insulin human regular 5_units,Pharmacy,RETROSPECTIVE,2016-07-12,5_units,regular,insulin,human
1024,OXYBUTYNIN CR 5MG TAB,oxybutynin cr 5_mg tablet,Pharmacy,ONLINE,2016-09-16,5_mg,oxybutynin,tab,cream
4032,HYDROMORPHONE 1MG/ML INJ.,hydromorphone 1_mg/ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,hydromorphone,inj.,1_mg/ml,
5264,59692000 - 0.9% NACL 250ML,0.9% sodium_chloride 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,0.90%,250_ml,sodium_chloride,
6342,BLOOD GAS PH PO2 &/OR PCO2 POC NICU CBG,blood gas ph po2 &/or pco2 poc nicu cabg,Monitoring,ONLINE,2016-10-06,gas,blood,,
6427,NURSERY LEVEL 4 NURLIV ROOM W400E/NURLIV,nursery level 4 nurliv room w400e/nurliv,Room and Board,ONLINE,2016-10-06,nursery,room,level,
5015,HB SDS NURSING PREP FOR MR OTHER,sds nursing preparation for mr other,Nursing Services,RETROSPECTIVE,2016-07-13,prep,nursing,stds,mr
4134,LIDOCAINE (PF) 20 MG/ML(2%) SOLN 5 ML VIAL,lidocaine partial_fill 20_mg/ml 2% solution 5_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,partial_fill,soln,
2442,LABORATORY-CHEMISTRY CALCIUM IONIZED ISTAT,laboratory chemistry calcium ionized istat,Monitoring,RETROSPECTIVE,2016-07-12,laboratory,ionized,chemistry,istat
1573,TRIAMCINOLONE 0.1% CREA 15,triamcinolone 0.1% cream 15,Pharmacy,ONLINE,2016-09-19,0.10%,triamcinolone,cream,
5985,TSH,thyroid-stimulating_hormone,Laboratory,RETROSPECTIVE,2016-07-13,tsh,,,
5273,62999001 - ABRR (STATISTICAL),abrr statistical,Laboratory,RETROSPECTIVE,2016-07-13,abrr,statistical,,
6038,SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL (HOS,sodium_chloride 0.9% injection 10 sodium_chloride 0.9% pre_filled 10_ml vial hos,Diluent / Flush / Irrigant,ONLINE,2016-08-24,10_ml,sodium,vial,pf
1235,SODIUM CHLORIDE 2.5 MEQ/ML SOLN,sodium_chloride 2.5_meq/ml solution,Diluent / Flush / Irrigant,ONLINE,2016-09-16,2.5_meq/ml,chloride,soln,sodium
847,KIT OR ROOM TURNOVER ADVM,kit operating_room room turnover advm,Supply,ONLINE,2016-09-16,or,room,kit,
2606,ISOTRETINOIN (,isotretinoin,Pharmacy,RETROSPECTIVE,2016-07-12,isotretinoin,,,
6452,SMEAR GRAM/GIEMSA RESPIRATORY CULTURE,smear gram/giemsa respiratory culture,Laboratory,ONLINE,2016-10-12,smear,respiratory,gram,giemsa
24,ASCORBIC ACID 250MG TAB,ascorbic acid 250_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,250_mg,acid,tablet,ascorbic
8,BED DOLPHIN MATTRESS KCI RNTL,bed dolphin mattress kinetic_concept_inc rental,Capital Equipment,RETROSPECTIVE,2016-07-12,rental,bed,mattress,
3833,HCHG COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,RETROSPECTIVE,2016-07-12,comprehensive,panel,metabolic,
143,HEPARIN 100 UNIT/ML SOLN,heparin 100_units/ml solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,100_units/ml,solution,
4623,FENTANYL 50 MCG/HR PATCH 72HR,fentanyl 50 microgram/hour patch 72 hour,Pharmacy,RETROSPECTIVE,2016-07-13,fentanyl,microgram,hour,patch
1275,STATLOCK PICC PLUS DISP,statlock peripherally_inserted_central_catheter plus disposable,Supply,ONLINE,2016-09-16,disp,plus,picc,statlock
2666,PRAVASTATIN TAB 20MG 20 MG TAB,pravastatin tablet 20_mg 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,20_mg,pravastatin,tablet,
4575,CUFF BP ADLT SM SOFT 1 TUBE,cuff blood_pressure adult small soft 1 tube,Supply,RETROSPECTIVE,2016-07-13,small,tube,soft,adult
1986,CANNULA OXYGEN,cannula oxygen,Supply,ONLINE,2016-09-16,cannula,oxygen,,
2463,POC-GLUCOSE,point_of_care glucose,Monitoring,RETROSPECTIVE,2016-07-12,POC,glucose,,
1242,SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1 000 ML BOTTLE,sodium_chloride irrigation 0.9% solution 1 000_ml bottle,Diluent / Flush / Irrigant,ONLINE,2016-09-16,irrigation,sodium,000_ml,soln
2469,POC-LACTATE-GEM,point_of_care lactate glucagon_emergency_management,Monitoring,RETROSPECTIVE,2016-07-12,POC,GEM,lactate,
5900,PROTHROMBIN TIME,prothrombin_time,Laboratory,RETROSPECTIVE,2016-07-13,time,prothrombin,,
3886,THERAPEUTIC ACTIVITIES EA 15 MI,therapeutic activities each 15 minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,activities,mi,therapeutic,
527,HC CHEST 2 VIEW,chest 2 view,Radiology,ONLINE,2016-09-16,chest,view,,
5531,CREATININE  OTHER SOURCE (,creatinine other source,Laboratory,RETROSPECTIVE,2016-07-13,source,creatinine,,
6514,BLOOD GAS PH PO2 &/OR PCO2 BLOOD GAS VENOUS,blood gas ph po2 &/or pco2 blood gas venous,Monitoring,ONLINE,2016-10-12,venous,ph,gas,blood
6132,DEVICE FOLEY CATH STATLOCK,device foley catheter statlock,Supply,ONLINE,2016-09-16,device,foley,cath,statlock
142,HEPARIN 100 UNIT/ML INJ (10ML),heparin 100_units/ml injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,injection,100_units/ml,10_ml
2256,POCT GLUCOSE,point_of_care_testing glucose,Monitoring,RETROSPECTIVE,2016-07-12,POCT,glucose,,
1186,SEDIMENTATION RAT,sedimentation rate,Laboratory,ONLINE,2016-09-16,sedimentation,rat,,
4920,NONPRES INHL TX ACUT AIR OBS,non_pressurized inhalation treatment acute air obstruction,Respiratory Therapy,ONLINE,2016-08-24,acute,tx,air,
1996,CATH IV 20GX1 3/4 4252527-02,catheter intravenous 20gaugex1 3/4 4252527 02,Supply,ONLINE,2016-09-16,20gx1,cath,iv,4-Mar
661,HC T4 FREE,thyroxine free,Laboratory,ONLINE,2016-09-16,thyroxine,free,,
6738,HCHG SUTR BOOT,suture boot,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,boot,suture,,
5293,64053000 - BLOOD CULTURE,blood culture,Laboratory,RETROSPECTIVE,2016-07-13,culture,blood,,
4969,HB GELATIN ADSORBABLE 12-7 MM EX MISC,gelatin adsorbable 12-7 millimeters ex miscllaneous,Pharmacy,RETROSPECTIVE,2016-07-13,mm,gelatin,adsorbable,misc
3012,HB TOWEL STRL L26INXW17IN POLY-LN,towel sterile l26 inchesxw17 inches poly ln,Supply,RETROSPECTIVE,2016-07-12,sterile,towel,poly,
3779,GABAPENTIN 100 MG CAP 1 EA,gabapentin 100_mg capillary 1 each,Pharmacy,RETROSPECTIVE,2016-07-12,100_mg,cap,gabapentin,
4171,MULTIVITAMIN WITH IRON 0.5 ML LIQD 0.5 ML SYRINGE,multivitamin with iron 0.5_ml liquid 0.5_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,liqd,iron,
4952,HB COMPREHENSIVE EMERGENCY ROOM VISIT,comprehensive emergency_room visit,Other,RETROSPECTIVE,2016-07-13,comprehensive,visit,room,emergency
3826,TRANSPORT-VENT PATIENT ADULT,transport ventilator patient adult,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ventilation,patient,adult,transport
3331,PHENYTOIN TOTAL,phenytoin total,Laboratory,RETROSPECTIVE,2016-07-12,phenytoin,total,,
2324,GEM GLUCOSE,glucagon_emergency_management glucose,Monitoring,RETROSPECTIVE,2016-07-12,GEM,glucose,,
3609,ONDANSETRON 4 MG TBDL,ondansetron 4_mg tbdl,Pharmacy,RETROSPECTIVE,2016-07-12,ondansetron,tbdl,4_mg,
5017,HB SPECIAL STAINS GRP II,special stains group 2,Laboratory,RETROSPECTIVE,2016-07-13,stains,grip,ii,special
6230,DRSG MEPLIEX BDR 6X6 295400,dressing mepliex border 6x6 295400,Supply,ONLINE,2016-09-16,mepliex,bdr,6x6,drsg
5674,HB OR PROCEDURE RM ADD 15 MIN,operation_room procedure room additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,additional,min,or,procedure
5678,HB POC BEDSIDE TESTING-GLUCOSE,point_of_care bedside testing glucose,Monitoring,RETROSPECTIVE,2016-07-13,bedside,poc,testing,glucose
123,HB SODIUM CHLORIDE 0.9% IV,sodium chloride 0.9% intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,intravenous,sodium
5003,HB PICC INSERTION >/=5 YR OLD,peripherally_inserted_central_catheter insertion greater than or equal to 5 years_old,Procedure,RETROSPECTIVE,2016-07-13,yr,old,picc,insertion
6077,COPPER,copper,Laboratory,ONLINE,2016-09-16,copper,,,
2108,SILDENAFIL 2.5 MG/ML LIQD,sildenafil 2.5_mg/ml liquid,Plan Benefit,RETROSPECTIVE,2016-07-12,sildenafil,liquid,2.5mg/ml,
1818,ABR COMPREHENSIVE,auditory_brainstem_response comprehensive,PT / OT / Speech Therapy,ONLINE,2016-09-16,comprehensive,abr,,
4772,QUANTIFERON TB GOLD (QQFTG,quantiferon tab gold qqftg,Pharmacy,RETROSPECTIVE,2016-07-13,qqftg,tube,quantiferon,gold
3458,NACL 0.9% 1000ML,sodium_chloride 0.9% 1000_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,1000_ml,nacl,
2057,INHALED NITRIC OXIDE/1 HOUR,inhaled nitric oxide/1 hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide/1,inhaled,hour,nitric
6576,DOXY 100 100 MG INTRAVENOUS SOLUTION,doxy 100 100 mg intravenous solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,100_mg,intravenous,doxy,solution
4663,INSULIN 100U/100ML NS PREMIXED,insulin 100_units/100_ml normal_saline premixed,Pharmacy,RETROSPECTIVE,2016-07-13,100_units/100_ml,premixed,insulin,normal_saline
4541,CATH ART EMBL SGL 3FRX80CM 1801-38,catheter arterial embolization single 3frx80cm 1801 38,Supply,RETROSPECTIVE,2016-07-13,catheter,single,,
254,SOD CHLORIDE 0.9% 10 ML FLUSH,sodium chloride 0.9% 10_ml flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,flush,chloride,sodium,
4482,89334014 - IP SPEECH EVAL/VOICE,inpatient speech evaluation/voice,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,voice,inpatient,evaluation,speech
637,HC RC PROTOCOL ASSESSMENT,rc protocol assessment,Respiratory Therapy,ONLINE,2016-09-16,assessment,protocol,,
2987,HB APPLICATOR CHLORAPREP SINGLE S,applicator chloraprep single sigma,Supply,RETROSPECTIVE,2016-07-12,chloraprep,applicator,single,
5873,PLEUR EVAC INFANT/ADULT,pleural evac infant/adult,Supply,RETROSPECTIVE,2016-07-13,pleural,evac,infant,adult
2492,PULSE OX SIN,pulse oximetry single,Monitoring,RETROSPECTIVE,2016-07-12,single,oximetry,pulse,
2899,VENIPUNCTURE CHARGE,venipuncture charge,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,charge,,
6328,ARTERIAL BLOOD DRAW ARTERIAL PUNCTURE SJS,arterial blood draw arterial puncture sjs,Nursing Services,ONLINE,2016-10-06,arterial,draw,blood,puncture
1029,OXYGEN PER 12 HOURS,oxygen per 12 hours,Respiratory Therapy,ONLINE,2016-09-16,hours,per,oxygen,
105,DEXTROSE 5% IN W,dextrose 5% in with,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,water,dextrose,
6191,DISP: 1.000 ML; 2 MG/ML; USED NDC QTY: 1.000 PCK OF 1.000 ML VIAL LORAZEPAM 2 MG INJECTION LORAZEPAM 2 MG/ML INJECTION SOLUTION,dispensed 1.000_ml 2_mg/ml used ndc quantity 1 pack of 1.000_ml vial lorazepam 2_mg injection lorazepam 2_mg/ml injection solution,Pharmacy,ONLINE,2016-09-16,2_mg,vial,ndc,disposable
5868,PHYSICAL THERAPY EVAL,physical_therapy evaluation,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,therapy,physical,
4810,SONOGRAM  ABDOMINAL,sonogram abdominal,Radiology,RETROSPECTIVE,2016-07-13,abdominal,sonogram,,
2913,ADAPTER HEPLOCK MAXPLUS,adapter heplock maxplus,Supply,RETROSPECTIVE,2016-07-12,heplock,adapter,maxplus,
1048,PAPAVERINE 30 MG/ML SOLN 10 ML VIAL,papaverine 30_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,10_ml,soln,
1018,OSTOMY POUCH POST OP 20929DISP,ostomy pouch post operative 20929disp,Supply,ONLINE,2016-09-16,post,,,
1175,ROOM 539 D,room 539 d,Room and Board,ONLINE,2016-09-16,room,,,
3160,TRANSFER BAG CHARGE,transfer bag charge,Supply,RETROSPECTIVE,2016-07-12,transfer,charge,bag,
4483,92365680 - PICC PLACEMENT > 5 YRS OLD,peripherally_inserted_central_catheter placement greater_than 5 years_old,Procedure,RETROSPECTIVE,2016-07-13,greater_than,,,
39,HC ICU EQUIPMENT CHARGE,intensive_care_unit equipment charge,Capital Equipment,RETROSPECTIVE,2016-07-12,equipment,charge,ICU,
2992,HB DRESSING TRNS TGDRM L4.75INXW4,dressing transparent tegaderm l4.75inxw4,Supply,RETROSPECTIVE,2016-07-12,l4.75inxw4,tegaderm,transparent,dressing
3335,RH (D) TYPE,rhesus daily type,Laboratory,RETROSPECTIVE,2016-07-12,rhesus,type,dipped,
