descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
HC IRRIGATION TRAY 70CC	Implant/Supply	1.0	4.22	4.22	irrigation tray 70_cc	Supply
HC ISOFLURANE PER HOUR	Implant/Supply	4.0	380.0	95.0	isoflurane per hour	Pharmacy
HC ISOLATION SUPPLY NON-PATIENT ROOM	Implant/Supply	1.0	96.0	96.0	isolation supply non patient room	Supply
HC IV INF THER ADD HR	Emergency Room	2.5	507.5	145.0	intravenous_infusion therapy additional hour	Nursing Services
HC IV INF THER ADD SEQ 1ST HR	Emergency Room	2.0	934.0	467.0	intravenous_infusion therapy additional sequence 1st hour	Nursing Services
HC IV INF THER CONCURR (MAX 1)	Emergency Room	1.0	324.0	324.0	intravenous_infusion therapy concurrent max 1	Nursing Services
HC IV INF THER INIT 1ST HR	Emergency Room	1.0	573.0	573.0	intravenous_infusion therapy initial 1st hour	Nursing Services
HC IV INF THER INIT 1ST HR	IV Therapy	1.0	573.0	573.0	intravenous_infusion therapy initial 1st hour	Nursing Services
HC IV INFUSION CONCURRENT ADDL MED ED	Emergency Room	1.0	97.0	97.0	intravenous_infusion concurrent additional medication emergency_department	Nursing Services
HC IV INFUSION INITIAL WITH MED 1 ST HR ED	Emergency Room	1.0	319.5	319.5	intravenous_infusion initial with medication 1 st hour emergency_department	Nursing Services
HC IV INFUSION W SAME MED SEQUENTIAL ED	Emergency Room	1.0	112.0	112.0	intravenous_infusion with same medication sequential emergency_department	Nursing Services
HC IV PUMP CONTROLLER W MODULES	Implant/Supply	1.0	206.0	206.0	intravenous pump controller with modules	Capital Equipment
HC IV PUMP CONTROLLER W MODULES 	Implant/Supply	1.0	206.0	206.0	intravenous pump controller with modules	Capital Equipment
HC IV PUSH ADD SEQ NEW DRUG	Clinic	1.5	465.5	331.0	intravenous push additional sequence new drug	Nursing Services
HC IV PUSH ADD SEQ NEW DRUG	Emergency Room	2.0	538.0	269.0	intravenous push additional sequence new drug	Nursing Services
HC IV PUSH EA AD NEW DRUG ER	Emergency Room	1.0	177.0	177.0	intravenous push each additional new drug emergency_room	Nursing Services
HC IV PUSH EA AD SEQ SM DRG ER	Emergency Room	1.0	176.0	176.0	intravenous push each additional sequence same drug emergency_room	Nursing Services
HC KIT ARTERIAL BLOOD GAS	Implant/Supply	1.0	62.0	62.0	kit arterial blood gas	Supply
HC KIT MICRO-INTRODUCER STD/NIT/SS-TIP 4FR GUIDEWIRE	Implant/Supply	1.0	73.4	65.99	kit micro introducer std/nit/ss tip 4fr guidewire	Supply
HC KIT MICRO-INTRODUCER STD/NIT/SS-TIP 4FR INTRODUCER	Implant/Supply	1.0	73.4	65.99	kit micro introducer std/nit/ss tip 4fr introducer	Supply
HC LACTATE/LACTIC ACID	Laboratory	1.0	101.0	101.0	lactate/lactic acid	Laboratory
HC LACTIC ACID	Laboratory	1.0	184.28	184.28	lactic acid	Laboratory
HC LACTIC ACID (LACTATE)	Laboratory	1.0	244.0	244.0	lactic acid lactate	Laboratory
HC LACTIC ACID - BG SYRINGE	Laboratory	1.0	147.0	147.0	lactic acid blood_gas syringe	Monitoring
HC LACTIC ACID ISTAT	Laboratory	1.0	76.0	76.0	lactic acid istat	Monitoring
HC LEFT HEART CATH	Cardiology	1.0	25506.0	25506.0	left heart catheter	Cardiology
HC LEVEL-1 ICU	Intensive Care	1.0	6939.1	6939.1	level 1 intensive_care_unit	Room and Board
HC LEVEL-2 ROOM & BOARD (SEMI-PRIVATE 2 BEDS)	Room & Board	1.0	2655.75	2655.75	level 2 room & board semi private 2 beds	Room and Board
HC LIDOCAINE/EPINEPH 1% (MD) IF	Pharmacy	1.0	20.74	20.74	lidocaine/epinephrine 1% medium if	Pharmacy
HC LIPASE	Laboratory	1.0	141.0	141.0	lipase	Laboratory
HC LIPASE	Outpatient Services	1.0	243.0	243.0	lipase	Laboratory
HC LIPID PANEL	Laboratory	1.0	205.0	205.0	lipid panel	Laboratory
HC LOCM 300-399 MG/ML IODINE CONCENTRATION PER ML	Pharmacy	125.0	188.75	1.53214285714	low_osmolar_contrast_material 300 399_mg/ml iodine concentration per_ml	Pharmacy
HC MAGNESIUM	Laboratory	1.0	86.37	84.0	magnesium	Laboratory
HC MAGNESIUM 	Laboratory	1.0	90.0	90.0	magnesium	Laboratory
HC METABOLIC PANEL TOTAL CA	Laboratory	1.0	199.0	199.0	metabolic panel total calcium	Laboratory
HC MICRO PUNCTURE 5 FR STIFF	Implant/Supply	1.0	151.0	151.0	micro puncture 5 fr stiff	Supply
HC MOBILITY CURRENT	PT/OT/Speech	1.0	1.0	1.0	mobility current	PT / OT / Speech Therapy
HC MOBILITY D/C STATUS	PT/OT/Speech	1.0	1.0	1.0	mobility discontinue status	PT / OT / Speech Therapy
HC MOBILITY GOAL STATUS	PT/OT/Speech	1.0	0.01	0.01	mobility goal status	PT / OT / Speech Therapy
HC MOD SEDATION > 5 YRS OLD 1ST 30 MINS	Anesthesia	1.0	746.0	746.0	moderate sedation greater_than 5 years_old 1st 30 mins	OR / Anesthesia / Recovery Room
HC NATRIURETIC PEPTIDE	Laboratory	1.0	253.0	253.0	natriuretic peptide	Laboratory
HC NEEDLE PRTCT+CATH 20GX1.2	Implant/Supply	2.0	11.1	5.55	needle protect and catheter 20gx1.2	Supply
HC NITRIC OXIDE HOURLY	Implant/Supply	12.0	3852.0	321.0	nitric oxide hourly	Plan Benefit
HC NITRIC OXIDE HOURLY	Pulmonary Function	18.5	6105.0	330.0	nitric oxide hourly	Plan Benefit
HC NITRIC OXIDE USE HOURLY	Pharmacy	2.0	818.4	409.2	nitric oxide use hourly	Plan Benefit
HC NONPRES INHAL TX FOR ACUTE AIR OBS SUBSQ	Respiratory Services	1.0	156.0	156.0	nonpress inhalation treatment for acute air observation subsequent	Respiratory Therapy
HC O2 PER DAY	Implant/Supply	1.0	205.0	205.0	oxygen per day	Respiratory Therapy
HC OCCUPATIONAL THERAPY EVAL TIER I	PT/OT/Speech	1.0	215.0	215.0	occupational_therapy evaluation tier i	PT / OT / Speech Therapy
HC ONE VIEW CHEST	Radiology	1.0	249.0	249.0	one view chest	Radiology
HC OSTOMY BAG 2 PIECE	Implant/Supply	1.0	29.81	29.81	ostomy bag 2 piece	Supply
HC OT EVAL 15-30MIN	PT/OT/Speech	1.0	330.0	330.0	occupational_therapy evaluation 15 30min	PT / OT / Speech Therapy
HC OXYGEN O2 SET UPDEVICES	Implant/Supply	1.0	22.0	21.5	oxygen oxygen set updevices	Supply
HC OXYGEN PER DAY	Implant/Supply	1.0	290.0	226.5	oxygen per day	Respiratory Therapy
HC OXYGEN PER HOUR	Implant/Supply	6.0	192.0	32.0	oxygen per hour	Respiratory Therapy
HC P9059 FFP FRZ IN 8-24 HRS EA UNIT	Blood	2.0	522.0	232.97	p9059 fresh_frozen_plasma frozen in 8 24 hours each unit	Blood Products
HC PACU CLASS 2 NPR 1:1	Cast/Recovery/Labor Room	1.0	1292.0	1292.0	post_anesthesia_care_unit class 2 npr 1 1	OR / Anesthesia / Recovery Room
HC PACU CLASS 2 NPR 2:1	Cast/Recovery/Labor Room	1.0	1335.0	1335.0	post_anesthesia_care_unit class 2 npr 2 1	OR / Anesthesia / Recovery Room
HC PARATHORMONE (PTH)	Laboratory	1.0	440.0	440.0	parathormone parathyroid_hormone	Laboratory
HC PGL	Laboratory	1.0	24.18	24.18	plasma_glucose_level	Laboratory
HC PHASE 1 EXERCISE	Other Therapeutic Services	1.0	327.0	327.0	phase 1 exercise	Cardiology
HC PHOSPHORUS	Laboratory	1.0	72.0	72.0	phosphorus	Laboratory
HC PHOSPHORUS	Organ Acquisition	1.0	70.0	70.0	phosphorus	Laboratory
HC PHOSPHORUS INORGANIC (PHOSPHATE);	Laboratory	1.0	33.0	33.0	phosphorus inorganic phosphate	Laboratory
HC PHYSICAL THERAPY EVAL TIER I	PT/OT/Speech	1.0	201.0	201.0	physical_therapy evaluation tier i	PT / OT / Speech Therapy
HC PIPERACILLIN/TAZO 4 5 GM	Pharmacy	1.0	24.28	24.28	piperacillin/tazo 4 5_gm	Pharmacy
HC PLS DIVERTER TIP	Implant/Supply	1.0	68.0	68.0	plus diverter tip	Supply
HC PLS IRRIGATOR AND DIVERTER TIP	Implant/Supply	1.0	191.0	191.0	plus irrigator and diverter tip	Supply
HC POC BLOOD GLUCOSE/REAGE	Laboratory	1.0	20.0	20.0	point_of_care blood glucose/reagent	Monitoring
HC POC LACTIC ACID	Laboratory	1.0	431.0	431.0	point_of_care lactic acid	Monitoring
HC POC LIFESCAN GLUCOSE	Laboratory	1.0	41.26	41.26	point_of_care lifescan glucose	Monitoring
HC POCT ACTIVATD CLOTTING TIME	Laboratory	1.0	96.0	96.0	point_of_care_testing activated clotting time	Laboratory
HC POTASSIUM	Laboratory	1.0	57.0	57.0	potassium	Laboratory
HC POTASSIUM	Outpatient Services	1.0	233.0	233.0	potassium	Laboratory
HC POTASSIUM SERUM PLASMA WB	Laboratory	1.0	29.0	29.0	potassium serum plasma whole_blood	Laboratory
HC POTASSIUM SERUM/PLASMA/WHOLE BLD	Laboratory	1.0	45.25	45.25	potassium serum/plasma/whole blood	Laboratory
HC POWERLINE CV CATH 5FR SL	Implant/Supply	1.0	996.0	996.0	powerline cardiovascular catheter 5fr single_lumen	Supply
HC PRE ENDO SCHEDULE DOS LEVEL 1	Implant/Supply	1.0	98.0	98.0	premix endo schedule dos level 1	Pharmacy
HC PRE ENDO SCHEDULE DOS LEVEL 1	Treatment/Observation Room	1.0	113.0	113.0	premix endo schedule dos level 1	Pharmacy
HC PRE OP SCHED LEVEL 1	Implant/Supply	1.0	113.0	113.0	pre operative schedule level 1	OR / Anesthesia / Recovery Room
HC PRE OP SCHED LEVEL 1	Treatment/Observation Room	1.0	98.0	98.0	pre operative schedule level 1	OR / Anesthesia / Recovery Room
HC PREALBUMIN	Laboratory	1.0	153.0	153.0	prealbumin	Laboratory
HC PRESSURE MONITOR CHANGE	Implant/Supply	1.0	102.0	102.0	pressure monitor change	Supply
HC PRIVATE ROOM AND CARE	Room & Board	1.0	802.0	802.0	private room and care	Room and Board
HC PRIVATE TELEMETRY ROOM AND CARE	Room & Board	1.0	912.0	912.0	private telemetry room and care	Room and Board
HC PROCALCITONIN	Laboratory	1.0	224.41	224.41	procalcitonin	Laboratory
HC PROTHROMBIN	Laboratory	1.0	29.75	29.75	prothrombin	Laboratory
HC PROTHROMBIN TIME	Laboratory	1.0	91.0	91.0	prothrombin_time	Laboratory
HC PROTHROMBIN TIME	Outpatient Services	1.0	217.0	217.0	prothrombin_time	Laboratory
HC PROTHROMBIN TIME 	Laboratory	1.0	34.0	34.0	prothrombin_time	Laboratory
HC PROTHROMBIN TIME (PT)	Laboratory	1.0	36.0	36.0	prothrombin time patient	Laboratory
HC PT	Laboratory	1.0	97.0	97.0	physical_therapy	Laboratory
HC PT EVAL 0-15 MIN	PT/OT/Speech	1.0	165.0	165.0	physical_therapy evaluation 0 15_minutes	PT / OT / Speech Therapy
HC PTCA BALLOON CATHETER	Implant/Supply	1.0	836.0	418.0	ptca balloon catheter	Supply
HC PTH INTACT	Laboratory	1.0	159.0	159.0	parathyroid_hormone intact	Laboratory
HC PTT	Laboratory	1.0	107.0	107.0	partial_prothrombaplastin_time	Laboratory
HC PULSE OX O2 SAT SNGL	Emergency Room	1.0	142.0	142.0	pulse oximetry oxygen saturation single	Monitoring
HC PULSE OX O2 SAT SNGL	Implant/Supply	1.0	64.0	64.0	pulse oximetry oxygen saturation single	Monitoring
HC PULSE OX O2 SAT SNGL	Pharmacy	1.0	64.0	64.0	pulse oximetry oxygen saturation single	Monitoring
HC PULSE OX O2 SAT SNGL	Pulmonary Function	1.0	65.0	64.0	pulse oximetry oxygen saturation single	Monitoring
HC PULSE OXIMETRY MULT DETERMINAT	Cardiology	1.0	30.0	30.0	pulse oximetry multiple determinations	Monitoring
HC PULSE OXIMETRY MULT DETERMINAT	Pulmonary Function	1.0	41.0	41.0	pulse oximetry multiple determinations	Monitoring
HC PUMP IMED PC1	Implant/Supply	1.0	159.86	159.86	pump imed pc1	Capital Equipment
HC PUMP IMED PC1	Pharmacy	1.0	167.85	167.85	pump imed pc1	Capital Equipment
HC PUMP VAC WOUND CARE	Implant/Supply	1.0	469.0	469.0	pump vacuum wound care	Capital Equipment
HC R&B INTERMEDIA TEICU	Intensive Care	1.0	1629.0	1629.0	room_and_board intermediate telemetry_intensive_care_unit	Room and Board
HC RADIAL ARTERY KIT	Implant/Supply	1.0	231.0	231.0	radial artery kit	Supply
HC RADIOLOGY PORTABLE EQUIPMENT	Implant/Supply	1.0	133.0	133.0	radiology portable equipment	Capital Equipment
HC RBCS LR EA UNIT	Blood	1.0	675.0	675.0	red_blood_cells leukocyte_reduced each unit	Blood Products
HC RBCS LR EA UNIT	Laboratory	3.0	2025.0	675.0	red_blood_cells leukocyte_reduced each unit	Blood Products
HC RC PROTOCOL ASSESSMENT	Respiratory Services	1.0	134.0	134.0	rc protocol assessment	Respiratory Therapy
HC RENAL FUNCTION PANEL	Laboratory	1.0	122.0	122.0	renal function panel	Laboratory
HC RENAL FUNCTION PANEL 	Laboratory	1.0	122.0	122.0	renal function panel	Laboratory
HC ROOM CHARGE MEDICAL SURGICAL	Room & Board	1.0	2243.0	2243.0	room charge medical surgical	Room and Board
HC ROOM CHARGE NICU 174	Room & Board	1.0	6679.0	6679.0	room charge neonatal_intensive_care_unit 174	Room and Board
HC ROUTINE VENIPUNCTURE	Laboratory	1.0	25.0	25.0	routine venipuncture	Nursing Services
HC ROUTINE VENIPUNCTURE 	Laboratory	1.0	32.0	32.0	routine venipuncture	Nursing Services
HC RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I	OR Services	1.0	10076.62	10076.62	retreval intravascular vena_cava filter with without access vessel selxn radiology_supervision_and_interpretation	Radiology
HC S AUREUS AMPLIFIED PROBE	Laboratory	1.0	121.0	121.0	staphylococcus aureus amplified probe	Laboratory
HC S AUREUS METHICILLIN RESIST	Laboratory	1.0	121.0	121.0	staphylococcus aureus methicillin resist	Laboratory
HC SELF CARE HOME MGMNT OT	PT/OT/Speech	1.0	114.0	114.0	self care home management occupational_therapy	PT / OT / Speech Therapy
HC SELF-CARE CURRENT STATUS	PT/OT/Speech	1.0	1.0	1.0	self care current status	PT / OT / Speech Therapy
HC SELF-CARE D/C STATUS	PT/OT/Speech	1.0	1.0	1.0	self care discontinue status	PT / OT / Speech Therapy
HC SELF-CARE GOAL STATUS	PT/OT/Speech	1.0	1.0	1.0	self care goal status	PT / OT / Speech Therapy
HC SENSOR ADULT DISP	Implant/Supply	1.0	17.63	17.63	sensor adult disposable	Supply
HC SERATONIN RELEASE ASSAY	Laboratory	1.0	78.0	78.0	seratonin release assay	Laboratory
HC SEVOFLURANE PER HOUR	Implant/Supply	3.0	201.0	78.0	sevoflurane per hour	Pharmacy
HC SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART	OR Services	1.0	15094.645	13455.645	selective catheter internal carotid arteries angiogram intracranial arteries	Radiology
HC SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY	OR Services	1.0	11817.0	11817.0	selective catheter vertebral arteries angiogram vertebral artery	Radiology
HC SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH	OR Services	1.0	2842.4	2842.4	selective catheterization 3rd and order selective thoracic/brachial/cephalic branch	Radiology
HC SMEAR FLUORESCENT ACID FAST	Laboratory	1.0	65.0	65.0	smear fluorescent acid fast	Laboratory
HC SMEAR GRAM GIEMSA	Laboratory	1.0	55.0	55.0	smear gram giemsa	Laboratory
HC SMEAR GRAM STAIN	Laboratory	1.0	94.0	94.0	smear gram stain	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ACETAMINOPHEN	Laboratory	1.0	244.0	244.0	single drug class immunoassay panel blood acetaminophen	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ETHANDL	Laboratory	1.0	176.0	176.0	single drug class immunoassay panel blood ethanol	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE	Laboratory	1.0	120.0	120.0	single drug class immunoassay panel blood salicylate	Laboratory
HC SNGL DRUG CLASS IMMUNOASSAY PNL URINE	Laboratory	1.0	243.0	243.0	single drug class immunoassay panel urine	Laboratory
HC SOD CHLOR 0.9% ADV BAG 100ML	Pharmacy	1.0	46.2	46.2	sodium chloride 0.9% advanced bag 100_ml	Diluent / Flush / Irrigant
HC SODIUM	Laboratory	1.0	48.0	48.0	sodium	Laboratory
HC SODIUM	Outpatient Services	1.0	250.0	250.0	sodium	Laboratory
HC SODIUM POC	Laboratory	1.0	285.0	285.0	sodium point_of_care	Monitoring
HC SODIUM SERUM/PLASMA/WHOLE BLD	Laboratory	1.0	49.5	49.5	sodium serum/plasma/whole blood	Laboratory
HC SOL IV 0.9% NACL 500ML LC LF	Pharmacy	1.0	76.65	76.65	solution intravenous 0.9% sodium_chloride 500_ml lc line_flush	Diluent / Flush / Irrigant
HC SPECTRAL DOPPLER ECHO LIMITED	Cardiology	1.0	251.0	251.0	spectral doppler echocardiogram limited	Cardiology
HC STANDARD BED CHARGE	Room & Board	1.0	1230.0	1230.0	standard bed charge	Capital Equipment
HC STIM HRT PACING POST IV INF	Cardiology	1.0	4923.0	4923.0	stimulation heart pacing post intravenous_infusion	Cardiology
HC SUPPLY CHARGE NICU	Implant/Supply	1.0	686.65	686.65	supply charge neonatal_intensive_care_unit	Supply
HC SUPPLY PER DIEM (NS 42)	Implant/Supply	1.0	142.0	142.0	supply per diem normal_saline 42	Supply
HC SUSCEPTIBILITY MIC PER PLATE	Laboratory	1.0	185.0	185.0	susceptibility minimal_inhibitory_concentration per plate	Laboratory
HC SW ALTERNATE MATTRESS REPLACEMENT PER DAY	Implant/Supply	1.0	135.375	135.375	sw alternate mattress replacement per day	Capital Equipment
HC SW EVOLUTION W ALT MATTRESS PER DAY	Implant/Supply	1.0	166.5	166.5	sw evolution with alternating mattress per day	Capital Equipment
HC SYPHILLIS TEST QUAL	Laboratory	1.0	49.0	49.0	syphillis test qualitative	Laboratory
HC T4 FREE	Laboratory	1.0	180.0	180.0	thyroxine free	Laboratory
HC T4 FREE 	Laboratory	1.0	180.0	180.0	thyroxine free	Laboratory
HC TCAT PRM OCCLUSION/EMBOLIZATION PRQ CNS	OR Services	1.0	7856.96	7856.96	transcatheter permanent occlusion/embolication percutaneous central_nervous_sysyem	Radiology
HC TCAT PRM OCCLUSION/EMBOliZATION PRQ CNS	OR Services	1.0	7680.71	7680.71	transcatheter permanent occlusion/embolication percutaneous central_nervous_sysyem	Radiology
HC TCAT THER EMBOLIZATION ANY METH RS&I	Radiology	1.0	2849.48	2849.48	transcatheter therapist embolication any method radiology_supervision_and_interpretation	Radiology
HC TCD STD ICRA ART EMBOLI DETCJ W/O IV MBUBB NJX	Other Diagnostic Services	1.0	617.4	617.4	transcranial standard intracranial arteries emoli detection without intravenous microbubble injection	Radiology
HC TELEMETRY MONITOR DAY	EKG/ECG/EEG	1.0	0.0	0.0	telemetry monitor day	Monitoring
HC TELEMETRY MONITOR DAY	Implant/Supply	1.0	251.0	251.0	telemetry monitor day	Monitoring
HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG	IV Therapy	2.0	514.76	278.48	therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug	Nursing Services
HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC	Emergency Room	1.0	136.0	136.0	therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug facility	Nursing Services
HC THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC	IV Therapy	1.0	278.48	278.48	therapist prophylactic/diagnostic injection each sequential intravenous push subsequent/drug facility	Nursing Services
HC THER PROPH/DX NJX IV PUSH SINGLE/1ST SBST/DRUG	IV Therapy	1.0	278.48	278.48	therapist prophylactic/diagnostic injection intravenous push single/1st subsequent/drug	Nursing Services
HC THERAPEUTIC ACTIVITIES OT	Other Imaging Services	4.0	348.0	87.0	therapeutic activities occupational_therapy	PT / OT / Speech Therapy
HC THERAPEUTIC ACTIVITIES OT	PT/OT/Speech	3.0	276.0	87.0	therapeutic activities occupational_therapy	PT / OT / Speech Therapy
HC THERAPEUTIC ACTIVITIES PT	PT/OT/Speech	2.0	188.0	87.0	therapeutic activities physical_therapy	PT / OT / Speech Therapy
HC THERAPEUTIC EXERCISE OT	PT/OT/Speech	2.0	166.0	85.0	therapeutic exercise occupational_therapy	PT / OT / Speech Therapy
HC THERAPY INF INITIAL 1ST HR	Emergency Room	1.0	434.0	434.0	therapy infusion initial 1st hour	Nursing Services
HC THROMBOLYSIS ARTERIAL INFUSION W/IMAGING INIT TX	OR Services	1.0	3335.02	3335.02	thrombolysis arterial infusion with imaging initial treatment	Radiology
HC THROMBOPLASTIN TIME (APTT)	Laboratory	1.0	103.0	103.0	thromboplastin time aptt	Laboratory
HC THROMBOPLASTIN TIME PARTIAL	Laboratory	1.0	64.0	64.0	thromboplastin time partial	Laboratory
HC THRPY ACTVTY DIRCT 15MIN	PT/OT/Speech	2.0	312.0	156.0	therapy activity direct 15_minutes	PT / OT / Speech Therapy
HC THRPY ACTVTY DIRCT 15MIN 	PT/OT/Speech	1.0	156.0	156.0	therapy activity direct 15_minutes	PT / OT / Speech Therapy
HC THYROID STIMULATING HORMONE	Laboratory	1.0	255.0	255.0	thyroid stimulating hormone	Laboratory
HC TOTAL CARE 500 BED (500LB WEIGHT LIMIT)	Implant/Supply	1.0	622.6	622.6	total care 500 bed 500lb weight limit	Capital Equipment
HC TRANSESOPHAGEAL ECHO ENDO	Cardiology	1.0	1551.0	1551.0	transesophageal_echocardiogram endo	Cardiology
HC TRANSFERASE; ALANINE AMINO (ALT) (SGP	Laboratory	1.0	43.0	43.0	transferase alanine amino an alanine aminotransferase test sgp	Laboratory
HC TRANSFERASE; ASPARTATE AMINO (AST) (S	Laboratory	1.0	43.0	43.0	transferase aspartate amino aspartate_aminotransferase_test sigma	Laboratory
HC TRANSFUSION BLD/BLD COMPONENTS	Blood	1.0	556.0	556.0	transfusion blood/blood components	Nursing Services
HC TRAY ANGIO SPECIAL	Implant/Supply	1.0	125.0	125.0	tray angiography special	Supply
HC TRAY PICC POWER TL	Implant/Supply	1.0	741.0	741.0	tray peripherally_inserted_central_catheter power tl	Supply
HC TROPONIN	Laboratory	1.0	155.0	155.0	troponin	Laboratory
HC TROPONIN I	Laboratory	1.0	173.99	173.99	troponin i	Laboratory
HC TROPONIN QUANT	Laboratory	1.0	242.0	242.0	troponin quantitative	Laboratory
HC TROPONIN-I	Laboratory	1.0	210.0	210.0	troponin i	Laboratory
HC TSH	Laboratory	1.0	201.0	201.0	thyroid-stimulating_hormone	Laboratory
HC TX SWALLOWING DYSFUNCTION	PT/OT/Speech	1.0	466.0	466.0	treatment swallowing dysfunction	PT / OT / Speech Therapy
HC URINALYSIS AUTO W MICRO	Laboratory	1.0	76.5	76.5	urinalysis automated with micro	Laboratory
HC URINALYSIS AUTO W MICRO	Organ Acquisition	1.0	76.5	76.5	urinalysis automated with micro	Laboratory
HC URINALYSIS AUTO WO MICRO	Laboratory	1.0	60.0	60.0	urinalysis automated without micro	Laboratory
HC URINALYSIS AUTOMATED WITH MICRO	Laboratory	1.0	50.0	50.0	urinalysis automated with microscopy	Laboratory
HC US DOP ECHO C FLOW	Cardiology	1.0	214.0	214.0	ultrasound doppler echocardiogram c flow	Radiology
