,cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1481,NACL 0.9% INJ 500ML,sodium_chloride 0.9% injection 500 ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Pharmacy,0.574844536425,0,Diluent / Flush / Irrigant,0.764471182304,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, DeepNN",0.894823727435
1482,NACL 0.9% INJ 500ML,sodium_chloride 0.9% injection 500 ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Pharmacy,0.609895941295,0,Diluent / Flush / Irrigant,0.66888507433,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, DeepNN",0.862961691443
1483,NACL 0.9% MINI BAG PLUS 100ML,sodium_chloride 0.9% mini bag plus 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.67,1,Diluent / Flush / Irrigant,0.934195517863,1,Diluent / Flush / Irrigant,0.999618854554,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873453593104
1484,NASAL CANNULA,nasal_cannula,Supply,Supply,0.79,1,Supply,0.54,1,Supply,0.580329889886,1,Supply,0.761374644889,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.667926133694
1485,NASAL CANNULA,nasal_cannula,Supply,Supply,0.79,1,Supply,0.54,1,Supply,0.926008596288,1,Supply,0.995656514515,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812916277701
1486,NATRIURETIC PEPTIDE,natriuretic peptide,Laboratory,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.610473966644,1,Laboratory,0.51486564236,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.671334902251
1487,NATRIURETIC PEPTIDE,natriuretic peptide,Laboratory,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.925209424042,1,Laboratory,0.965465185738,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.862668652445
1488,NATRIURETIC PEPTIDE,natriuretic peptide,Laboratory,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.48283526111,1,Pharmacy,0.88695506669,0,Laboratory,"Jaro, DLevenshtein, Logistic_OvR",0.680945087037
1489,NDL H IGH RANGE ACT 2 CHANNEL,needle high range act 2 channel,Supply,Supply,0.71,1,Supply,0.41,1,Supply,0.949799820091,1,Supply,0.991089342562,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.765222290663
1490,NDL HEPRN DOSE RESP 6 CHANNEL,needle heparin dose respiratory 6 channel,Pharmacy,Capital Equipment,0.7,0,Laboratory,0.38,0,Supply,0.944171235394,1,Supply,0.960604989198,1,Supply,"Logistic_OvR, DeepNN",0.476194056148
1491,NEEDLE BUTTERFLY 23G,needle butterfly 23_gm,Supply,Supply,1.0,1,Supply,1.0,1,Supply,0.96404975168,1,Supply,0.999825883291,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.990968908743
1492,NEEDLE PEDIATRIC AIR ASPIRATOR,needle pediatric air aspirator,Supply,Supply,0.72,1,Room and Board,0.48,0,Supply,0.954260411,1,Supply,0.999701864493,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.891320758498
1493,NEOSTIGMINE 1 MG/ML SOLN,neostigmine 1_mg/ml solution,Pharmacy,Pharmacy,0.9,1,Pharmacy,0.81,1,Pharmacy,0.968305547034,1,Pharmacy,0.950650191089,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.907238934531
1494,NEOSTIGMINE 1 MG/ML SOLN,neostigmine 1_mg/ml solution,Pharmacy,Pharmacy,0.9,1,Pharmacy,0.81,1,Pharmacy,0.961254975707,1,Pharmacy,0.909384363385,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.895159834773
1495,NEOSTIGMINE 10 MG/10ML SOLN,neostigmine 10_mg/10_ml solution,Pharmacy,Pharmacy,0.87,1,Pharmacy,0.71,1,Pharmacy,0.979434451141,1,Pharmacy,0.999233614388,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.889667016382
1496,NEOSTIGMINE 10 MG/10ML SOLN,neostigmine 10_mg/10_ml solution,Pharmacy,Pharmacy,0.87,1,Pharmacy,0.71,1,Pharmacy,0.979919623381,1,Pharmacy,0.998764562921,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.889671046575
1497,NEOSTIGMINE 5MG INJ,neostigmine 5_mg injection,Pharmacy,Pharmacy,0.95,1,Pharmacy,0.85,1,Pharmacy,0.974889914925,1,Pharmacy,0.998268123605,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943289509633
1498,NEWBORN INTENSIVE CARE L4,newborn intensive care level 4,Room and Board,Room and Board,0.83,1,Room and Board,0.64,1,Room and Board,0.861889931703,1,Room and Board,0.999942010597,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.832957985575
1499,NEWBORN LEVEL IV,newborn level iv,Room and Board,Room and Board,0.86,1,Room and Board,0.67,1,Room and Board,0.7962296707,1,Room and Board,0.985506118615,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827933947329
1500,NEWBORN METABOLIC SCREEN,newborn metabolic screen,Laboratory,Laboratory,0.95,1,Laboratory,0.85,1,Laboratory,0.957895360658,1,Laboratory,0.999843998408,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.939434839766
1501,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.862806053479,1,Plan Benefit,0.999846399786,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.965663113316
1502,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.858507760441,1,Plan Benefit,0.99971758517,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.964556336403
1503,NICOTINE PATCH 14MG,nicotine patch 14_mg,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.685377667526,1,Plan Benefit,0.994931501617,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880077292286
1504,NICOTINE PATCH 21 MG,nicotine patch 21_mg,Plan Benefit,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.685377667526,1,Plan Benefit,0.994931501617,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920077292286
1505,NICU MICROFUSION PUMP,neonatal_intensive_care_unit microfusion pump,Capital Equipment,Capital Equipment,0.75,1,Capital Equipment,0.63,1,Capital Equipment,0.692794322959,1,Capital Equipment,0.972160382519,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.761238676369
1506,NIFEDIPINE SUSP 5MG/ML PREPACK,nifedipine suspension 5_mg/ml prepack,Pharmacy,Pharmacy,0.76,1,Pharmacy,0.56,1,Pharmacy,0.960825587641,1,Pharmacy,0.987592931563,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.817104629801
1507,NIMODIPINE 30 MG CAPS,nimodipine 30 mg capsules,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.984990314284,1,Pharmacy,0.999551534628,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966135462228
1508,NITRIC OXIDE ADMIN PER,nitric oxide administration per,Plan Benefit,Plan Benefit,0.87,1,Plan Benefit,0.68,1,Plan Benefit,0.813716331177,1,Plan Benefit,0.999627327562,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.840835914685
1509,NITRIC OXIDE ADMIN PER,nitric oxide administration per,Plan Benefit,Plan Benefit,0.87,1,Plan Benefit,0.68,1,Plan Benefit,0.918306711886,1,Plan Benefit,0.999995870594,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.86707564562
1510,NITRIC OXIDE DAILY,nitric oxide daily,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.88092322878,1,Plan Benefit,0.999956774069,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.930220000712
1511,NITRIC OXIDE DAILY,nitric oxide daily,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.847149433701,1,Plan Benefit,0.999940105057,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.92177238469
1512,NITRICOXIDE,nitric oxide,Plan Benefit,Plan Benefit,0.95,1,Plan Benefit,0.85,1,Plan Benefit,0.815121501396,1,Plan Benefit,0.996904280938,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.903006445584
1513,NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML 200 MCG/ML SOLN 250 ML BOTTLE,nitroglycerin 5% dextrose 50_mg/250_ml 200 mcg ml solution 250_ml bottle,Pharmacy,Pharmacy,0.74,0,Pharmacy,0.44,0,Diluent / Flush / Irrigant,0.543762575223,1,Diluent / Flush / Irrigant,0.968599240985,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.378090454052
1514,NITROGLYCERIN IN D5W 200 5 MCG/ML % IV SOLN,nitroglycerin dextrose_5% water 200 5 mcg ml % intravenous solution,Pharmacy,Pharmacy,0.81,1,Pharmacy,0.63,1,Pharmacy,0.804248053688,1,Pharmacy,0.832879239562,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.769281823312
1515,NITROPRUSSIDE 25MG/ML VIAL,nitroprusside 25 mg ml vial,Pharmacy,Pharmacy,0.79,1,Pharmacy,0.63,1,Pharmacy,0.995501526961,1,Pharmacy,0.999945222801,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853861687441
1516,NJ TUBE PLACEMENT,nasojejunal tube placement,Procedure,Pharmacy,0.74,0,Laboratory,0.47,0,Radiology,0.604661329907,1,Radiology,0.693904950039,1,Radiology,"Logistic_OvR, DeepNN",0.324641569986
1517,NM CT ABDOMEN PELVIS W/ CONTRAST,nuclear computerized tomography abdomen pelvis contrast,Radiology,Radiology,0.83,1,Radiology,0.85,1,Radiology,0.941629675072,1,Radiology,0.999955521936,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905396299252
1518,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,Pharmacy,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.976745239621,1,Pharmacy,0.974605205854,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885337611369
1519,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,Pharmacy,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.973892445574,1,Pharmacy,0.948408220265,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87807516646
1520,NOREPINEPHRINE INJ 1MG/ML 4ML,norepinephrine injection 1 mg ml 4 ml,Pharmacy,Pharmacy,0.83,1,Pharmacy,0.65,1,Pharmacy,0.992546048741,1,Pharmacy,0.999636099357,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868045537024
1521,NORM SALIN 1000ML IV,normal_saline 1000_ml intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.714710172418,1,Diluent / Flush / Irrigant,0.985627186904,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.850084339831
1522,NORMAL SALINE 10ML FLU,normal saline 10_ml flush,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.79,1,Diluent / Flush / Irrigant,0.939818911331,1,Diluent / Flush / Irrigant,0.999972456783,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.914947842029
1523,NORMAL SALINE 10ML FLU,normal saline 10_ml flush,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.79,1,Diluent / Flush / Irrigant,0.93445236563,1,Diluent / Flush / Irrigant,0.999959198542,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913602891043
1524,NORMAL SALINE 10ML VL NACL0,normal saline 10_ml vial sodium chloride,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.835572556096,1,Diluent / Flush / Irrigant,0.999725283178,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.958824459818
1525,NORMAL SALINE 3ML FLUS,normal saline 3_ml flush,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.68,1,Diluent / Flush / Irrigant,0.854784911628,1,Diluent / Flush / Irrigant,0.998690316402,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.850868807007
1526,NORMAL SALINE FLUSH 10ML,normal saline flush 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.857010232781,1,Diluent / Flush / Irrigant,0.999954720429,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.856741238302
1527,NORMAL SALINE FLUSH 10ML,normal saline flush 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.934452364503,1,Diluent / Flush / Irrigant,0.999959198538,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87610289076
1528,NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.74,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.544776145379,1,Diluent / Flush / Irrigant,0.945792924925,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.670142267576
1529,NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.74,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.498059228895,1,Diluent / Flush / Irrigant,0.9090587364,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.649279491324
1530,NS 100ML INJ,normal_saline 100_ml injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.756652648431,1,Diluent / Flush / Irrigant,0.990366569819,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904254804562
1531,NS 50 ML,normal_saline 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.852351731404,1,Diluent / Flush / Irrigant,0.998005472261,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.962589300916
1532,NS 50 ML,normal_saline 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.778030382969,1,Diluent / Flush / Irrigant,0.975273302211,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.938325921295
1533,NS 50ML ADD A,normal_saline 50_ml additional,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.829068529366,1,Diluent / Flush / Irrigant,0.979798893095,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952216855615
1534,NS 50ML IV,normal_saline 50_ml intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.744468629341,1,Diluent / Flush / Irrigant,0.981048096869,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.848879181552
1535,NS FLUSH 0.9% SOLN,normal_saline flush 0.9% solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.72,1,Diluent / Flush / Irrigant,0.6,1,Diluent / Flush / Irrigant,0.918256797874,1,Diluent / Flush / Irrigant,0.999609796084,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.80946664849
1536,NS FLUSH 10ML IJ,normal_saline flush 10_ml injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.75,1,Pharmacy,0.57,0,Diluent / Flush / Irrigant,0.928619762894,1,Diluent / Flush / Irrigant,0.999919866194,1,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.892846543029
1537,NS FLUSH 10ML SYR,normal_saline flush 10_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.912950279879,1,Diluent / Flush / Irrigant,0.999842887835,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.768198291928
1538,NS IRR 1L,normal_saline irrigation 1l,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.43,1,Diluent / Flush / Irrigant,0.773760078542,1,Diluent / Flush / Irrigant,0.999423858718,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.740795984315
1539,NURSERY/LEVEL IV,nursery level intravenous,Room and Board,Room and Board,0.82,1,Room and Board,0.67,1,Room and Board,0.829695685723,1,Room and Board,0.965220438537,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.821229031065
1540,NUTRIENT INTAKE ANALYSIS. LTD,nutrient intake analysis limited,Education / Training,Education / Training,0.99,1,Education / Training,0.96,1,Education / Training,0.573409390537,1,Education / Training,0.995328576113,1,Education / Training,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879684491663
1541,NUTRITION CONSULT PER 15 MIN,nutrition consult per 15_minutes,PT / OT / Speech Therapy,Education / Training,0.97,1,Education / Training,0.92,1,Education / Training,0.583793498143,1,Education / Training,0.981894395245,1,Education / Training,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.863921973347
1542,NYSTATIN SUSP 100 000U/ML 60ML,nystatin suspension 100 000 units ml 60 ml,Pharmacy,Pharmacy,0.79,1,Pharmacy,0.62,1,Pharmacy,0.952718151119,1,Pharmacy,0.910808474949,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.818381656517
1543,NYSTATIN TOP POWDER 100MU/G 15GM,nystatin topical powder 100mu/g 15 gm,Pharmacy,Pharmacy,0.79,1,Pharmacy,0.68,1,Pharmacy,0.953681960324,1,Pharmacy,0.999605245974,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.855821801574
1544,O2,oxygen,Respiratory Therapy,Respiratory Therapy,0.76,1,Respiratory Therapy,0.29,1,Respiratory Therapy,0.553392089868,1,Respiratory Therapy,0.441316147192,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.511177059265
1545,O2 PER DAY,oxygen per day,Respiratory Therapy,Respiratory Therapy,0.78,1,Respiratory Therapy,0.6,1,Respiratory Therapy,0.89594791783,1,Respiratory Therapy,0.969754627125,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.811425636239
1546,O2 SATURATION DIRECT,oxygen saturation direct,Monitoring,Monitoring,0.9,1,Monitoring,0.69,1,Monitoring,0.492940848505,1,Monitoring,0.833473816319,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.729103666206
1547,OCCULT BLOOD DIAGNOSTIC,occult blood diagnostic,Laboratory,Monitoring,0.74,0,Laboratory,0.52,1,Laboratory,0.886662452996,1,Laboratory,0.995527112877,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.800729855291
1548,OCCUPATIONAL THERAPY EV,occupational_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.91,1,PT / OT / Speech Therapy,0.936124192967,1,PT / OT / Speech Therapy,0.999961927796,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954021530191
1549,OCCUPATIONAL THERAPY EV,occupational_therapy evaluation,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.97,1,PT / OT / Speech Therapy,0.91,1,PT / OT / Speech Therapy,0.908247765965,1,PT / OT / Speech Therapy,0.998594378045,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946710536003
1550,OCCUPATIONAL THERAPY EVAL TIER I,occupational_therapy evaluation tier,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.82,1,PT / OT / Speech Therapy,0.940897517791,1,PT / OT / Speech Therapy,0.999928349858,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.925206466912
1551,OMEPRAZOLE 2 MG/ML SUSP 2.5 ML SYRINGE,omeprazole 2_mg/ml suspension 2.5_ml syringe,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.94,1,Pharmacy,0.98761253978,1,Pharmacy,0.999834341675,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.976861720364
1552,ONC FISH + CULTURE DIRECT CELL CULTURE,oncology fish culture direct cell culture,Laboratory,Laboratory,0.77,1,Laboratory,0.68,1,Laboratory,0.979169086545,1,Laboratory,0.999972776765,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.857285465827
1553,ONC FISH + CULTURE FISH PROBE,oncology fish culture fish probe,Laboratory,Laboratory,0.99,1,Laboratory,0.92,1,Laboratory,0.955355918284,1,Laboratory,0.999930589574,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966321626965
1554,ONDANSETRON 1 MG INJ,ondansetron 1_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.973151928537,1,Pharmacy,0.999471666992,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.993155898882
1555,ONDANSETRON 1 MG INJ,ondansetron 1_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.974709784636,1,Pharmacy,0.999309272422,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.993504764265
1556,ONDANSETRON 4 MG VL,ondansetron 4_mg vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.83,1,Pharmacy,0.98090358788,1,Pharmacy,0.999816267126,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.932679963752
1557,ONDANSETRON 4 MG VL,ondansetron 4_mg vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.83,1,Pharmacy,0.978484069734,1,Pharmacy,0.999770034188,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93206352598
1558,ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL,ondansetron 4_mg/2_ml solution 2_ml vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.76,1,Pharmacy,0.988674623804,1,Pharmacy,0.999968373497,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917160749325
1559,ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL,ondansetron 4_mg/2_ml solution 2_ml vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.76,1,Pharmacy,0.969773041443,1,Pharmacy,0.999568574884,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912335404082
1560,ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL,ondansetron 4_mg/2_ml solution 2_ml vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.76,1,Pharmacy,0.989849978973,1,Pharmacy,0.999959208352,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917452296831
1561,ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL,ondansetron 4_mg/2_ml solution 2_ml vial,Pharmacy,Pharmacy,0.92,1,Pharmacy,0.76,1,Pharmacy,0.989724752223,1,Pharmacy,0.99998128707,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917426509823
1562,ONDANSETRON INJ 2MG/ML 2ML,ondansetron injection 2 mg ml 2 ml,Pharmacy,Pharmacy,0.89,1,Pharmacy,0.74,1,Pharmacy,0.991941693787,1,Pharmacy,0.999826442834,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905442034155
1563,OP THER/PROPH/DIAG INJ IV PUSH,outpatient therapeutic prophylactic diagnostic injection intravenous push,Nursing Services,Laboratory,0.69,0,Nursing Services,0.42,1,Nursing Services,0.876139865062,1,Nursing Services,0.971271682637,1,Nursing Services,"DLevenshtein, Logistic_OvR, DeepNN",0.755803849233
1564,OPHTHALMIC LUBRICANT OINT 3.5GM,ophthalmic lubricant ointment 3.5 gm,Supply,Laboratory,0.72,0,Supply,0.43,1,Supply,0.672745020874,1,Supply,0.989085456308,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.697276825727
1565,OPHTHALMIC LUBRICANT OINT 3.5GM,ophthalmic lubricant ointment 3.5 gm,Supply,Laboratory,0.72,0,Supply,0.43,1,Pharmacy,0.602483432301,0,Supply,0.671604744722,1,Supply,"DLevenshtein, DeepNN",0.275401186181
1566,OPTIRAY CONTRAST 100ML,optiray contrast 100 ml,Pharmacy,Laboratory,0.72,0,Radiology,0.45,0,Pharmacy,0.937308494767,1,Pharmacy,0.915105132349,1,Pharmacy,"Logistic_OvR, DeepNN",0.463103406779
1567,OPTIRAY CONTRAST 50ML,optiray contrast 50 ml,Pharmacy,Laboratory,0.73,0,Radiology,0.47,0,Pharmacy,0.977707253374,1,Pharmacy,0.996562070165,1,Pharmacy,"Logistic_OvR, DeepNN",0.493567330885
