,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1428,INSULIN DETEMIR 100 UNIT/ML SOLN,insulin detemir 100_units/ml solution,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.979627194545,1,Pharmacy,0.999663411767,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954822651578
1429,INSULIN DETEMIR 100 UNIT/ML SOLN,insulin detemir 100_units/ml solution,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.979627194545,1,Pharmacy,0.999663411767,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954822651578
1430,INSULIN DETEMIR 100 UNIT/ML SOLN,insulin detemir 100_units/ml solution,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.979627194545,1,Pharmacy,0.999663411767,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954822651578
1431,INSULIN DETERMIR 100 UNITS/ML.,insulin detemir 100 units ml,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.99,1,Pharmacy,0.96,1,Pharmacy,0.987752527767,1,Pharmacy,0.999948063664,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.984425147858
1432,INSULIN GLARGINE 100 UNIT/ML SC SOPN,insulin glargine 100 units ml subcutaneous sopn,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,0.987046553814,1,Pharmacy,0.999953690861,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.939250061169
1433,INSULIN HUMAN REG 5 UNITS,insulin human regular 5_units,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.948951974388,1,Pharmacy,0.999762453178,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.932178606891
1434,INSULIN HUMAN REG/HUMULIN 100U,insulin human regular humulin 100u,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.958753013931,1,Pharmacy,0.999165899709,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90447972841
1435,INSULIN LISPRO HUMAN 100 UNIT/ML SC SOPN,insulin lispro human 100 units ml subcutaneous sopn,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.989119484159,1,Pharmacy,0.999972087202,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94227289284
1436,INSULIN REGULAR 100 UNIT,insulin regular 100_units,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,0.913173326605,1,Pharmacy,0.999497575343,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920667725487
1437,INSULIN REGULAR 100 UNIT,insulin regular 100_units,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,0.913173326605,1,Pharmacy,0.999497575343,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920667725487
1438,INSULIN REGULAR 100 UNIT,insulin regular 100_units,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,0.913173326605,1,Pharmacy,0.999497575343,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920667725487
1439,INSULIN REGULAR 100 UNIT,insulin regular 100_units,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,0.913173326605,1,Pharmacy,0.999497575343,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920667725487
1440,INSULIN REGULAR 100UN/ML INJ 3,insulin regular 100_units/ml injection 3,"(300, 650]",Pharmacy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.979564014212,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917391003553
1441,INSULIN REGULAR 100UN/ML INJ 3,insulin regular 100_units/ml injection 3,"(300, 650]",Pharmacy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.979564014212,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917391003553
1442,INTENSIVE CARE,intensive care,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.79,1,Room and Board,0.81,1,Room and Board,0.92,1,Room and Board,0.998608196533,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879652049133
1443,INTENSIVE CARE,intensive care,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.79,1,Room and Board,0.81,1,Room and Board,0.92,1,Room and Board,0.998608196533,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879652049133
1444,INTENSIVE CARE,intensive care,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.79,1,Room and Board,0.81,1,Room and Board,0.92,1,Room and Board,0.998608196533,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879652049133
1445,INTENSIVE CARE,intensive care,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.79,1,Room and Board,0.81,1,Room and Board,0.92,1,Room and Board,0.998608196533,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879652049133
1446,INTENSIVE CARE,intensive care,"(2500, 9000]",Room and Board,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Room and Board,0.79,1,Room and Board,0.81,1,Room and Board,0.92,1,Room and Board,0.998608196533,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879652049133
1447,INTERVENTN BRUSHING/WASHING,intervention brushing washing,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.71,0,Supply,0.42,1,Supply,0.96,1,Nursing Services,0.392829288576,0,Supply,"DLevenshtein, Logistic_OvR",0.345
1448,INTROD LONG GI TUBE,introducer long gastrointestinal tube,"(300, 650]",Procedure,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.75,0,Supply,0.44,1,Supply,0.91094557085,1,Supply,0.984769522118,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.778571697656
1449,INTRODUCER 61CM PERITONEAL SHE,introducer 61cm peritoneal,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.98,1,Supply,0.93,1,Supply,0.96,1,Supply,0.887024879127,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.939256219782
1450,INTRODUCER CATH PTFE OD7FR VAS,introducer catheter ptfe od7fr vascular,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.9,1,Supply,0.96,1,Supply,0.967886387421,1,Supply,0.999727748777,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95690353405
1451,INTRODUCER CATH ULTIMUM L8.5CM,introducer catheter ultimum l8.5cm,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.77,1,Supply,0.81,1,Supply,0.958375920461,1,Supply,0.999485111692,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.884465258038
1452,INTRODUCER DENNY,introducer denny,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.76,1,Supply,0.81,1,Supply,0.917509708548,1,Supply,0.99672039476,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.871057525827
1453,INTRODUCER PICC 18 GA SAFETY,introducer peripherally_inserted_central_catheter 18 gauge safety,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.88,1,Supply,0.96,1,Supply,0.96,1,Supply,0.960760595395,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940190148849
1454,INTRODUCER PICC FIRST BD 3 FR,introducer peripherally inserted central catheter first bd 3 fr,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,1.0,1,Supply,1.0,1,Supply,0.96,1,Supply,0.582698593151,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885674648288
1455,INTRODUCER SET CHECK FLO 4F 02,introducer set check flo 4 2,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.95,1,Supply,0.96,1,Supply,0.974888315935,1,Supply,0.999968908162,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.971214306024
1456,INTRODUCER SET CHECK FLO TF TIP,introducer set check flo tf tip,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.96,1,Supply,0.92,1,Supply,0.97472106844,1,Supply,0.999994345065,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963678853376
1457,INTRODUCER SHEATH,introducer sheath,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.89,1,Supply,0.88,1,Supply,0.919856416908,1,Supply,0.99910912858,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922241386372
1458,INTRODUCER SHEATH,introducer sheath,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.89,1,Supply,0.88,1,Supply,0.919856416908,1,Supply,0.99910912858,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922241386372
1459,INTRODUCER SHEATH,introducer sheath,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.89,1,Supply,0.88,1,Supply,0.919856416908,1,Supply,0.99910912858,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922241386372
1460,INTRODUCER SHEATH SET CHECK FL,introducer sheath set check flow,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.91,1,Supply,0.93,1,Supply,0.945848483332,1,Supply,0.999432505786,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.94632024728
1461,INTUBATION ENDO EMERG,intubation endo emergency,"(650, 1000]",Respiratory Therapy,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Respiratory Therapy,0.85,1,Respiratory Therapy,0.88,1,Respiratory Therapy,0.92,1,Respiratory Therapy,0.999266016753,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912316504188
1462,INTUBATION ENDO EMERG,intubation endo emergency,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.85,1,Respiratory Therapy,0.88,1,Respiratory Therapy,0.92,1,Respiratory Therapy,0.999266016753,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912316504188
1463,INTUBATION ENDO EMERG,intubation endo emergency,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.85,1,Respiratory Therapy,0.88,1,Respiratory Therapy,0.92,1,Respiratory Therapy,0.999266016753,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912316504188
1464,INTUBATION ENDO EMERG,intubation endo emergency,"(1000, 2500]",Respiratory Therapy,Radiology,Supply,461.0,21.0412147505,13.6659436009,Respiratory Therapy,0.85,1,Respiratory Therapy,0.88,1,Respiratory Therapy,0.92,1,Respiratory Therapy,0.999266016753,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912316504188
1465,INTUBATION STYLET 14FR,intubation stylet 14_french,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Respiratory Therapy,0.85,1,Respiratory Therapy,0.81,1,Supply,0.536425091058,0,Respiratory Therapy,0.951564341513,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.870521447171
1466,INTUBATION STYLET 14FR,intubation stylet 14_french,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Respiratory Therapy,0.85,1,Respiratory Therapy,0.81,1,Supply,0.536425091058,0,Respiratory Therapy,0.951564341513,1,Respiratory Therapy,"Jaro, DLevenshtein, DeepNN",0.870521447171
1467,IODIXANOL 320 MG/ML IV SOLN,iodixanol 320 mg ml intravenous solution,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.97,1,Pharmacy,0.91,1,Pharmacy,0.963684056911,1,Pharmacy,0.999310578361,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960748658818
1468,IODIXANOL 320 MG/ML SOLN,iodixanol 320_mg/ml solution,"(300, 650]",Pharmacy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,0.925991725596,1,Pharmacy,0.997096142884,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95577196712
1469,IODIXANOL 320 MG/ML SOLN,iodixanol 320_mg/ml solution,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,0.925991725596,1,Pharmacy,0.997096142884,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95577196712
1470,IODIXANOL 320 MG/ML SOLN,iodixanol 320_mg/ml solution,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,0.925991725596,1,Pharmacy,0.997096142884,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95577196712
1471,IOHEXOL 240 MG/ML SOLN 0407 1412 30,iohexol 240 mg ml solution 0407 1412 30,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.973569321392,1,Pharmacy,0.999387445617,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.938239191752
1472,ION CA DIALYSIS,ionized calcium dialysis,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.78,1,Laboratory,0.81,1,Laboratory,0.96,1,Laboratory,0.999923621915,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.887480905479
1473,IPPB INITTAL,intermittent_positive_pressure_breathing initial,"(100, 300]",Respiratory Therapy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Respiratory Therapy,0.79,1,Respiratory Therapy,0.88,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.994636757924,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906159189481
1474,IPRATROPIUM 0.5 MG /2.5,ipratropium 0.5_mg/2.5,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.95280606458,1,Pharmacy,0.979388621351,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940548671483
1475,IPRATROPIUM 0.5 MG /2.5,ipratropium 0.5_mg/2.5,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.95280606458,1,Pharmacy,0.979388621351,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940548671483
1476,IPRATROPIUM 0.5 MG /2.5,ipratropium 0.5_mg/2.5,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,0.95280606458,1,Pharmacy,0.979388621351,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940548671483
1477,IRON,iron,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.96,1,Laboratory,0.998086533992,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812021633498
1478,IRON,iron,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.96,1,Laboratory,0.998086533992,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812021633498
1479,IRON,iron,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.96,1,Laboratory,0.998086533992,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812021633498
1480,IRON,iron,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.96,1,Laboratory,0.998086533992,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812021633498
1481,IRON ,iron,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.85,1,Laboratory,0.44,1,Laboratory,0.96,1,Laboratory,0.998086533992,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812021633498
1482,IRON BLOOD,iron blood,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999405372476,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989851343119
1483,IRON BLOOD,iron blood,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999405372476,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989851343119
1484,IRRADIATION PROCESS,irradiation process,"(100, 300]",Blood Products,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Blood Products,0.95,1,Blood Products,0.96,1,Laboratory,0.92,0,Laboratory,0.981142710345,0,Blood Products,"Jaro, DLevenshtein",0.4775
1485,ISLET CELL ANTIBODY,islet cell antibody,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.72,1,Laboratory,0.81,1,Laboratory,0.940756627488,1,Laboratory,0.981420621646,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.863044312283
1486,ISLET CELL ANTIBODY,islet cell antibody,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.72,1,Laboratory,0.81,1,Laboratory,0.940756627488,1,Laboratory,0.981420621646,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.863044312283
1487,ISO HEMAGLUTININ TITER,iso hemagglutinin titer,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.93,1,Laboratory,0.96,1,Laboratory,0.96,1,Laboratory,0.997715941929,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961928985482
1488,ISOFLURANE PER HOUR,isoflurane per hour,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Pharmacy,0.85,1,Pharmacy,0.96,1,Respiratory Therapy,0.422225518094,0,Plan Benefit,0.718891923309,0,Pharmacy,"Jaro, DLevenshtein",0.4525
1489,ISOPROTERENOL 0.2MG/ML AMP,isoproterenol 0.2 mg ml ampule,"(9000, 187611]",Pharmacy,Implant,Room and Board,66.0,24.2424242424,21.2121212121,Pharmacy,0.76,1,Pharmacy,0.81,1,Pharmacy,0.987889088052,1,Pharmacy,0.999541622705,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.889357677689
1490,ISOSORBIDE DINITRATE 10,isosorbide dinitrate 10,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.7,1,Pharmacy,0.38,1,Pharmacy,0.76,1,Laboratory,0.781976856263,0,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.613333333333
1491,ISOSORBIDE DINITRATE 10,isosorbide dinitrate 10,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.7,1,Pharmacy,0.38,1,Pharmacy,0.76,1,Laboratory,0.781976856263,0,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.613333333333
1492,ISOSORBIDE DINITRATE 20,isosorbide dinitrate 20,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.69,1,Pharmacy,0.38,1,Pharmacy,0.92,1,Pharmacy,0.865604922024,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.713901230506
1493,ISOSORBIDE DINITRATE 20,isosorbide dinitrate 20,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.69,1,Pharmacy,0.38,1,Pharmacy,0.92,1,Pharmacy,0.865604922024,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.713901230506
1494,ISRADIPINE 2.5MG PO CAPS,isradipine 2.5 mg by_mouth capsule,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.989421025047,1,Pharmacy,0.999834863059,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929813972026
1495,IV COMBINED SUPPLIES,intravenous combined supplies,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.74,1,Supply,0.88,1,Supply,0.96,1,Supply,0.981752303039,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.89043807576
1496,IV COMBINED SUPPLIES,intravenous combined supplies,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.74,1,Supply,0.88,1,Supply,0.96,1,Supply,0.981752303039,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.89043807576
1497,IV COMBINED SUPPLIES,intravenous combined supplies,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.74,1,Supply,0.88,1,Supply,0.96,1,Supply,0.981752303039,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.89043807576
1498,IV D5W 100 ML,intravenous dextrose_5%_in_water 100_ml,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.913945856297,1,Diluent / Flush / Irrigant,0.988388004136,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.933083465108
1499,IV DEX 05% LAC RIN 1000CC,intravenous dextrose 05% lactated_ringers 1000_cc,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.77,0,Diluent / Flush / Irrigant,0.81,0,Pharmacy,0.92,1,Pharmacy,0.978768681534,1,Pharmacy,"Logistic_OvR, DeepNN",0.474692170384
1500,IV DEX 05% NACL .45% 1000,intravenous dextrose 05% sodium_chloride 0.45% 1000,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.92,1,Pharmacy,0.959721595635,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.902430398909
1501,IV HYDRAT EA ADD HR,intravenous hydration additional hour,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Nursing Services,0.77,1,Nursing Services,0.81,1,Nursing Services,0.76,1,Nursing Services,0.995869281132,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.833967320283
1502,IV HYDRAT EA ADD HR,intravenous hydration additional hour,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Nursing Services,0.77,1,Nursing Services,0.81,1,Nursing Services,0.76,1,Nursing Services,0.995869281132,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.833967320283
1503,IV HYDRAT EA ADD HR,intravenous hydration additional hour,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Nursing Services,0.77,1,Nursing Services,0.81,1,Nursing Services,0.76,1,Nursing Services,0.995869281132,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.833967320283
1504,IV INF THER ADD HR,intravenous_infusion therapy additional hour,"(100, 300]",Nursing Services,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Nursing Services,0.85,1,Nursing Services,0.88,1,Nursing Services,0.96,1,Nursing Services,0.999074198252,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922268549563
1505,IV INF THER ADD SEQ 1ST HR,intravenous_infusion therapy additional sequence 1st hour,"(300, 650]",Nursing Services,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Nursing Services,0.85,1,Nursing Services,0.93,1,Nursing Services,0.92,1,Nursing Services,0.999700055537,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924925013884
1506,IV INFUSION INITIAL WITH MED 1 ST HR ED,intravenous_infusion initial medication 1 st hour emergency_department,"(300, 650]",Nursing Services,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Nursing Services,0.77,1,Nursing Services,0.45,1,Nursing Services,0.586015134712,1,Nursing Services,0.989239090601,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.698813556328
