descrip	rev_code	proc_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
HB CLINDAMYCIN 300MG CAPSULE	250.0	01454784	2.0	34.68	17.34	clindamycin 300 mg capsule	Pharmacy
HB CLINDAMYCIN 300MG CAPSULE	250.0	None	1.0	17.96	17.96	clindamycin 300 mg capsule	Pharmacy
HB CLINDAMYCIN PALMITATE 75MG/5ML	251.0	01482397	8.0	23.0	2.875	clindamycin palmitate 75 mg/5 ml	Pharmacy
HB CLINDAMYCIN PALMITATE 75MG/5ML	251.0	None	8.0	23.0	2.92333333333	clindamycin palmitate 75 mg/5 ml	Pharmacy
HB CLINDAMYCIN PHOSPHATE 900 MG/6ML IJ SOLN	251.0	None	1.0	5.84	5.84	clindamycin phosphate 900 mg/6 ml injection solution	Pharmacy
HB CLONAZEPAM 0.5MG TAB BULK	250.0	None	1.0	3.95	3.95	clonazepam 0.5 mg tablet bulk	Pharmacy
HB CLONAZEPAM 0.5MG TAB BULK	350.0	None	1.0	3.495	3.495	clonazepam 0.5 mg tablet bulk	Pharmacy
HB CLONAZEPAM 1MG TABLET	250.0	None	1.0	2.26	2.26	clonazepam 1 mg tablet	Pharmacy
HB CLONAZEPAM 2 MG PO TABS	251.0	01472851	1.0	4.02	4.02	clonazepam 2 mg by_mouth tablets	Pharmacy
HB CLONAZEPAM POWD	251.0	None	1.0	1.27	1.27	clonazepam powder	Pharmacy
HB CLONIDINE 100MCG/ML INJ	251.0	01482395	1.0	24.99	24.99	clonidine 100 mcg/ml injection	Pharmacy
HB CLONIDINE 100MCG/ML INJ	251.0	None	1.0	60.63	60.63	clonidine 100 mcg/ml injection	Pharmacy
HB CLONIDINE/CATAPRES 0.1MG TAB B	251.0	01434414	1.0	2.4	2.4	clonidine/catapres 0.1 mg tablet b	Pharmacy
HB CLONIDINE/CATAPRES 0.1MG TAB B	251.0	None	1.0	1.81	1.81	clonidine/catapres 0.1 mg tablet b	Pharmacy
HB CLONIDINE/CATAPRES 0.2MG TAB B	250.0	None	1.0	2.92	2.92	clonidine/catapres 0.2 mg tablet b	Pharmacy
HB CLOTH 2% CHLORHEXIDINE GLUCONA	270.0	11504852	2.0	24.0	12.0	cloth 2% chlorhexidine gluconate	Pharmacy
HB CLOTH 2% CHLORHEXIDINE GLUCONA	270.0	None	2.0	24.0	12.0	cloth 2% chlorhexidine gluconate	Pharmacy
HB CLOTRIMAZOLE 10 MG MT TROC	250.0	None	1.0	7.66	7.66	clotrimazole 10 mg mt troc	Pharmacy
HB CMV IGM	300.0	86645	1.0	74.61	74.61	cytomegalovirus immunoglobulin m	Pharmacy
HB CMV IGM	300.0	None	1.0	80.43	80.43	cytomegalovirus immunoglobulin m	Pharmacy
HB CMV IGM	302.0	06201123	1.0	247.22	247.22	cytomegalovirus immunoglobulin m	Pharmacy
HB CMV IGM	302.0	None	1.0	247.22	247.22	cytomegalovirus immunoglobulin m	Pharmacy
HB CNSLT SURGERY W/ FRZN SECT	300.0	03910018	2.0	271.86	135.93	consult surgery with frozen section	Laboratory
HB CNSLT SURGERY W/ FRZN SECT	300.0	None	1.0	140.27	140.27	consult surgery with frozen section	Laboratory
HB CNSLT SURGERY W/FRZN SECT	300.0	None	1.0	140.27	140.27	consult surgery with frozen section	Laboratory
HB COLACE CLEAR 50 MG SOFTGEL	252.0	01484796	1.0	2.55	2.55	colace clear 50 mg softgel	Pharmacy
HB COLACE CLEAR 50 MG SOFTGEL	252.0	None	1.0	0.29	0.29	colace clear 50 mg softgel	Pharmacy
HB COLACE LIQUID 10MG/ML 30ML	250.0	01431394	1.5	2.39	1.8	colace liquid 10 mg/ml 30 ml	Pharmacy
HB COLACE LIQUID 10MG/ML 30ML	250.0	None	3.0	0.045	0.015	colace liquid 10 mg/ml 30 ml	Pharmacy
HB COLACE LIQUID 10MG/ML 3OML	250.0	None	1.0	2.41	2.41	colace liquid 10 mg/ml 30ml	Pharmacy
HB COLLOIDAL OATMEAL BATH EX PACK	252.0	01481328	1.0	4.28	4.28	colloidal oatmeal bath ex pack	Supply
HB COLLOIDAL OATMEAL BATH EX PACK	252.0	None	1.0	0.68	0.68	colloidal oatmeal bath ex pack	Supply
HB COLOR FLOW DOPPLER	460.0	None	1.0	1050.78	1050.78	color flow doppler	Cardiology
HB COLOR FLOW DOPPLER	480.0	02112498	1.0	985.72	985.72	color flow doppler	Cardiology
HB COLOR FLOW DOPPLER	480.0	None	1.0	1050.78	1050.78	color flow doppler	Cardiology
HB COMP METABOLIC PANEL	300.0	62051552	1.0	34.32	34.32	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	300.0	8 0 053	1.0	40.15	40.15	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	300.0	8 0053	1.0	40.15	40.15	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	300.0	80053	1.0	34.32	34.32	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	300.0	None	1.0	40.15	40.15	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	301.0	80053	1.0	40.15	40.15	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	301.0	80053 (CPT®)	1.0	248.0	248.0	component metabolic panel	Laboratory
HB COMP METABOLIC PANEL	301.0	None	1.0	248.0	248.0	component metabolic panel	Laboratory
HB COMPREHENSIVE EMERGENCY ROOM VISIT	450.0	00299285	1.0	1078.0	1078.0	comprehensive emergency_room visit	Other
HB COMPREHENSIVE EMERGENCY ROOM VISIT	450.0	None	1.0	1078.0	1078.0	comprehensive emergency_room visit	Other
HB COMPREHENSIVE EMERGENY ROOM VISIT	450.0	None	1.0	1078.0	1078.0	comprehensive emergency_room visit	Other
HB COMPREHENSIVE METABOLIC PANEL	300.0	01024587	1.0	204.99	204.99	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	300.0	None	1.0	194.43	194.43	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	301.0	3100145	1.0	75.6	75.6	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	301.0	3100146	1.0	75.6	75.6	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	301.0	80053	1.0	75.6	75.6	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	301.0	91275	1.0	75.6	75.6	comprehensive metabolic panel	Laboratory
HB COMPREHENSIVE METABOLIC PANEL	301.0	None	1.0	75.6	75.6	comprehensive metabolic panel	Laboratory
HB COMPRESSION PUMP	270.0	03650060	1.0	26.61	26.61	compression pump	Capital Equipment
HB COMPRESSION PUMP	270.0	None	1.0	26.61	26.61	compression pump	Capital Equipment
HB CONN CODM STR TYPE A	278.0	11504488	1.0	161.0	161.0	connector codm str type a	Supply
HB CONN CODM STR TYPE A	278.0	None	1.0	161.0	161.0	connector codm str type a	Supply
HB CONNECTOR FEEDING TUBE ENTERAL	270.0	None	1.0	55.0	55.0	connector feeding tube enteral	Supply
HB CONNECTOR LUERLOCK 1.5MM DIAME	270.0	11505189	1.0	245.0	245.0	connector luerlock 1.5mm diameter	Supply
HB CONNECTOR LUERLOCK 1.5MM DIAME	270.0	None	1.0	245.0	245.0	connector luerlock 1.5mm diameter	Supply
HB CONNECTOR PRFSN L1/4INXW1/4IN	270.0	None	1.0	23.0	23.0	connector prfsn length 1/4 inches x width 1/4 inches	Supply
HB CONNECTOR PRFSN OD3/16X1/4IN R	270.0	None	1.0	23.0	23.0	connector perfusion od3/16x1/4 inches r	Supply
HB CONNECTOR TBG 9.5FR SWVL LL SG	270.0	None	1.0	69.0	69.0	connector tubing 9.5fr swivel leur lock sg	Supply
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN	250.0	01484597	1.0	20.37	20.37	copper 100 mcg/ml dilution in sw for total_parenteral_nutrition	Pharmacy
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN	250.0	1484597	1.0	20.25	20.25	copper 100 mcg/ml dilution in sw for total_parenteral_nutrition	Pharmacy
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN	250.0	None	1.0	20.41	20.3	copper 100 mcg/ml dilution in sw for total_parenteral_nutrition	Pharmacy
HB CORTISOL	300.0	10800027	1.0	160.06	160.06	cortisol	Laboratory
HB CORTISOL	300.0	62301106	1.0	66.57	66.57	cortisol	Laboratory
HB CORTISOL	300.0	82533	1.0	77.84	77.84	cortisol	Laboratory
HB CORTISOL	300.0	None	1.0	77.84	77.84	cortisol	Laboratory
HB CORTISOL	301.0	82533.0	1.0	77.84	77.84	cortisol	Laboratory
HB CORTISOL	301.0	None	1.0	185.0	185.0	cortisol	Laboratory
HB COSYNTROPIN 0.2 5MG VL ORGANO	250.0	None	1.0	69.79	69.79	cosyntropin 0.2 5 mg vial organo	Pharmacy
HB COSYNTROPIN 0.25MG VI. ORGANO	250.0	None	1.0	477.38	477.38	cosyntropin 0.25 mg vi organo	Pharmacy
HB COSYNTROPIN 0.25MG VL ORGANO	250.0	01444421	1.0	3.14	3.14	cosyntropin 0.25_mg vial organo	Pharmacy
HB COSYNTROPIN 0.25MG VL ORGANO	250.0	None	1.0	95.51	95.51	cosyntropin 0.25_mg vial organo	Pharmacy
HB COUMADIN 1MG TABLET	250.0	01411925	1.0	3.99	3.99	coumadin 1 mg tablet	Pharmacy
HB COUMADIN 1MG TABLET	250.0	None	1.0	3.99	3.99	coumadin 1 mg tablet	Pharmacy
HB COUMADIN 1MG TABLET	350.0	None	1.0	3.99	3.99	coumadin 1 mg tablet	Pharmacy
HB COVER EQUIP OR SOL WRMR DRP	270.0	11502495	1.0	181.0	181.0	cover equipment operation_room solution warmer drape	Supply
HB COVER EQUIP OR SOL WRMR DRP	270.0	None	1.0	182.0	182.0	cover equipment operation_room solution warmer drape	Supply
HB CRAFT 1X3IN SUTURABLE MATRIX REGEN DURAL COL	270.0	None	1.0	1669.0	1669.0	craft 1x3 inches suturable matrix regeneration dural colony	Implant
HB CREATININE BLOOD	301.0	01015189	1.0	50.5	50.5	creatinine blood	Laboratory
HB CREATININE BLOOD	301.0	1015189	1.0	53.08	53.08	creatinine blood	Laboratory
HB CREATININE BLOOD	301.0	None	1.0	50.5	50.5	creatinine blood	Laboratory
HB CRRT	801.0	G0257	1.0	1999.37	1999.37	continuous_renal_replacement_therapy	Procedure
HB CRRT	801.0	None	1.0	1999.37	1999.37	continuous_renal_replacement_therapy	Procedure
HB CRRT	803.0	02113840	1.0	2020.68	2020.68	continuous_renal_replacement_therapy	Procedure
HB CRRT	803.0	None	1.0	2020.68	2020.68	continuous_renal_replacement_therapy	Procedure
HB CRRT	880.0	G0257	1.0	1999.37	1999.37	continuous_renal_replacement_therapy	Procedure
HB CSF CULTURE	306.0	01518018	1.0	185.28	185.28	cerebrospinal_fluid culture	Laboratory
HB CSF CULTURE	306.0	None	1.0	185.28	185.28	cerebrospinal_fluid culture	Laboratory
HB CT ANGIO ABDOMEN & PELV	352.0	None	1.0	3752.0	3752.0	computed_tomography angiography abdomen and pelvis	Radiology
HB CT CERVICAL SPINE WO CONTRAST	351.0	None	1.0	1269.0	1269.0	computerized tomography cervical spine without contrast	Radiology
HB CT CERVICAL SPINE WO CONTRAST	352.0	None	1.0	1688.8	1688.8	computerized tomography cervical spine without contrast	Radiology
HB CT FACIAL WO CONTRAST	351.0	None	1.0	1178.07	1178.07	computerized tomography facial without contrast	Radiology
HB CT HEAD W CONTRAST	351.0	01800101	1.0	1802.265	1802.265	computerized tomography head with contrast	Radiology
HB CT HEAD W CONTRAST	351.0	None	1.0	1838.0	1838.0	computerized tomography head with contrast	Radiology
HB CT HEAD W/WO CONTRAST	351.0	None	1.0	2256.0	2256.0	computerized tomography head with or without contrast	Radiology
HB CT HEAD WO CONTRAST	350.0	None	1.0	937.32	937.32	computed_tomography head without contrast	Radiology
HB CT HEAD WO CONTRAST	351.0	01800093	1.0	1498.0	1498.0	computed_tomography head without contrast	Radiology
HB CT HEAD WO CONTRAST	351.0	4000287	1.0	937.32	937.32	computed_tomography head without contrast	Radiology
HB CT HEAD WO CONTRAST	351.0	70450	1.0	937.32	937.32	computed_tomography head without contrast	Radiology
HB CT HEAD WO CONTRAST	351.0	None	1.0	1409.93	1409.93	computed_tomography head without contrast	Radiology
HB CTSATRACURIUM 2MG/ML 10ML VL	250.0	None	1.0	15.46	15.46	cisatracurium 2 mg/ml 10 ml vial	Pharmacy
HB CUFF BP ADLT SM 2 TB LBLU/WHT	270.0	11502511	1.0	13.0	13.0	cuff blood_pressure adult small 2 tube lblu/white	Supply
HB CULTURE RESPIRATORY	306.0	None	1.0	49.5	49.5	culture respiratory	Laboratory
HB CUSHION WAFFLE ADULT 17IN X 17	270.0	None	1.0	94.0	94.0	cushion waffle adult 17 inches x 17	Supply
HB CVC DRESSING CHANGE	940.0	01300011	1.0	115.13	115.13	central venous catheter dressing change	Supply
HB CVC DRESSING CHANGE	940.0	None	1.0	115.13	115.13	central venous catheter dressing change	Supply
HB CYCLER SET	270.0	None	1.0	71.92	71.92	cycler set	Supply
HB CYCLOPENTOLATE HCL 2 % OP SOLN	250.0	None	1.0	4.58	4.58	cyclopentolate hydrochloride 2% opthalmic erative solution	Pharmacy
HB CYCLOPENTOLATE/PHENYLEPHRINE 5	250.0	01468305	1.0	31.82	31.82	cyclopentolate/phenylephrine 5	Pharmacy
HB CYCLOPENTOLATE/PHENYLEPHRINE 5	250.0	1468305	1.0	33.5	33.5	cyclopentolate/phenylephrine 5	Pharmacy
HB CYCLOPENTOLATE/PHENYLEPHRINE 5	250.0	None	1.0	33.5	33.5	cyclopentolate/phenylephrine 5	Pharmacy
HB CYPROHEPTADINE HCL 2MG/5ML SYR	250.0	01435346	5.0	5.41	1.082	cyproheptadine hydrochloride 2 mg/5 ml syringe	Pharmacy
HB CYPROHEPTADINE HCL 2MG/5ML SYR	250.0	None	5.0	5.41	1.082	cyproheptadine hydrochloride 2 mg/5 ml syringe	Pharmacy
HB CYSTATIN C	301.0	11401270	1.0	182.02	182.02	cystatin c	Laboratory
HB CYSTATIN C	301.0	None	1.0	194.03	194.03	cystatin c	Laboratory
HB CYSTEINE HCL 50 MG/ML IV SOLN	251.0	None	1.0	9.14	9.14	cysteine hydrochloride 50 mg/ml intravenous solution	Pharmacy
HB CYTARABINE 100MG VIAL	250.0	01481627	1.0	22.83	22.83	cytarabine 100 mg vial	Pharmacy
HB CYTARABINE 100MG VIAL	250.0	None	1.0	22.83	22.83	cytarabine 100 mg vial	Pharmacy
HB CYTOPATH CONCENTRATE	300.0	03910002	1.0	206.96	206.96	cytopathology concentrate	Laboratory
HB CYTOPATH CONCENTRATE	300.0	None	1.0	206.96	206.96	cytopathology concentrate	Laboratory
HB CYTOPLAS. NEUTROPHIL AB/2	300.0	None	1.0	41.97	41.97	cytoplasmic neutrophil antibody/2	Pharmacy
HB DAPTOMYCIN 500MG VIAL	252.0	None	136.0	655.57	4.82036764706	daptomycin 500 mg vial	Pharmacy
HB DAUNORUBICIN 5MG/ML VIAL	250.0	None	3.5	654.98	175.171666667	daunorubicin 5 mg/ml vial	Pharmacy
HB DAUNUBICN CIRAT LIPOSM 2 MG/ML IV INJ	252.0	None	5.0	1531.23	306.246	daunorubicin cirat liposome 2 mg/ml intravenous injection	Pharmacy
HB DBC N (SMH ACUTE) 174-NURSERY/LEVEL IV	174.0	None	1.0	5403.0	5403.0	dbc n smh acute 174 nursery/level intravenous	Room and Board
HB DECITABINE 50MG VIAL	252.0	None	22.0	3793.08	172.412727273	decitabine 50 mg vial	Pharmacy
HB DEVICE ACCESS MULTIDOSE NEEDLE	270.0	None	1.0	6.0	6.0	device access multidose needle	Implant
HB DEVICE ANTFG ELVIS SPNG KT ALC	270.0	11502542	1.0	59.0	59.0	device antifog elvis sponge kit alc	Supply
HB DEVICE ANTFG ELVIS SPNG KT ALC	270.0	None	1.0	58.5	58.5	device antifog elvis sponge kit alc	Supply
HB DEVICE SECUREMENT SM PIC/CVC	270.0	11513583	1.5	39.0	26.0	device securement small peripherally/central venous catheter	Supply
HB DEVICE SECUREMENT SM PIC/CVC	270.0	None	1.5	39.0	26.0	device securement small peripherally/central venous catheter	Supply
HB DEXAMETHASONE 0.5MG TAB UD	250.0	None	2.0	2.3	1.15	dexamethasone 0.5 mg tablet unit dose	Pharmacy
HB DEXAMETHASONE 0.5MG/.5ML DRP	250.0	01444090	11.0	14.09	1.28090909091	dexamethasone 0.5 mg/.5 ml drape	Pharmacy
HB DEXAMETHASONE 0.5MG/.5ML DRP	250.0	None	1.5	3.655	2.61	dexamethasone 0.5 mg/.5 ml drape	Pharmacy
HB DEXAMETHASONE 1MG TAB	250.0	01414937	4.0	2.81	0.7025	dexamethasone 1 mg tablet	Pharmacy
HB DEXAMETHASONE 1MG TAB	250.0	None	6.0	3.855	0.668125	dexamethasone 1 mg tablet	Pharmacy
HB DEXAMETHASONE 2MG TAB	250.0	01414945	8.0	4.31	0.53875	dexamethasone 2 mg tablet	Pharmacy
HB DEXAMETHASONE 2MG TAB	250.0	None	4.0	2.94	0.735	dexamethasone 2 mg tablet	Pharmacy
HB DEXAMETHASONE 4MG TAB UD RO	250.0	01481708	16.0	4.12	0.2575	dexamethasone 4 mg tablet unit dose ro	Pharmacy
HB DEXAMETHASONE NA P04 INJ 4MG/M	250.0	01481647	3.0	9.34	3.11333333333	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy
HB DEXAMETHASONE NA P04 INJ 4MG/M	250.0	None	2.0	6.025	2.781875	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy
HB DEXAMETHASONE NA P04 INJ 4MG/M	636.0	01481647	4.0	10.36	2.59	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy
HB DEXAMETHASONE NA P04 INJ 4MG/M	636.0	None	1.0	4.2	4.2	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy
HB DEXAMETHASONE NA PO4 INJ 4 MG/M	250.0	01481647	12.0	36.87	3.0725	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy
HB DEXAMETHASONE NA PO4 INJ 4MG/M	250.0	01481647	3.0	8.51	3.2775	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy
HB DEXAMETHASONE NA PO4 INJ 4MG/M	250.0	None	2.0	5.69	2.61333333333	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy
HB DEXAMETHASONE NA PO4 INJ 4MG/M	636.0	None	4.0	10.915	3.06133333333	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy
HB DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IV FO	251.0	None	1.0	2.66	2.66	dexamethasone soduim phosphate 4 mg/ml intravenous foam	Pharmacy
HB DEXAMETMASONE NA P04 INJ 4MG/M	636.0	None	2.0	4.65	2.325	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy
HB DEXMEDETOMIDINE 200MCG/2ML VL	250.0	01455112	1.0	347.95	347.95	dexmedetomidine 200 mcg/2 ml vial	Pharmacy
HB DEXMEDETOMIDINE 200MCG/2ML VL	250.0	None	1.0	347.95	347.95	dexmedetomidine 200 mcg/2 ml vial	Pharmacy
HB DEXMEDETOMIDINE 200MCG/2ML VL	350.0	None	1.0	347.95	347.95	dexmedetomidine 200 mcg/2 ml vial	Pharmacy
HB DEXMEDETOMIDINE 4 MCG/ML PREMADE INFUSION	252.0	01484895	1.0	301.16	301.16	dexmedetomidine 4 mcg/ml premade infusion	Pharmacy
HB DEXMEDETOMIDINE 4 MCG/ML PREMADE INFUSION	252.0	None	1.0	301.16	301.16	dexmedetomidine 4 mcg/ml premade infusion	Pharmacy
HB DEXTROSE 10 % IV BOLUS INFUSION	258.0	01482093	1.0	35.69	35.69	dextrose 10% intravenous bolus infusion	Pharmacy
HB DEXTROSE 10 % IV BOLUS INFUSION	258.0	None	1.0	33.235	33.235	dextrose 10% intravenous bolus infusion	Pharmacy
HB DEXTROSE 10 % IV SOLN	258.0	None	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy
HB DEXTROSE 10% IV SOLN	258.0	01482094	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy
HB DEXTROSE 10% IV SOLN	258.0	1482094	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy
HB DEXTROSE 10% IV SOLN	258.0	None	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy
HB DEXTROSE 10% WATER	250.0	None	1.0	33.87	33.87	dextrose 10% water	Pharmacy
HB DEXTROSE 12.5% IV SOLN	250.0	None	1.0	36.74	36.74	dextrose 12.5% intravenous solution	Pharmacy
HB DEXTROSE 25% IV SOLN	250.0	None	1.0	545.24	545.24	dextrose 25% intravenous solution	Pharmacy
HB DEXTROSE 250 MG/ML IV SOLN	251.0	01473479	1.0	28.38	28.38	dextrose 250 mg/ml intravenous solution	Pharmacy
HB DEXTROSE 250 MG/ML IV SOLN	251.0	None	1.0	25.3	25.3	dextrose 250 mg/ml intravenous solution	Pharmacy
HB DEXTROSE 50 % IV SOLN	258.0	None	1.0	33.56	33.56	dextrose 50% intravenous solution	Pharmacy
HB DEXTROSE 50% IV SOLN	258.0	01482092	1.0	33.93	33.93	dextrose 50% intravenous solution	Pharmacy
HB DEXTROSE 50% IV SOLN	258.0	None	1.0	33.12	33.12	dextrose 50% intravenous solution	Pharmacy
HB DEXTROSE 7.5% IV SOLN	250.0	None	1.0	37.87	37.87	dextrose 7.5% intravenous solution	Pharmacy
HB DEXTROSE 70% WATER	250.0	01465939	1.0	37.18	37.18	dextrose 70% water	Pharmacy
HB DEXTROSE 70% WATER	250.0	1465939	1.0	33.19	33.19	dextrose 70% water	Pharmacy
HB DEXTROSE 70% WATER	250.0	C1465939	1.0	42.24	42.24	dextrose 70% water	Pharmacy
HB DEXTROSE 70% WATER	250.0	None	1.0	36.55	36.55	dextrose 70% water	Pharmacy
HB DIANEAL LOW CAL/4.25% DEXTROSE	252.0	None	1.0	149.24	149.24	dianeal lower calorie/4.25% dextrose	Pharmacy
HB DIASTAT 5MG GEL KIT	250.0	None	1.0	760.44	760.44	diastat 5 mg gel kit	Supply
HB DIAZEPAM 5MG TABLET BULK	250.0	01450428	1.0	2.22	2.22	diazepam 5 mg tablet bulk	Pharmacy
HB DIAZEPAM 5MG TABLET BULK	250.0	None	1.0	2.22	2.22	diazepam 5 mg tablet bulk	Pharmacy
HB DIFLUCAN 150MG TAB	250.0	01416791	1.0	63.92	63.92	diflucan 150 mg tablet	Pharmacy
HB DIFLUCAN 150MG TAB	250.0	None	1.0	63.92	63.92	diflucan 150 mg tablet	Pharmacy
HB DILANTIN 50MG TAB UD	250.0	01442599	1.0	3.41	3.41	dilantin 50 mg tablet unit dose	Pharmacy
HB DILAUDID 2MG TAB BULK	250.0	None	1.0	3.21	3.21	dilaudid 2 mg tablet bulk	Pharmacy
HB DIPHENHYDRAMINE 12.5MG/5ML	230.0	None	1.0	10.63	10.63	diphenhydramine 12.5_mg/5_ml	Pharmacy
HB DIPHENHYDRAMINE 12.5MG/5ML	250.0	01481573	1.0	2.39	2.39	diphenhydramine 12.5_mg/5_ml	Pharmacy
HB DIPHENHYDRAMINE 12.5MG/5ML	250.0	None	1.0	2.52	2.52	diphenhydramine 12.5_mg/5_ml	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/MB 1M	250.0	01481646	1.0	8.66	8.66	diphenhydramine hydrochloride 50 mg/ml 1m	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/ML 1M	250.0	01481646	1.0	6.58	6.58	diphenhydramine hydrochloride 50 mg/ml 1m	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/ML 1M	250.0	None	1.0	3.46	3.46	diphenhydramine hydrochloride 50 mg/ml 1m	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/ML IM	250.0	None	1.0	4.79	4.79	diphenhydramine hydrochloride 50 mg/ml 1m	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/ML IM	636.0	None	1.0	2.99	2.99	diphenhydramine hydrochloride 50 mg/ml 1m	Pharmacy
HB DIPHENHYDRAMINE HCL 50MG/ML1M	250.0	01481646	1.0	3.76	3.76	diphenhydramine hydrochloride 50 mg/ml1m	Pharmacy
HB DIPHTHERIA ANTIBODY	300.0	01117001	1.0	27.93	27.93	diphtheria antibody	Laboratory
HB DIPHTHERIA ANTIBODY	300.0	None	1.0	21.75	21.75	diphtheria antibody	Laboratory
HB DISPO ASPIRATE NEEDLE	270.0	02426690	1.0	83.97	83.97	disposable aspirate needle	Supply
HB DISPO ASPIRATE NEEDLE	270.0	None	1.0	89.51	89.51	disposable aspirate needle	Supply
HB DISPO BIOPSY NEEDLE	270.0	02426708	1.0	178.99	173.45	disposable biopsy needle	Supply
HB DISPO BIOPSY NEEDLE	270.0	None	1.0	178.99	178.99	disposable biopsy needle	Supply
HB DISTILLED WATER PO LIOD	250.0	None	1.0	1.44	1.44	distilled_water by_mouth liquid	Diluent / Flush / Irrigant
HB DISTILLED WATER PO LIQD	250.0	01495032	1.0	1.55	0.915	distilled water by_mouth liquid	Diluent / Flush / Irrigant
HB DISTILLED WATER PO LIQD	250.0	None	1.0	1.25	1.23	distilled water by_mouth liquid	Diluent / Flush / Irrigant
HB DNA FISH PROBE	300.0	04720975	2.0	184.18	92.09	deoxyribonucleic_acid fish probe	Laboratory
HB DNA FISH PROBE	300.0	04721288	6.0	552.54	92.09	deoxyribonucleic_acid fish probe	Laboratory
HB DNA FISH PROBE	300.0	04721387	5.0	460.45	92.09	deoxyribonucleic_acid fish probe	Laboratory
HB DNA FISH PROBE	300.0	None	4.0	368.36	92.09	deoxyribonucleic_acid fish probe	Laboratory
HB DNA FISH PROBE PROBE	300.0	04720561	7.0	604.73	86.39	deoxyribonucleic_acid fish probe probe	Laboratory
HB DOCUSATE 283MG/5ML ENEMA	250.0	None	1.0	2.24	2.24	docusate 283 mg/5 ml enema	Pharmacy
HB DOCUSATE SODIUM 100MG CAPSL	250.0	01430396	1.0	1.43	1.43	docusate soduim 100 mg capsl	Pharmacy
HB DOCUSATE SODIUM 100MG CAPSL	250.0	None	1.0	1.43	1.43	docusate soduim 100 mg capsl	Pharmacy
HB DOCUSATE SODIUM 50MG CAPSL	250.0	01443738	1.0	2.46	2.46	docusate sodium 50 mg capsule	Pharmacy
HB DOCUSATE SODIUM 50MG CAPSL	250.0	None	1.0	2.46	2.46	docusate sodium 50 mg capsule	Pharmacy
HB DOPAMINE 1.6MG/ML IN DEXTROSE 250 ML	251.0	None	2.0	32.1	16.05	dopamine 1.6 mg/ml in dextrose 250 ml	Pharmacy
HB DOTAREM (GADOTERATE MEGLUMINE)	252.0	01484429	1.0	37.63	37.63	dotarem gadoterate meglumine	Pharmacy
HB DOTAREM (GADOTERATE MEGLUMINE)	252.0	None	1.0	116.4	116.4	dotarem gadoterate meglumine	Pharmacy
HB DOXYCYCLINE HYCLATE 100MG CAP	250.0	01438704	1.0	26.12	26.12	doxycycline hyclate 100 mg cap	Pharmacy
HB DOXYCYCLINE HYCLATE 100MG CAP	250.0	None	1.0	26.12	26.12	doxycycline hyclate 100 mg cap	Pharmacy
HB DOXYCYCLINE HYCLATE 100MG VL	250.0	01433853	1.0	93.86	93.86	doxycycline hyclate 100 mg vial	Pharmacy
HB DOXYCYCLINE HYCLATE 100MG VL	250.0	1433853	1.0	131.69	131.69	doxycycline hyclate 100 mg vial	Pharmacy
HB DOXYCYCLINE HYCLATE 100MG VL	250.0	None	1.0	98.82	98.82	doxycycline hyclate 100 mg vial	Pharmacy
HB DRAIN BLAKE ROUND TRC 10FR 1/8	270.0	11512341	1.0	230.5	230.5	drain blake round trace 10 french 1/8	Supply
