,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1802,NACL 0.9% INJ 500ML,sodium_chloride 0.9% injection 500 ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Pharmacy,0.594624238331,0,Pharmacy,0.513476188274,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.48
1803,NACL 0.9% INJ 500ML,sodium_chloride 0.9% injection 500 ml,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Pharmacy,0.594624238331,0,Pharmacy,0.513476188274,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.48
1804,NACL 0.9% MINI BAG PLUS 100ML,sodium_chloride 0.9% mini bag plus 100_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.67,1,Diluent / Flush / Irrigant,0.933947678992,1,Diluent / Flush / Irrigant,0.999917822734,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873466375432
1805,NASAL CANNULA,nasal_cannula,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.79,1,Supply,0.44,1,Supply,0.842081886306,1,Procedure,0.383568179933,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.690693962102
1806,NASAL CANNULA,nasal_cannula,271.0,Supply,Supply,132.0,65.1515151515,Supply,0.79,1,Supply,0.44,1,Supply,0.842081886306,1,Procedure,0.383568179933,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.690693962102
1807,NASAL CANNULA,nasal_cannula,272.0,Supply,Supply,833.0,84.393757503,Supply,0.79,1,Supply,0.44,1,Supply,0.842081886306,1,Procedure,0.383568179933,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.690693962102
1808,NASAL CANNULA,nasal_cannula,370.0,Supply,OR / Anesthesia / Recovery Room,72.0,66.6666666667,Supply,0.79,1,Supply,0.44,1,Supply,0.842081886306,1,Procedure,0.383568179933,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.690693962102
1809,NATRIURETIC PEPTIDE,natriuretic peptide,250.0,Laboratory,Pharmacy,2692.0,76.0401188707,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.878828118446,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858799156035
1810,NATRIURETIC PEPTIDE,natriuretic peptide,272.0,Laboratory,Supply,833.0,84.393757503,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.878828118446,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858799156035
1811,NATRIURETIC PEPTIDE,natriuretic peptide,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.878828118446,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858799156035
1812,NATRIURETIC PEPTIDE,natriuretic peptide,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.78,1,Laboratory,0.78,1,Laboratory,0.878828118446,1,Laboratory,0.996368505695,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858799156035
1813,NDL H IGH RANGE ACT 2 CHANNEL,needle high range act 2 channel,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.71,1,Supply,0.41,1,Supply,0.930683138193,1,Supply,0.984639496908,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.758830658775
1814,NDL HEPRN DOSE RESP 6 CHANNEL,needle heparin dose respiratory 6 channel,270.0,Pharmacy,Supply,1919.0,86.294945284,Capital Equipment,0.7,0,Laboratory,0.38,1,Supply,0.889916139953,0,Laboratory,0.594059578825,1,Laboratory,"DLevenshtein, DeepNN",0.243514894706
1815,NEEDLE BUTTERFLY 21G,needle butterfly 21 gauge,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.96,1,Supply,0.94,1,Supply,0.934118546576,1,Supply,0.994022374204,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957035230195
1816,NEEDLE BX 17GA 11.8CM VMRK COA,needle biopsy 17ga 11.8cm vmrk coag,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.97,1,Supply,0.96,1,Supply,0.876323385718,1,Supply,0.736414066819,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885684363134
1817,NEEDLE PROC VRRS 0D14GA INSUF,needle procedure vrrs 0d14ga insufflation,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.97,1,Supply,0.96,1,Supply,0.848980063981,1,Respiratory Therapy,0.51895317005,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.926326687994
1818,NEOSTIGMINE 1 MG/ML SOLN,neostigmine 1_mg/ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.9,1,Pharmacy,0.81,1,Pharmacy,0.968977787696,1,Pharmacy,0.985462231991,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916110004922
1819,NEOSTIGMINE 1 MG/ML SOLN,neostigmine 1_mg/ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.9,1,Pharmacy,0.81,1,Pharmacy,0.968977787696,1,Pharmacy,0.985462231991,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916110004922
1820,NEOSTIGMINE 10 MG/10ML SOLN,neostigmine 10_mg/10_ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.87,1,Pharmacy,0.71,1,Pharmacy,0.982571259296,1,Pharmacy,0.999787037649,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890589574236
1821,NEOSTIGMINE 10 MG/10ML SOLN,neostigmine 10_mg/10_ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.87,1,Pharmacy,0.71,1,Pharmacy,0.982571259296,1,Pharmacy,0.999787037649,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890589574236
1822,NEOSTIGMINE 5MG INJ,neostigmine 5_mg injection,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.95,1,Pharmacy,0.85,1,Pharmacy,0.972322581761,1,Pharmacy,0.998881357827,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.942800984897
1823,NEWBORN INTENSIVE CARE L4,newborn intensive care level 4,174.0,Room and Board,Room and Board,22.0,100.0,Room and Board,0.83,1,Room and Board,0.64,1,Room and Board,0.807178219349,1,Room and Board,0.999951601874,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.819282455306
1824,NEWBORN LEVEL IV,newborn level iv,174.0,Room and Board,Room and Board,22.0,100.0,Room and Board,0.86,1,Room and Board,0.67,1,Room and Board,0.44394185028,1,Room and Board,0.828313302597,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.700563788219
1825,NEWBORN METABOLIC SCREEN,newborn metabolic screen,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.95,1,Laboratory,0.85,1,Laboratory,0.952262218594,1,Laboratory,0.999978475335,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.938060173482
1826,NEWBORN METABOLIC SCREEN,newborn metabolic screen,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.95,1,Laboratory,0.85,1,Laboratory,0.952262218594,1,Laboratory,0.999978475335,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.938060173482
1827,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.94769977453,1,Plan Benefit,0.999997540883,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.986924328853
1828,NICOTINE 21 MG/24HR PT24,nicotine 21_mg/24 hour patch_24,637.0,Plan Benefit,Pharmacy,328.0,92.0731707317,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.94769977453,1,Plan Benefit,0.999997540883,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.986924328853
1829,NICOTINE PATCH 14MG,nicotine patch 14_mg,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.688645579674,1,Plan Benefit,0.993572162915,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880554435647
1830,NICOTINE PATCH 14MG,nicotine patch 14_mg,259.0,Plan Benefit,Pharmacy,349.0,83.6676217765,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.688645579674,1,Plan Benefit,0.993572162915,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880554435647
1831,NICOTINE PATCH 21 MG,nicotine patch 21_mg,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.893623002737,1,Plan Benefit,0.999970382498,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973398346309
1832,NICOTINE PATCH 21 MG,nicotine patch 21_mg,259.0,Plan Benefit,Pharmacy,349.0,83.6676217765,Plan Benefit,1.0,1,Plan Benefit,1.0,1,Plan Benefit,0.893623002737,1,Plan Benefit,0.999970382498,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973398346309
1833,NICU MICROFUSION PUMP,neonatal_intensive_care_unit microfusion pump,270.0,Capital Equipment,Supply,1919.0,86.294945284,Capital Equipment,0.75,1,Capital Equipment,0.63,1,Capital Equipment,0.556412095339,1,Capital Equipment,0.83189899992,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.692077773815
1834,NIFEDIPINE SUSP 5MG/ML PREPACK,nifedipine suspension 5_mg/ml prepack,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.76,1,Pharmacy,0.56,1,Pharmacy,0.966691572714,1,Pharmacy,0.985940105094,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.818157919452
1835,NIMODIPINE 30 MG CAPS,nimodipine 30 mg capsules,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.987022535041,1,Pharmacy,0.999707502587,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966682509407
1836,NIMODIPINE 30 MG CAPS,nimodipine 30 mg capsules,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.987022535041,1,Pharmacy,0.999707502587,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966682509407
1837,NIMODIPINE 30 MG CAPS,nimodipine 30 mg capsules,252.0,Pharmacy,Pharmacy,182.0,85.1648351648,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.987022535041,1,Pharmacy,0.999707502587,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966682509407
1838,NIMODIPINE 30 MG CAPS,nimodipine 30 mg capsules,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.94,1,Pharmacy,0.94,1,Pharmacy,0.987022535041,1,Pharmacy,0.999707502587,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966682509407
1839,NITRIC OXIDE ADMIN PER,nitric oxide administration per,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,0.87,1,Plan Benefit,0.68,1,Plan Benefit,0.841514096151,1,Plan Benefit,0.999783001312,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.847824274366
1840,NITRIC OXIDE ADMIN PER,nitric oxide administration per,410.0,Plan Benefit,Respiratory Therapy,279.0,64.1577060932,Plan Benefit,0.87,1,Plan Benefit,0.68,1,Plan Benefit,0.841514096151,1,Plan Benefit,0.999783001312,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.847824274366
1841,NITRIC OXIDE DAILY,nitric oxide daily,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.857873816547,1,Plan Benefit,0.999983869897,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924464421611
1842,NITRIC OXIDE DAILY,nitric oxide daily,270.0,Plan Benefit,Supply,1919.0,86.294945284,Plan Benefit,0.96,1,Plan Benefit,0.88,1,Plan Benefit,0.857873816547,1,Plan Benefit,0.999983869897,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924464421611
1843,NITRICOXIDE,nitric oxide,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,0.95,1,Plan Benefit,0.85,1,Plan Benefit,0.769110342354,1,Plan Benefit,0.999192030318,1,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892075593168
1844,NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML 200 MCG/ML SOLN 250 ML BOTTLE,nitroglycerin 5% dextrose 50_mg/250_ml 200 mcg ml solution 250_ml bottle,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.74,0,Pharmacy,0.44,0,Diluent / Flush / Irrigant,0.536842563416,1,Diluent / Flush / Irrigant,0.911325477567,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.362042010246
1845,NITROGLYCERIN IN D5W 200 5 MCG/ML % IV SOLN,nitroglycerin dextrose_5% water 200 5 mcg ml % intravenous solution,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.81,1,Pharmacy,0.63,1,Pharmacy,0.804147601747,1,Pharmacy,0.943607033001,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.796938658687
1846,NITROPRUSSIDE 25MG/ML VIAL,nitroprusside 25 mg ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.79,1,Pharmacy,0.63,1,Pharmacy,0.996065258198,1,Pharmacy,0.999948972453,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.854003557663
1847,NJ TUBE PLACEMENT,nasojejunal tube placement,320.0,Procedure,Radiology,111.0,75.6756756757,Pharmacy,0.74,0,Laboratory,0.47,0,Supply,0.855305016812,1,Supply,0.74407518545,1,Supply,"Logistic_OvR, DeepNN",0.399845050565
1848,NM CT ABDOMEN PELVIS W/ CONTRAST,nuclear computerized tomography abdomen pelvis contrast,350.0,Radiology,Pharmacy,40.0,45.0,Radiology,0.83,1,Radiology,0.85,1,Radiology,0.953694483452,1,Radiology,0.999966195121,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908415169643
1849,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.978464635227,1,Pharmacy,0.995391707704,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890964085733
1850,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,251.0,Pharmacy,Pharmacy,403.0,90.570719603,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.978464635227,1,Pharmacy,0.995391707704,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890964085733
1851,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,252.0,Pharmacy,Pharmacy,182.0,85.1648351648,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.978464635227,1,Pharmacy,0.995391707704,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890964085733
1852,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.978464635227,1,Pharmacy,0.995391707704,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890964085733
1853,NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL,norepinephrine 1_mg/ml solution 4_ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.85,1,Pharmacy,0.74,1,Pharmacy,0.978464635227,1,Pharmacy,0.995391707704,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890964085733
1854,NOREPINEPHRINE INJ 1MG/ML 4ML,norepinephrine injection 1 mg ml 4 ml,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.83,1,Pharmacy,0.65,1,Pharmacy,0.992584880345,1,Pharmacy,0.999955566981,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.868135111831
1855,NORM SALIN 1000ML IV,normal_saline 1000_ml intravenous,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.767422894168,1,Diluent / Flush / Irrigant,0.996289475398,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.865928092391
1856,NORMAL SALINE 10ML FLU,normal saline 10_ml flush,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.79,1,Diluent / Flush / Irrigant,0.94240665532,1,Diluent / Flush / Irrigant,0.999848752626,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915563851987
1857,NORMAL SALINE 10ML FLU,normal saline 10_ml flush,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.79,1,Diluent / Flush / Irrigant,0.94240665532,1,Diluent / Flush / Irrigant,0.999848752626,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915563851987
1858,NORMAL SALINE 10ML VL NACL0,normal saline 10_ml vial sodium chloride,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.849023150477,1,Diluent / Flush / Irrigant,0.999910494691,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.962233411292
1859,NORMAL SALINE 3ML FLUS,normal saline 3_ml flush,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.68,1,Diluent / Flush / Irrigant,0.808544298329,1,Diluent / Flush / Irrigant,0.983405741126,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.835487509864
1860,NORMAL SALINE FLUSH 10ML,normal saline flush 10_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.942406654781,1,Diluent / Flush / Irrigant,0.999848752618,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87806385185
1861,NORMAL SALINE FLUSH 10ML,normal saline flush 10_ml,270.0,Diluent / Flush / Irrigant,Supply,1919.0,86.294945284,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.942406654781,1,Diluent / Flush / Irrigant,0.999848752618,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87806385185
1862,NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.74,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.53461835036,1,Diluent / Flush / Irrigant,0.931929715254,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.664137016403
1863,NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.74,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.53461835036,1,Diluent / Flush / Irrigant,0.931929715254,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.664137016403
1864,NS 100ML INJ,normal_saline 100_ml injection,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.826400638382,1,Diluent / Flush / Irrigant,0.996003037333,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923100918929
1865,NS 50 ML,normal_saline 50_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.837678274924,1,Diluent / Flush / Irrigant,0.989458366195,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95678416028
1866,NS 50 ML,normal_saline 50_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.837678274924,1,Diluent / Flush / Irrigant,0.989458366195,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95678416028
1867,NS 50 ML,normal_saline 50_ml,260.0,Diluent / Flush / Irrigant,Pharmacy,96.0,67.7083333333,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.837678274924,1,Diluent / Flush / Irrigant,0.989458366195,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95678416028
1868,NS 50ML ADD A,normal_saline 50_ml additional,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.868015938097,1,Diluent / Flush / Irrigant,0.967354020618,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.958842489679
1869,NS 50ML ADD A,normal_saline 50_ml additional,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.868015938097,1,Diluent / Flush / Irrigant,0.967354020618,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.958842489679
1870,NS 50ML IV,normal_saline 50_ml intravenous,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.802449149331,1,Diluent / Flush / Irrigant,0.995246475244,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.866923906144
1871,NS FLUSH 0.9% SOLN,normal_saline flush 0.9% solution,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.72,1,Diluent / Flush / Irrigant,0.6,1,Diluent / Flush / Irrigant,0.933560346697,1,Diluent / Flush / Irrigant,0.999784718374,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.813336266268
1872,NS FLUSH 10ML IJ,normal_saline flush 10_ml injection,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.75,1,Pharmacy,0.57,0,Diluent / Flush / Irrigant,0.940591458473,1,Diluent / Flush / Irrigant,0.999849467612,1,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.896813642028
1873,NS FLUSH 10ML SYR,normal_saline flush 10_ml syringe,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.71,1,Diluent / Flush / Irrigant,0.45,1,Diluent / Flush / Irrigant,0.924649226809,1,Diluent / Flush / Irrigant,0.999670031446,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.771079814564
1874,NS IRR 1L,normal_saline irrigation 1l,270.0,Diluent / Flush / Irrigant,Supply,1919.0,86.294945284,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.43,1,Diluent / Flush / Irrigant,0.850142677927,1,Diluent / Flush / Irrigant,0.998931826905,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.759768626208
1875,NURSERY/LEVEL IV,nursery level intravenous,174.0,Room and Board,Room and Board,22.0,100.0,Room and Board,0.82,1,Room and Board,0.67,1,Room and Board,0.512225807033,1,Room and Board,0.974527413327,1,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.74418830509
1876,NUTRIENT INTAKE ANALYSIS. LTD,nutrient intake analysis limited,920.0,Education / Training,Nursing Services,40.0,30.0,Education / Training,0.99,1,Education / Training,0.96,1,Laboratory,0.687888848985,0,Education / Training,0.954590278375,1,Education / Training,"Jaro, DLevenshtein, DeepNN",0.968196759458
1877,NUTRITION CONSULT PER 15 MIN,nutrition consult per 15_minutes,940.0,PT / OT / Speech Therapy,Nursing Services,19.0,42.1052631579,Education / Training,0.97,1,Education / Training,0.92,1,Education / Training,0.502821366943,1,Education / Training,0.98747605197,1,Education / Training,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.845074354728
1878,NYSTATIN SUSP 100 000U/ML 60ML,nystatin suspension 100 000 units ml 60 ml,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.79,1,Pharmacy,0.62,1,Pharmacy,0.946285965741,1,Pharmacy,0.827489035077,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.795943750205
