descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	billed_categories	units_categories
HB INTRODUCER CATH CKFL PRFRMR JT	INTRODUCER CATH CKFL PRFRMR JT	Implant/Supply	1.0	72.0	72.0	introducer catheter ckfl prfrmr jt	Supply	(61, 92]	Units <= 1
HB INTRODUCER CATH PTFE OD5FR PER	INTRODUCER CATH PTFE OD5FR PER	Implant/Supply	1.0	258.0	258.0	introducer catheter ptfe od5fr per	Supply	(92, 287]	Units <= 1
HB INTRODUCER CATH PTFE OD7FR VAS	INTRODUCER CATH PTFE OD7FR VAS	Implant/Supply	1.0	258.0	258.0	introducer catheter ptfe od7fr vascular	Supply	(92, 287]	Units <= 1
HB INTRODUCER CATH ULTIMUM L8.5CM	INTRODUCER CATH ULTIMUM L8.5CM	Implant/Supply	1.0	124.0	124.0	introducer catheter ultimum l8.5cm	Supply	(92, 287]	Units <= 1
INTRODUCER DENNY	INTRODUCER DENNY	Implant/Supply	1.0	279.0	279.0	introducer denny	Supply	(92, 287]	Units <= 1
INTRODUCER, FAST CATH 0.38 HEMO 9FRX12CM	INTRODUCER FAST CATH 0.38 HEMO 9FRX12CM	Implant/Supply	1.0	36.75	36.75	introducer fast catheter 0.38 hemo 9frx12cm	Supply	(17, 41]	Units <= 1
HB INTRODUCER MICRO TEARAWAY 6FR	INTRODUCER MICRO TEARAWAY 6FR	Implant/Supply	1.0	197.0	197.0	introducer micro tearaway 6 fr	Supply	(92, 287]	Units <= 1
INTRODUCER OR SHEATH NON GUIDE NON LASER	INTRODUCER OR SHEATH NON GUIDE NON LASER	Implant/Supply	2.0	1460.0	730.0	introducer or sheath non guide non laser	Supply	(641, 997]	Units > 1
INTRODUCER, PICC 1.9FR	INTRODUCER PICC 1.9FR	Implant/Supply	1.0	165.0	165.0	introducer peripherally inserted central catheter 1.9fr	Supply	(92, 287]	Units <= 1
HB INTRODUCER PICC 18 GA SAFETY	INTRODUCER PICC 18 GA SAFETY	Implant/Supply	1.0	127.0	127.0	introducer peripherally_inserted_central_catheter 18 gauge safety	Supply	(92, 287]	Units <= 1
HB INTRODUCER PICC 3 FR 20GA SAFETY	INTRODUCER PICC 3 FR 20GA SAFETY	Implant/Supply	1.0	127.0	127.0	introducer peripherally inserted central catheter 3 french 20 gauge safety	Supply	(92, 287]	Units <= 1
HB INTRODUCER PICC 3 FR ZOGA SAFETY	INTRODUCER PICC 3 FR ZOGA SAFETY	Implant/Supply	1.0	127.0	127.0	introducer peripherally inserted central catheter 3 french zoga safety	Supply	(92, 287]	Units <= 1
HB INTRODUCER PICC FIRST BD 3 FR	INTRODUCER PICC FIRST BD 3 FR	Implant/Supply	1.0	196.0	196.0	introducer peripherally inserted central catheter first bd 3 fr	Supply	(92, 287]	Units <= 1
HB INTRODUCER PICC FIRST BD 3FR	INTRODUCER PICC FIRST BD 3FR	Implant/Supply	1.0	160.0	160.0	introducer peripherally inserted central catheter first bd 3fr	Supply	(92, 287]	Units <= 1
HB INTRODUCER SET CHECK-FLO	INTRODUCER SET CHECK FLO	Implant/Supply	1.0	166.0	166.0	introducer set check flo	Supply	(92, 287]	Units <= 1
HB INTRODUCER SET CHECK - FLO 4F 02	INTRODUCER SET CHECK FLO 4F 02	Implant/Supply	1.0	166.0	166.0	introducer set check flo 4 2	Supply	(92, 287]	Units <= 1
HB INTRODUCER SET CHECK-FLO J-TIP	INTRODUCER SET CHECK FLO J TIP	Implant/Supply	1.0	224.0	217.0	introducer set check flo j tip	Supply	(92, 287]	Units <= 1
HB INTRODUCER SET CHECK-FLO PERFO	INTRODUCER SET CHECK FLO PERFO	Implant/Supply	1.0	72.0	72.0	introducer set check flo performer	Supply	(61, 92]	Units <= 1
HB INTRODUCER SET CHECK-FLO TF-TIP	INTRODUCER SET CHECK FLO TF TIP	Implant/Supply	1.0	210.0	210.0	introducer set check flo tf tip	Supply	(92, 287]	Units <= 1
HB INTRODUCER SET HEMOSTASIS FAST	INTRODUCER SET HEMOSTASIS FAST	Implant/Supply	1.0	66.0	66.0	introducer set hemostasis fast	Supply	(61, 92]	Units <= 1
HB INTRODUCER SHEATH	INTRODUCER SHEATH	Implant/Supply	1.0	263.0	263.0	introducer sheath	Supply	(92, 287]	Units <= 1
INTRODUCER, SHEATH	INTRODUCER SHEATH	Other Implants	2.0	1168.0	584.0	introducer sheath	Supply	(287, 641]	Units > 1
INTRODUCER, SHEATH 5FRX12CM	INTRODUCER SHEATH 5FRX12CM	Implant/Supply	1.5	60.41	39.41	introducer sheath 5frx12cm	Supply	(17, 41]	Units > 1
HB INTRODUCER SHEATH CHECK - FLO FL	INTRODUCER SHEATH CHECK FLO FL	Implant/Supply	1.0	558.0	558.0	introducer sheath check flo fl	Supply	(287, 641]	Units <= 1
HB INTRODUCER SHEATH SET CHECK - FL	INTRODUCER SHEATH SET CHECK FL	Implant/Supply	1.0	72.0	72.0	introducer sheath set check flow	Supply	(61, 92]	Units <= 1
HB INTRODUCER SHTH 5FR 15CM 45CM	INTRODUCER SHTH 5FR 15CM 45CM	Implant/Supply	1.0	212.0	212.0	introducer sheath 5fr 15cm 45cm	Supply	(92, 287]	Units <= 1
HB INTRODUCER SHTH PED 4FR 10CM 4	INTRODUCER SHTH PED 4FR 10CM 4	Implant/Supply	1.0	124.0	124.0	introducer sheath pediatric 4fr 10cm 4	Supply	(92, 287]	Units <= 1
HB INTRODUCER SHTH PED 4FR 7.5CM	INTRODUCER SHTH PED 4FR 7.5CM	Implant/Supply	1.0	140.0	140.0	introducer sheath pediatric 4fr 7.5cm	Supply	(92, 287]	Units <= 1
HB INTRODUCER SHTH SUP ARWFLX L65	INTRODUCER SHTH SUP ARWFLX L65	Implant/Supply	1.0	393.0	393.0	introducer sheath sup arwflx l65	Supply	(287, 641]	Units <= 1
INTUBATION	INTUBATION	Cardiology	1.0	136.21	136.21	intubation	Respiratory Therapy	(92, 287]	Units <= 1
HC INTUBATION	INTUBATION	Emergency Room	1.0	644.5	644.5	intubation	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION	INTUBATION	Implant/Supply	1.0	0.0	0.0	intubation	Respiratory Therapy	(-10, 0]	Units <= 1
HB INTUBATION	INTUBATION	OR Services	1.0	739.405	739.405	intubation	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION	INTUBATION	Other Therapeutic Services	1.0	801.0	801.0	intubation	Respiratory Therapy	(641, 997]	Units <= 1
HB INTUBATION	INTUBATION	Respiratory Services	1.0	658.63	658.63	intubation	Respiratory Therapy	(641, 997]	Units <= 1
HC INTUBATION	INTUBATION	Surgery/Procedure	1.0	541.0	541.0	intubation	Respiratory Therapy	(287, 641]	Units <= 1
INTUBATION	INTUBATION	Treatment/Observation Room	1.0	847.0	847.0	intubation	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION,	INTUBATION 	Respiratory Services	1.0	382.43	382.43	intubation	Respiratory Therapy	(287, 641]	Units <= 1
INTUBATION, ,	INTUBATION 	Surgery/Procedure	1.0	441.0	441.0	intubation	Respiratory Therapy	(287, 641]	Units <= 1
INTUBATION ENDO EMERG	INTUBATION ENDO EMERG	Emergency Room	1.0	178.0	178.0	intubation endo emergency	Respiratory Therapy	(92, 287]	Units <= 1
INTUBATION ENDO EMERG	INTUBATION ENDO EMERG	Respiratory Services	1.0	278.0	278.0	intubation endo emergency	Respiratory Therapy	(92, 287]	Units <= 1
INTUBATION ENDO EMERG	INTUBATION ENDO EMERG	Surgery/Procedure	1.0	745.2	745.2	intubation endo emergency	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION ENDO EMERG	INTUBATION ENDO EMERG	Treatment/Observation Room	1.0	1457.0	1457.0	intubation endo emergency	Respiratory Therapy	(997, 2496]	Units <= 1
HC INTUBATION ENDOTRACHEAL EMERG PROC	INTUBATION ENDOTRACHEAL EMERG PROC	Emergency Room	1.0	709.0	709.0	intubation endotracheal emergency procedure	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION ENDOTRACHEAL EMERG PROC	INTUBATION ENDOTRACHEAL EMERG PROC	OR Services	1.0	2346.0	2346.0	intubation endotracheal emergency procedure	Respiratory Therapy	(997, 2496]	Units <= 1
HC INTUBATION ENDOTRACHEAL EMERG PROC	INTUBATION ENDOTRACHEAL EMERG PROC	Respiratory Services	1.0	767.0	767.0	intubation endotracheal emergency procedure	Respiratory Therapy	(641, 997]	Units <= 1
HC INTUBATION ENDOTRACHEAL EMERG PROC	INTUBATION ENDOTRACHEAL EMERG PROC	Surgery/Procedure	1.0	513.0	513.0	intubation endotracheal emergency procedure	Respiratory Therapy	(287, 641]	Units <= 1
HC INTUBATION ENDOTRACHEAL EMERG PROC	INTUBATION ENDOTRACHEAL EMERG PROC	Treatment/Observation Room	1.0	709.0	709.0	intubation endotracheal emergency procedure	Respiratory Therapy	(641, 997]	Units <= 1
INTUBATION STYLET 14FR	INTUBATION STYLET 14FR	Implant/Supply	1.0	39.61	39.61	intubation stylet 14_french	Supply	(17, 41]	Units <= 1
INV-MYOZYME (EXTENTION STUDY) 5M	INV MYOZYME EXTENTION STUDY 5M	Pharmacy	1.0	14.4	14.4	inv myozyme extention study 5m	Pharmacy	(4, 17]	Units <= 1
INVASIVE MONIT ANES 3 SITE	INVASIVE MONIT ANES 3 SITE	Anesthesia	1.0	479.0	479.0	invasive monitoring anesthesia 3 site	OR / Anesthesia / Recovery Room	(287, 641]	Units <= 1
IOBAN DRAPE	IOBAN DRAPE	Implant/Supply	1.0	0.0	0.0	ioban drape	Supply	(-10, 0]	Units <= 1
HB IODIXANOL 270 MG/ML IV SOLN	IODIXANOL 270 MG/ML IV SOLN	Pharmacy	102.0	569.47	5.583039216	iodixanol 270 mg/ml intravenous solution	Pharmacy	(4, 17]	Units > 1
HB IODIXANOL 320 MG/ML IV SOLN	IODIXANOL 320 MG/ML IV SOLN	Pharmacy	30.0	186.99	6.233	iodixanol 320 mg/ml intravenous solution	Pharmacy	(4, 17]	Units > 1
IODIXANOL 320 MG/ML SOLN	IODIXANOL 320 MG/ML SOLN	Drugs Requiring Detailed Coding	50.0	198.0	3.96	iodixanol 320_mg/ml solution	Pharmacy	(0, 4]	Units > 1
IODIXANOL 320 MG/ML SOLN	IODIXANOL 320 MG/ML SOLN	Pharmacy	47.5	82.9	1.75	iodixanol 320_mg/ml solution	Pharmacy	(0, 4]	Units > 1
IOHEXOL 180 MG/ML SOLN 20 M 0407-1411-20	IOHEXOL 180 MG/ML SOLN 20 M 0407 1411 20	Pharmacy	20.0	298.55	14.9275	iohexol 180 mg/ml solution 20 m 0407 1411 20	Pharmacy	(4, 17]	Units > 1
IOHEXOL 240 MG/ML SOLN 0407 - 1412 - 30	IOHEXOL 240 MG/ML SOLN 0407 1412 30	Pharmacy	50.0	255.65	5.113	iohexol 240 mg/ml solution 0407 1412 30	Pharmacy	(4, 17]	Units > 1
IOHEXOL 300 MG/ML SOLUTION	IOHEXOL 300 MG/ML SOLUTION	Pharmacy	1.0	38.93	38.93	iohexol 300_mg/ml solution	Pharmacy	(17, 41]	Units <= 1
HB IOM MEP UPPER & LOWER E	IOM MEP UPPER & LOWER E	Other Diagnostic Services	1.0	2772.0	2772.0	intraoperative_monitoring motor_evoked_potential upper and lower extremity	Procedure	(2496, 9320]	Units <= 1
ION CA DIALYSIS	ION CA DIALYSIS	Laboratory	1.0	209.0	209.0	ionized calcium dialysis	Laboratory	(92, 287]	Units <= 1
HC IONIZED CA, POC	IONIZED CA POC	Laboratory	1.0	119.0	119.0	ionized calcium point_of_care	Monitoring	(92, 287]	Units <= 1
IONIZED CALCIUM	IONIZED CALCIUM	Hospice Services	1.0	134.0	134.0	ionized calcium	Laboratory	(92, 287]	Units <= 1
HB IONIZED CALCIUM	IONIZED CALCIUM	Laboratory	1.0	146.0	146.0	ionized calcium	Laboratory	(92, 287]	Units <= 1
IONIZED CALCIUM ISTAT	IONIZED CALCIUM ISTAT	Laboratory	1.0	199.0	199.0	ionized calcium istat	Laboratory	(92, 287]	Units <= 1
IONIZED CALCIUM (PNL)	IONIZED CALCIUM PNL 	Laboratory	1.0	223.0	223.0	ionized calcium panel	Laboratory	(92, 287]	Units <= 1
IONIZED CALCIUM, POCT	IONIZED CALCIUM POCT	Laboratory	1.0	143.0	143.0	ionized calcium point_of_care_testing	Monitoring	(92, 287]	Units <= 1
IONIZED CALICUM	IONIZED CALICUM	Laboratory	1.0	229.0	229.0	ionized calcium	Laboratory	(92, 287]	Units <= 1
IOPAMIDOL 41% SOLN	IOPAMIDOL 41% SOLN	Drugs Requiring Detailed Coding	10.0	1.53	0.153	iopamidol 41% solution	Pharmacy	(0, 4]	Units > 1
IOPAMIDOL PER 1 ML	IOPAMIDOL PER 1 ML	Drugs Requiring Detailed Coding	75.0	93.99	1.275517241	iopamidol per 1_ml	Pharmacy	(0, 4]	Units > 1
IOPAMIDOL PER 1 ML	IOPAMIDOL PER 1 ML	Pharmacy	75.0	39.31	0.397	iopamidol per 1_ml	Pharmacy	(0, 4]	Units > 1
IOPAMIDOL PER 1 ML	IOPAMIDOL PER 1 ML	Radiology	75.0	168.05	2.4375	iopamidol per 1_ml	Pharmacy	(0, 4]	Units > 1
HB IOVERSOL 240 MG/ML VIAL 50ML	IOVERSOL 240 MG/ML VIAL 50ML	Pharmacy	15.0	64.01	4.267333333	ioversol 240 mg/ml vial 50 ml	Pharmacy	(4, 17]	Units > 1
HB IOVERSOL 350 MG/ML VIAL  100ML	IOVERSOL 350 MG/ML VIAL 100ML	Pharmacy	52.0	267.99	5.153207547	ioversol 350 mg/ml vial 100 ml	Pharmacy	(4, 17]	Units > 1
IP ACUTE HEMODIALYSIS 12-19YRS	IP ACUTE HEMODIALYSIS 12 19YRS	Preventive Care Services	1.0	2323.0	2323.0	inpatient acute hemodialysis 12 19yrs	Dialysis	(997, 2496]	Units <= 1
IP COUGH STIMULATING INITIA	IP COUGH STIMULATING INITIA	Respiratory Services	1.0	182.0	182.0	inpatient cough stimulating initial	Respiratory Therapy	(92, 287]	Units <= 1
IP COUGH STIMULATING THERAP	IP COUGH STIMULATING THERAP	Respiratory Services	1.0	95.0	95.0	inpatient cough stimulating therapy	Respiratory Therapy	(92, 287]	Units <= 1
IP - WOUND CARE VISIT	IP WOUND CARE VISIT	Implant/Supply	1.0	0.0	0.0	inpatient wound care visit	Nursing Services	(-10, 0]	Units <= 1
IPPB INITTAL	IPPB INITTAL	Respiratory Services	1.0	165.0	165.0	intermittent_positive_pressure_breathing initial	Respiratory Therapy	(92, 287]	Units <= 1
IPRATROPIUM 0.5 MG /2.5	IPRATROPIUM 0.5 MG /2.5	Drugs Requiring Detailed Coding	1.0	1.0	1.0	ipratropium 0.5_mg/2.5	Pharmacy	(0, 4]	Units <= 1
IPRATROPIUM 0.5 MG /2.5	IPRATROPIUM 0.5 MG /2.5	Pharmacy	1.0	1.0	1.0	ipratropium 0.5_mg/2.5	Pharmacy	(0, 4]	Units <= 1
IPRATROPIUM 0.5MG/2.5ML SOLN UD	IPRATROPIUM 0.5MG/2.5ML SOLN UD	Pharmacy	1.0	56.6	56.6	ipratropium 0.5_mg/2.5_ml solution ud	Pharmacy	(41, 61]	Units <= 1
IPRATROPIUM - ALBUTEROL 0.5 - 2.5 (3) MG/3ML SOLN	IPRATROPIUM ALBUTEROL 0.5 2.5 3 MG/3ML SOLN	Pharmacy	1.0	15.0	15.0	ipratropium albuterol 0.5 2.5 3_mg/3_ml solution	Pharmacy	(4, 17]	Units <= 1
HB IR PROCEDURE RM ADDL 15 MIN	IR PROCEDURE RM ADDL 15 MIN	OR Services	2.0	746.0	397.62	interventional radiology procedure room additional 15_minutes	Procedure	(287, 641]	Units > 1
HB IR PROCEDURE RM CA FIRST 15 MIN	IR PROCEDURE RM CA FIRST 15 MIN	OR Services	1.0	1352.75	1352.75	interventional radiology procedure room ca first 15_minutes	Procedure	(997, 2496]	Units <= 1
HB IR PROCEDURE RM FIRST 15 MIN	IR PROCEDURE RM FIRST 15 MIN	OR Services	1.0	711.02	711.02	interventional radiology procedure room first 15_minutes	Radiology	(641, 997]	Units <= 1
HB IR PROCEDURE RM GA FIRST 15 MIN	IR PROCEDURE RM GA FIRST 15 MIN	OR Services	1.0	1352.75	1352.75	interventional radiology procedure room ga first 15_minutes	Procedure	(997, 2496]	Units <= 1
HB IRG/INSULIN (TOTAL) 01	IRG/INSULIN TOTAL 01	Laboratory	4.5	660.3	147.14	irg/insulin total 1	Pharmacy	(92, 287]	Units > 1
IRIS OVERLAY PAD	IRIS OVERLAY PAD	Implant/Supply	1.0	112.0	112.0	iris overlay pad	Supply	(92, 287]	Units <= 1
IRON	IRON	Implant/Supply	1.0	107.0	107.0	iron	Laboratory	(92, 287]	Units <= 1
HB IRON	IRON	Laboratory	1.0	93.0	93.0	iron	Laboratory	(92, 287]	Units <= 1
HB IRON *	IRON 	Laboratory	1.0	97.0	97.0	iron	Laboratory	(92, 287]	Units <= 1
HC IRON BINDING CAPACITY TOTAL	IRON BINDING CAPACITY TOTAL	Laboratory	1.0	77.0	77.0	iron binding capacity total	Laboratory	(61, 92]	Units <= 1
HB IRON BLOOD	IRON BLOOD	Laboratory	1.0	92.0	92.0	iron blood	Laboratory	(61, 92]	Units <= 1
IRON BLOOD *	IRON BLOOD 	Laboratory	1.0	69.0	69.0	iron blood	Laboratory	(61, 92]	Units <= 1
IRON ELEMENTAL 15MG/ML	IRON ELEMENTAL 15MG/ML	Drugs Requiring Specific Identification	1.0	3.0	3.0	iron elemental 15_mg/ml	Pharmacy	(0, 4]	Units <= 1
IRON ELEMENTAL 15MG/ML	IRON ELEMENTAL 15MG/ML	Outpatient or Home	1.0	2.75	2.75	iron elemental 15_mg/ml	Pharmacy	(0, 4]	Units <= 1
IRON SUCROSE 20 MG/ML SOLN	IRON SUCROSE 20 MG/ML SOLN	Drugs Requiring Detailed Coding	200.0	486.75	2.8875	iron sucrose 20_mg/ml solution	Pharmacy	(0, 4]	Units > 1
IRON SUCROSE 20 MG/ML SOLN	IRON SUCROSE 20 MG/ML SOLN	Pharmacy	100.0	152.9	1.552	iron sucrose 20_mg/ml solution	Pharmacy	(0, 4]	Units > 1
IRRADIATION PROCESS	IRRADIATION PROCESS	Laboratory	1.0	280.0	280.0	irradiation process	Blood Products	(92, 287]	Units <= 1
IRRADIATION PROCESSING	IRRADIATION PROCESSING	Blood	1.0	130.0	130.0	irradiation processing	Blood Products	(92, 287]	Units <= 1
IRRADIATION PROCESSING	IRRADIATION PROCESSING	Laboratory	1.0	82.0	82.0	irradiation processing	Blood Products	(61, 92]	Units <= 1
HC IRRIGATION TRAY 70CC	IRRIGATION TRAY 70CC	Implant/Supply	1.0	4.22	4.22	irrigation tray 70_cc	Supply	(4, 17]	Units <= 1
ISCHEMIC SENSOR	ISCHEMIC SENSOR	Implant/Supply	1.0	600.0	600.0	ischemic sensor	Supply	(287, 641]	Units <= 1
HB ISLET CELL ANTIBODY	ISLET CELL ANTIBODY	Laboratory	1.0	162.0	162.0	islet cell antibody	Laboratory	(92, 287]	Units <= 1
ISO HEMAGLUTININ TITER	ISO HEMAGLUTININ TITER	Blood	1.0	208.0	208.0	iso hemagglutinin titer	Laboratory	(92, 287]	Units <= 1
ISOAGGLUTININ TITER	ISOAGGLUTININ TITER	Laboratory	1.0	80.0	80.0	isoagglutinin titer	Laboratory	(61, 92]	Units <= 1
HC ISOFLURANE PER HOUR	ISOFLURANE PER HOUR	Implant/Supply	4.0	380.0	95.0	isoflurane per hour	Pharmacy	(92, 287]	Units > 1
HC ISOLATION SUPPLIES	ISOLATION SUPPLIES	Implant/Supply	1.0	219.78	219.78	isolation supplies	Supply	(92, 287]	Units <= 1
HC ISOLATION SUPPLY NON-PATIENT ROOM	ISOLATION SUPPLY NON PATIENT ROOM	Implant/Supply	1.0	96.0	96.0	isolation supply non patient room	Supply	(92, 287]	Units <= 1
HB ISOLATION WITH N95 MASK	ISOLATION WITH N95 MASK	Implant/Supply	1.0	682.75	682.75	isolation with n95 mask	Supply	(641, 997]	Units <= 1
HB ISOPROTERENOL 0.2MG/ML AMP	ISOPROTERENOL 0.2MG/ML AMP	Pharmacy	1.0	9667.84	9666.854	isoproterenol 0.2 mg/ml ampule	Pharmacy	(9320, 187611]	Units <= 1
ISOPROTERENOL IN NS (DUH EP LAB) 0.4 MG/100 ML SOLN	ISOPROTERENOL IN NS DUH EP LAB 0.4 MG/100 ML SOLN	Pharmacy	1.0	4057.98	4057.98	isoproterenol in normal_saline duh ep laboratory 0.4_mg/100_ml solution	Pharmacy	(2496, 9320]	Units <= 1
ISOSORBIDE DINITRATE 10	ISOSORBIDE DINITRATE 10	Drugs Requiring Specific Identification	1.0	5.0	5.0	isosorbide dinitrate 10	Pharmacy	(4, 17]	Units <= 1
ISOSORBIDE DINITRATE 10	ISOSORBIDE DINITRATE 10	Pharmacy	1.0	4.0	4.0	isosorbide dinitrate 10	Pharmacy	(0, 4]	Units <= 1
ISOSORBIDE DINITRATE 20	ISOSORBIDE DINITRATE 20	Drugs Requiring Specific Identification	2.0	10.8	5.4	isosorbide dinitrate 20	Pharmacy	(4, 17]	Units > 1
ISOSORBIDE DINITRATE 20	ISOSORBIDE DINITRATE 20	Pharmacy	2.0	5.2	2.6	isosorbide dinitrate 20	Pharmacy	(0, 4]	Units > 1
ISOVUE 370 - PER ML	ISOVUE 370 PER ML	Drugs Requiring Detailed Coding	75.0	34.125	0.39	isovue 370 per ml	Pharmacy	(0, 4]	Units > 1
HC ISOVUE 370 PER ML	ISOVUE 370 PER ML	Pharmacy	100.0	77.0	0.77	isovue 370 per ml	Pharmacy	(0, 4]	Units > 1
HB ISRADIPINE 2.5MG PO CAPS	ISRADIPINE 2.5MG PO CAPS	Pharmacy	1.0	3.69	3.69	isradipine 2.5 mg by_mouth capsule	Pharmacy	(0, 4]	Units <= 1
HC - ISTAT GLUCOSE	ISTAT GLUCOSE	Laboratory	1.0	78.0	78.0	istat glucose	Monitoring	(61, 92]	Units <= 1
HC ISTAT, HCT	ISTAT HCT	Laboratory	1.0	34.0	34.0	istat hematocrit	Laboratory	(17, 41]	Units <= 1
HC ISTAT, K	ISTAT K	Laboratory	1.0	46.0	46.0	istat potassium	Laboratory	(41, 61]	Units <= 1
ISUCROSE N.F. 24% SOLUTION AMP 1ML	ISUCROSE N.F. 24% SOLUTION AMP 1ML	Pharmacy	1.0	2.0	2.0	sucrose nf 24% solution ampule 1_ml	Pharmacy	(0, 4]	Units <= 1
IV 0.9% NACL 100 ML	IV 0.9% NACL 100 ML	Pharmacy	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 100_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV 0.9% NACL 1000 ML	IV 0.9% NACL 1000 ML	Drugs Requiring Detailed Coding	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 1000_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV 0.9% NACL 1000 ML	IV 0.9% NACL 1000 ML	Pharmacy	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 1000_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV 0.9% NACL 250 ML	IV 0.9% NACL 250 ML	Pharmacy	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 250_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV 0.9% NACL 50 ML	IV 0.9% NACL 50 ML	Pharmacy	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 50_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV 0.9% NACL 500 ML	IV 0.9% NACL 500 ML	Drugs Requiring Detailed Coding	1.5	80.0	60.0	intravenous 0.9% sodium_chloride 500_ml	Diluent / Flush / Irrigant	(41, 61]	Units > 1
IV 0.9% NACL 500 ML	IV 0.9% NACL 500 ML	Pharmacy	1.0	80.0	80.0	intravenous 0.9% sodium_chloride 500_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV ACCESS VALVE	IV ACCESS VALVE	Implant/Supply	1.0	10.0	5.0	intravenous access valve	Supply	(4, 17]	Units <= 1
IV ACD SOLUTION 1000ML	IV ACD SOLUTION 1000ML	Implant/Supply	1.5	77.55	51.7	intravenous anticoagulant Citrate Dextrose Solution 1000ml	Pharmacy	(41, 61]	Units > 1
IV COMBINED SUPPLIES	IV COMBINED SUPPLIES	Implant/Supply	1.0	152.0	152.0	intravenous combined supplies	Supply	(92, 287]	Units <= 1
IV CONTINOUS - FLOW TUBI	IV CONTINOUS FLOW TUBI	Implant/Supply	1.0	61.0	52.0	intravenous continuous flow tubing	Supply	(41, 61]	Units <= 1
IV D5W / 0.45% NACL 1000 M	IV D5W / 0.45% NACL 1000 M	Pharmacy	2.0	80.0	40.0	intravenous dextrose_5%_in_water/0.45% sodium_chloride 1000 m	Pharmacy	(17, 41]	Units > 1
IV D5W  100 ML	IV D5W 100 ML	Pharmacy	1.0	80.0	80.0	intravenous dextrose_5%_in_water 100_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV D5W  250 ML	IV D5W 250 ML	Pharmacy	1.0	80.0	80.0	intravenous dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV D5W 250ML	IV D5W 250ML	IV Solutions	1.0	225.45	225.45	intravenous dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(92, 287]	Units <= 1
IV D5W 250ML	IV D5W 250ML	Pharmacy	1.0	45.0	45.0	intravenous dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(41, 61]	Units <= 1
IV D5W  50 ML	IV D5W 50 ML	Pharmacy	1.0	80.0	80.0	intravenous dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV D5W 500 ML	IV D5W 500 ML	Pharmacy	1.0	80.0	80.0	intravenous dextrose_5%_in_water 500_ml	Diluent / Flush / Irrigant	(61, 92]	Units <= 1
IV DEX 05% 250CC	IV DEX 05% 250CC	IV Solutions	1.0	113.0	113.0	intravenous dextrose 05% 250_cc	Diluent / Flush / Irrigant	(92, 287]	Units <= 1
IV DEX 05% 250CC	IV DEX 05% 250CC	Pharmacy	1.0	113.0	113.0	intravenous dextrose 05% 250_cc	Diluent / Flush / Irrigant	(92, 287]	Units <= 1
IV DEX 05% LAC RIN 1000CC	IV DEX 05% LAC RIN 1000CC	IV Solutions	1.0	113.0	113.0	intravenous dextrose 05% lactated_ringers 1000_cc	Pharmacy	(92, 287]	Units <= 1
IV DEX 05% NACL .45% 1000	IV DEX 05% NACL .45% 1000	IV Solutions	1.0	113.0	113.0	intravenous dextrose 05% sodium_chloride 0.45% 1000	Diluent / Flush / Irrigant	(92, 287]	Units <= 1
IV EXTENSION Y TYPE	IV EXTENSION Y TYPE	Implant/Supply	2.0	53.16	26.58	intravenous extension y type	Supply	(17, 41]	Units > 1
IV FILTER	IV FILTER	Implant/Supply	1.0	39.69	39.69	intravenous filter	Supply	(17, 41]	Units <= 1
IV HYDRAT EA ADD HR	IV HYDRAT EA ADD HR	Emergency Room	1.0	110.0	88.0	intravenous hydration each additional hour	Nursing Services	(61, 92]	Units <= 1
IV HYDRAT EA ADD HR	IV HYDRAT EA ADD HR	IV Therapy	1.0	316.5	194.19	intravenous hydration each additional hour	Nursing Services	(92, 287]	Units <= 1
IV HYDRAT EA ADD HR	IV HYDRAT EA ADD HR	Treatment/Observation Room	8.0	720.0	90.0	intravenous hydration each additional hour	Nursing Services	(61, 92]	Units > 1
HC IV INF THER ADD HR	IV INF THER ADD HR	Emergency Room	2.5	507.5	145.0	intravenous_infusion therapy additional hour	Nursing Services	(92, 287]	Units > 1
