,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1534,KETOROLAC TROMETHAMINE PER 15MG,ketorolac tromethamine per 15_mg,819.0,Pharmacy,Laboratory,Pharmacy,32.0,46.875,37.5,Pharmacy,0.73,1,Pharmacy,0.46,1,Pharmacy,0.956689977332,1,Pharmacy,0.999183617003,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.786468398584
1535,KIT ADM TOOTHETTE/PEROX A MNT,kit admission toothette peroxide mint,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,PT / OT / Speech Therapy,0.7,0,Supply,0.36,1,Supply,0.96,1,Laboratory,0.41113852816,0,Supply,"DLevenshtein, Logistic_OvR",0.33
1536,KIT ARTERIAL LINE CUSTOM,kit arterial line custom,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,1.0,1,Supply,1.0,1,Supply,0.928898429083,1,Supply,0.999845043418,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1537,KIT ARTIFICAL HEART,kit artificial heart,278.0,Supply,Implant,Supply,148.0,50.0,43.9189189189,Supply,0.78,1,Supply,0.48,1,Supply,0.96,1,Implant,0.714866999416,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.74
1538,KIT CUSTOM CDX3,kit custom cdx3,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.76,1,Supply,0.46,1,Supply,0.96,1,Supply,0.943223326148,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1539,KIT DRESSING CENTRAL LINE,kit dressing central line,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.81,1,Supply,0.963875347739,1,Supply,0.999978220791,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1540,KIT DRESSING CENTRAL LINE,kit dressing central line,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.81,1,Supply,0.963875347739,1,Supply,0.999978220791,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1541,KIT DRESSING NICU CENTRAL L,kit dressing neonatal intensive_care_unit central line,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.78,1,Supply,0.48,1,Supply,0.96,1,Supply,0.999972806008,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1542,KIT FEED GASTROSTOMY 14FRX,kit feed gastrostomy 14fr,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.94,1,Supply,0.96,1,Supply,0.977180972407,1,Supply,0.999742221574,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1543,KIT GASTROSTOMY MIC KEY 12FR 1.2CM,kit gastrostomy mic key 12fr 1.2cm,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.77,1,Supply,0.81,1,Supply,0.967340505669,1,Supply,0.997788887732,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1544,KIT HUB ENTRY/CAP CHANGE,kit hub entry cap change,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.75,1,Supply,0.43,1,Supply,0.91366513053,1,Supply,0.854128196368,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1545,KIT NEEDLE GUIDE 18GAG001C021,kit needle guide 18gauge 001c021,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Procedure,0.71,0,Supply,0.35,1,Supply,0.957321468845,1,Supply,0.998781709267,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
1546,KIT OATH 0D5. 0FR URIN CATH CLS,kit oath 0d5 0fr urine catheter cls,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.92,1,Supply,0.92,1,Supply,0.946061789842,1,Supply,0.991973508277,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1547,KIT OR ROOM TURNOVER ADVM,kit operating_room room turnover advm,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.68,1,Supply,0.41,1,Supply,0.92,1,Supply,0.701212077276,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1548,KIT OR ROOM TURNOVER ADVM,kit operating_room room turnover advm,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.68,1,Supply,0.41,1,Supply,0.92,1,Supply,0.701212077276,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1549,KIT ORAL CARE 24 HR LARGE,kit oral care 24 hour large,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.88,1,Supply,0.93,1,Supply,0.907301945062,1,Supply,0.99821385147,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1550,KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double_lumen,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.74,1,Supply,0.93,1,Supply,0.941043112125,1,Supply,0.878505516432,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1551,KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double_lumen,278.0,Supply,Implant,Supply,148.0,50.0,43.9189189189,Supply,0.74,1,Supply,0.93,1,Supply,0.941043112125,1,Supply,0.878505516432,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872387157139
1552,KIT PICC REMOVAL,kit peripherally inserted central catheter removal,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Procedure,0.75,1,Procedure,0.81,1,Supply,0.96,0,Procedure,0.977387184809,1,Procedure,"Jaro, DLevenshtein, DeepNN",0.84579572827
1553,KIT SUCT CATH 10FR,kit suction catheter 10fr,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.79,1,Supply,0.81,1,Supply,0.983895399496,1,Supply,0.99997416636,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1554,KIT TOOL SURG.PUMP HVAD,kit tool surgical pump hvad,270.0,Capital Equipment,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.69,1,Capital Equipment,0.35,0,Supply,0.92,1,Supply,0.96983862849,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.95
1555,KIT TRACH SUC CATH 10F,kit tracheostomy suction catheter 10f,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.96,1,Supply,0.94,1,Supply,0.96687917622,1,Supply,0.99968255919,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1556,KIT TRACH SUC CATH 10F,kit tracheostomy suction catheter 10f,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.96,1,Supply,0.94,1,Supply,0.96687917622,1,Supply,0.99968255919,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1557,LAB IONIZED CA WHOLE BLOOD ,laboratory ionized calcium whole blood,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,0.978048470076,1,Laboratory,0.999997873944,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1558,LACOSAMIDE 100 MG TAB,lacosamide 100_mg tablet,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.968665468032,1,Pharmacy,0.996569967525,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1559,LACOSAMIDE 100 MG TAB,lacosamide 100_mg tablet,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.968665468032,1,Pharmacy,0.996569967525,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1560,LACOSAMIDE 100 MG TAB,lacosamide 100_mg tablet,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.968665468032,1,Pharmacy,0.996569967525,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1561,LACOSAMIDE 200 MG/20 ML SO,lacosamide 200_mg/20_ml solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.79,1,Pharmacy,0.81,1,Pharmacy,0.979417396678,1,Pharmacy,0.999741608773,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1562,LACRI LUBE OPHT OINT 3.5GM,lacri lube ophth ointment 3.5_gm,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,0.79,1,Supply,0.81,1,Pharmacy,0.515225929712,0,Pharmacy,0.614236774396,0,Supply,"Jaro, DLevenshtein",0.4
1563,LACRI LUBE OPHT OINT 3.5GM,lacri lube ophth ointment 3.5_gm,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.79,1,Supply,0.81,1,Pharmacy,0.515225929712,0,Pharmacy,0.614236774396,0,Supply,"Jaro, DLevenshtein",0.4
1564,LACTATE,lactate,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999822509036,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1565,LACTATE,lactate,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999822509036,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1566,LACTATE DEHYD,lactate dehydrogenase,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,0.93814307228,1,Laboratory,0.999960526316,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1567,LACTATE LAC,lactate lactate,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,0.904279992232,1,Laboratory,0.999799665776,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1568,LACTATE LAC,lactate lactate,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,0.904279992232,1,Laboratory,0.999799665776,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1569,LACTATE LACTIC ACID ,lactate lactic acid,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.998021688344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1570,LACTATE LACTIC ACID ,lactate lactic acid,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.998021688344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1571,LACTATE LACTIC ACID POCT,lactate lactic acid point_of_care_testing,300.0,Monitoring,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.94,1,Laboratory,0.96,1,Monitoring,0.76,0,Monitoring,0.961750067026,0,Laboratory,"Jaro, DLevenshtein",0.475
1572,LACTATE LACTIC ACID POCT,lactate lactic acid point_of_care_testing,301.0,Monitoring,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.94,1,Laboratory,0.96,1,Monitoring,0.76,0,Monitoring,0.961750067026,0,Laboratory,"Jaro, DLevenshtein",0.475
1573,LACTATE/LACTIC ACID,lactate lactic acid,250.0,Laboratory,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,0.998021688344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.969505422086
1574,LACTATE/LACTIC ACID,lactate lactic acid,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,0.998021688344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1575,LACTATE/LACTIC ACID,lactate lactic acid,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.98,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,0.998021688344,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1576,LACTATE/LACTIC ACID BODY FLUID,lactate lactic acid body fluid,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,0.94169869099,1,Laboratory,0.999984750835,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1577,LACTATED RINGERS 1000,lactated ringers 1000,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,0.416493111239,1,Pharmacy,0.907365721849,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1578,LACTATED RINGERS 1000,lactated ringers 1000,258.0,Pharmacy,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,0.416493111239,1,Pharmacy,0.907365721849,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793464708272
1579,LACTATED RINGERS 1000,lactated ringers 1000,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,0.416493111239,1,Pharmacy,0.907365721849,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1580,LACTATED RINGERS 1000,lactated ringers 1000,453.0,Pharmacy,Pharmacy,,1.0,100.0,0.0,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,0.416493111239,1,Pharmacy,0.907365721849,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1581,LACTATED RINGERS 1000,lactated ringers 1000,636.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,0.416493111239,1,Pharmacy,0.907365721849,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1582,LACTATED RINGERS INTRAVENOUS SOLUTION,lactated_ringers intravenous solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.999409409576,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1583,LACTATED RINGERS INTRAVENOUS SOLUTION,lactated_ringers intravenous solution,258.0,Pharmacy,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.999409409576,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922352352394
1584,LACTIC ACID WB,lactic acid whole_blood,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.95,1,Laboratory,0.96,1,Laboratory,0.945460390135,1,Laboratory,0.999833344474,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1585,LACTOBACILLUS RHAMNOSUS G,lactobacillus rhamnosus gram,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.76,1,Pharmacy,0.81,1,Laboratory,0.517974443737,0,Laboratory,0.986445530028,0,Pharmacy,"Jaro, DLevenshtein",0.3925
1586,LACTOBACILLUS RHAMNOSUS G,lactobacillus rhamnosus gram,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.76,1,Pharmacy,0.81,1,Laboratory,0.517974443737,0,Laboratory,0.986445530028,0,Pharmacy,"Jaro, DLevenshtein",0.3925
1587,LACTOBACILLUS RHAMNOSUS G,lactobacillus rhamnosus gram,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.76,1,Pharmacy,0.81,1,Laboratory,0.517974443737,0,Laboratory,0.986445530028,0,Pharmacy,"Jaro, DLevenshtein",0.3925
1588,LAMICTAL 100MG,lamictal 100 mg,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.76,1,Pharmacy,0.47,1,Pharmacy,0.933955685042,1,Pharmacy,0.926747395991,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1589,LANOLIN OINT 7 G TUBE,lanolin ointment 7 gram tube,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.73,1,Pharmacy,0.81,1,Pharmacy,0.76,1,Pharmacy,0.760948987069,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1590,LANSOPRAZOLE 30MG SOLUTAB,lansoprazole 30 mg solutab,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.956144352451,1,Pharmacy,0.998256546866,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1591,LANSOPRAZOLE 30MG SOLUTAB,lansoprazole 30 mg solutab,251.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.956144352451,1,Pharmacy,0.998256546866,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1592,LANSOPRAZOLE 30MG SOLUTAB,lansoprazole 30 mg solutab,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.956144352451,1,Pharmacy,0.998256546866,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1593,LANSOPRAZOLE 30MG SOLUTAB,lansoprazole 30 mg solutab,260.0,Pharmacy,Pharmacy,Nursing Services,96.0,67.7083333333,19.7916666667,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,0.956144352451,1,Pharmacy,0.998256546866,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1594,LD LDH,lactate dehydrogenase lactic_dehydrogenase,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.93943052148,1,Laboratory,0.99994423663,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1595,LDH,lactic_dehydrogenase,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.915015836495,1,Laboratory,0.99985314129,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1596,LDH,lactic_dehydrogenase,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.915015836495,1,Laboratory,0.99985314129,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1597,LDH,lactic_dehydrogenase,305.0,Laboratory,Laboratory,Monitoring,271.0,92.6199261993,4.79704797048,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.915015836495,1,Laboratory,0.99985314129,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1598,LDH,lactic_dehydrogenase,402.0,Laboratory,Radiology,Laboratory,64.0,54.6875,32.8125,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.915015836495,1,Laboratory,0.99985314129,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.978717244446
1599,LEAD PACE NOVUS CAPSUREFIX 5076 52CM,lead pace novus capsurefix 5076 52cm,278.0,Implant,Implant,Supply,148.0,50.0,43.9189189189,Supply,0.7,1,Supply,0.35,1,Supply,0.521609917228,1,Procedure,0.394313515031,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.523869972409
1600,LEUTINIZING HORMONE/5,leutinizing hormone/5,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.72,1,Laboratory,0.81,1,Laboratory,0.96,1,Laboratory,0.998982701387,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1601,LEVALBUTEROL XOPENCX 1.25MG,levalbuterol xopepex 1.25 mg,252.0,Pharmacy,Pharmacy,Supply,182.0,85.1648351648,5.49450549451,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.96668643481,1,Pharmacy,0.999083327946,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1602,LEVEL IV SURG PATH GROS,level 4 surgical pathology gross,312.0,Laboratory,Laboratory,Blood Products,45.0,95.5555555556,2.22222222222,Laboratory,0.96,1,Laboratory,0.96,1,Laboratory,0.96,1,Laboratory,0.99999089201,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1603,LEVEMIR 100UNIT/ML VIAL 10ML,levemir 100_units/ml vial 10_ml,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.77,1,Pharmacy,0.88,1,Pharmacy,0.938054435795,1,Pharmacy,0.988886165158,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1604,LEVETIRACETAM 100 MG/ML SOLN,levetiracetam 100_mg/ml solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.987790398673,1,Pharmacy,0.999767631664,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1605,LEVETIRACETAM 100 MG/ML SOLN,levetiracetam 100_mg/ml solution,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.987790398673,1,Pharmacy,0.999767631664,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1606,LEVETIRACETAM 100 MG/ML SOLN,levetiracetam 100_mg/ml solution,350.0,Pharmacy,Pharmacy,Radiology,40.0,45.0,45.0,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.987790398673,1,Pharmacy,0.999767631664,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1607,LEVETIRACETAM 100 MG/ML SOLN,levetiracetam 100_mg/ml solution,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.987790398673,1,Pharmacy,0.999767631664,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1608,LEVOCARNITINE 100 MG/ML SOLUTION,levocarnitine 100_mg/ml solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.950188181278,1,Pharmacy,0.999240296249,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1609,LIDOCAINE 100 MG/5 ML SYRINGE,lidocaine 100_mg/5_ml syringe,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.98110249207,1,Pharmacy,0.999994726676,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1610,LIDOCAINE 100 MG/5 ML SYRINGE,lidocaine 100_mg/5_ml syringe,636.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.98110249207,1,Pharmacy,0.999994726676,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1611,LIDOCAINE 100 MG/5 ML SYRINGE,lidocaine 100_mg/5_ml syringe,730.0,Pharmacy,Pharmacy,Cardiology,42.0,45.2380952381,42.8571428571,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,0.98110249207,1,Pharmacy,0.999994726676,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1612,LIDOCAINE 5% PATCH,lidocaine 5% patch,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,0.944040693098,1,Pharmacy,0.997729967897,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1613,LIDOCAINE 5% PATCH,lidocaine 5% patch,251.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,0.944040693098,1,Pharmacy,0.997729967897,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
1614,LIDOCAINE 5% PATCH,lidocaine 5% patch,252.0,Pharmacy,Pharmacy,Supply,182.0,85.1648351648,5.49450549451,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,0.944040693098,1,Pharmacy,0.997729967897,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
