descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	amount_bins	Dominant CC1	Dominant CC2	# of descriptions	% Dominance1	% Dominance2
OMEPRAZOLE 20 MG CPDR	OMEPRAZOLE 20 MG CPDR	251.0	1.0	7.98	7.98	omeprazole 20_mg cpdr	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
OMEPRAZOLE 20 MG CPDR	OMEPRAZOLE 20 MG CPDR	259.0	1.0	5.0	5.0	omeprazole 20_mg cpdr	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
OMEPRAZOLE 20 MG CPDR	OMEPRAZOLE 20 MG CPDR	260.0	1.0	0.55	0.55	omeprazole 20_mg cpdr	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
OMEPRAZOLE 20 MG CPDR	OMEPRAZOLE 20 MG CPDR	637.0	1.0	4.3	3.95	omeprazole 20_mg cpdr	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
OMEPRAZOLE 20 MG CPDR 1,000 EACH BOTTLE	OMEPRAZOLE 20 MG CPDR 1 000 EACH BOTTLE	250.0	1.0	90.99	90.99	omeprazole 20_mg cpdr 1 000 each bottle	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB OMEPRAZOLE 20MG CAPSULE	OMEPRAZOLE 20MG CAPSULE	250.0	2.0	9.0	5.25	omeprazole 20 mg capsule	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
OMEPRAZOLE 20MG CAPSULE	OMEPRAZOLE 20MG CAPSULE	637.0	1.0	3.25	3.25	omeprazole 20 mg capsule	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB OMEPRAZOLE 2MG/ML ORAL SUSPENSION KIT	OMEPRAZOLE 2MG/ML ORAL SUSPENSION KIT	251.0	3.5	7.33	2.2055	omeprazole 2 mg/ml oral suspension kit	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
OMEPRAZOLE 40 MG CPDR	OMEPRAZOLE 40 MG CPDR	250.0	1.0	25.0	25.0	omeprazole 40_mg cpdr	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
OMEPRAZOLE 40 MG CPDR	OMEPRAZOLE 40 MG CPDR	260.0	1.0	25.0	25.0	omeprazole 40_mg cpdr	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
OMEPRAZOLE 40 MG CPDR	OMEPRAZOLE 40 MG CPDR	637.0	1.0	11.0	11.0	omeprazole 40_mg cpdr	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HB ONC FISH + CULTURE: ANALYSIS	ONC FISH + CULTURE ANALYSIS	300.0	1.0	138.14	138.14	oncology fish and culture analysis	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB ONC FISH + CULTURE: DIRECT CELL CULTURE	ONC FISH + CULTURE DIRECT CELL CULTURE	300.0	1.0	606.58	606.58	oncology fish and culture direct cell culture	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB ONC FISH + CULTURE: FISH PROBE	ONC FISH + CULTURE FISH PROBE	300.0	2.0	184.18	92.09	oncology fish and culture fish probe	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB ONC FISH + PET: ANALYSIS	ONC FISH + PET ANALYSIS	300.0	1.0	138.14	138.14	oncology fish and pet analysis	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB ONC FISH + PET: FISH PROBE	ONC FISH + PET FISH PROBE	300.0	2.0	184.18	92.09	oncology fish and pet fish probe	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB ONC FISH + PET: PET PROCESSING	ONC FISH + PET PET PROCESSING	310.0	1.0	698.87	698.87	oncology fish and pet pet processing	Laboratory	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
ONDANS HCL 1MG - 2MG/ML 2ML INJ	ONDANS HCL 1MG 2MG/ML 2ML INJ	636.0	4.0	16.5	4.125	ondansetron hydrochloride 1_mg 2_mg/ml 2_ml injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 1 MG INJ	ONDANSETRON 1 MG INJ	250.0	4.0	25.0	6.25	ondansetron 1_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 1 MG INJ	ONDANSETRON 1 MG INJ	636.0	8.0	216.0	27.0	ondansetron 1_mg injection	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
ONDANSETRON 1MG INJ	ONDANSETRON 1MG INJ	250.0	4.0	83.46	17.34	ondansetron 1_mg injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HC-ONDANSETRON 1MG INJ	ONDANSETRON 1MG INJ	636.0	4.0	12.0	3.0	ondansetron 1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 1MG INJ	ONDANSETRON 1MG INJ	800.0	1.0	55.5	55.5	ondansetron 1_mg injection	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
ONDANSETRON 1MG ODT	ONDANSETRON 1MG ODT	250.0	8.0	12.8	1.6	ondansetron 1_mg orally disintegrating tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 2 MG/ML SOLN	ONDANSETRON 2 MG/ML SOLN	250.0	4.0	7.85	1.9625	ondansetron 2_mg/ml solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 2 MG/ML SOLN	ONDANSETRON 2 MG/ML SOLN	420.0	4.0	76.15	19.0375	ondansetron 2_mg/ml solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 2 MG/ML SOLN	ONDANSETRON 2 MG/ML SOLN	636.0	4.0	72.47	18.1175	ondansetron 2_mg/ml solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 2 MG/ML SOLN	ONDANSETRON 2 MG/ML SOLN	819.0	4.0	2.1	0.525	ondansetron 2_mg/ml solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG TABS	ONDANSETRON 4 MG TABS	250.0	1.0	51.8	13.94	ondansetron 4_mg tablets	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG TABS	ONDANSETRON 4 MG TABS	260.0	1.0	81.8	81.8	ondansetron 4_mg tablets	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
ONDANSETRON 4 MG TABS	ONDANSETRON 4 MG TABS	636.0	4.0	76.82	19.205	ondansetron 4_mg tablets	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG TBDL	ONDANSETRON 4 MG TBDL	250.0	4.0	2.53	1.54	ondansetron 4_mg tbdl	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG TBDL	ONDANSETRON 4 MG TBDL	251.0	4.0	8.75	2.1875	ondansetron 4_mg tbdl	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG TBDL	ONDANSETRON 4 MG TBDL	536.0	4.0	170.0	42.5	ondansetron 4_mg tbdl	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
ONDANSETRON 4 MG TBDL	ONDANSETRON 4 MG TBDL	636.0	4.0	125.9	31.475	ondansetron 4_mg tbdl	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
ONDANSETRON 4 MG TBDL	ONDANSETRON 4 MG TBDL	637.0	1.0	7.94	7.94	ondansetron 4_mg tbdl	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG VL	ONDANSETRON 4 MG VL	250.0	1.0	229.85	229.85	ondansetron 4_mg vial	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
ONDANSETRON 4 MG VL	ONDANSETRON 4 MG VL	636.0	1.0	144.9	95.0	ondansetron 4_mg vial	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
ONDANSETRON 4 MG/2 ML INJ	ONDANSETRON 4 MG/2 ML INJ	250.0	1.0	3.2	3.2	ondansetron 4_mg/2_ml injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG/2 ML INJ	ONDANSETRON 4 MG/2 ML INJ	636.0	1.0	8.45	8.45	ondansetron 4_mg/2_ml injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2 ML INJ	ONDANSETRON 4 MG/2 ML INJ	730.0	1.0	8.0	8.0	ondansetron 4_mg/2_ml injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2 ML SOLN	ONDANSETRON 4 MG/2 ML SOLN	250.0	4.0	10.25	2.5625	ondansetron 4_mg/2_ml solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG/2 ML SOLN	ONDANSETRON 4 MG/2 ML SOLN	636.0	4.0	34.41	8.6025	ondansetron 4_mg/2_ml solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	250.0	4.0	15.0	3.75	ondansetron 4_mg/2_ml solution 2_ml vial	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	300.0	1.0	90.3	90.3	ondansetron 4_mg/2_ml solution 2_ml vial	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	331.0	4.0	45.57	11.3925	ondansetron 4_mg/2_ml solution 2_ml vial	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	ONDANSETRON 4 MG/2 ML SOLN 2 ML VIAL	636.0	4.0	22.35	5.5875	ondansetron 4_mg/2_ml solution 2_ml vial	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2ML SOLN	ONDANSETRON 4 MG/2ML SOLN	250.0	4.0	49.3	12.325	ondansetron 4_mg/2_ml solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4 MG/2ML  SOLN	ONDANSETRON 4 MG/2ML SOLN	636.0	4.0	20.0	4.0	ondansetron 4_mg/2_ml solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON 4MG/2ML INJ	ONDANSETRON 4MG/2ML INJ	250.0	1.0	11.0	6.0	ondansetron 4_mg/2_ml injection	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ONDANSETRON 4MG/2ML INJ	ONDANSETRON 4MG/2ML INJ	636.0	2.0	69.5	46.77	ondansetron 4_mg/2_ml injection	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
ONDANSETRON HCL 1 MG INJ	ONDANSETRON HCL 1 MG INJ	250.0	1.0	3.6	3.6	ondansetron hcl 1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON   HCL 1  MG INJ	ONDANSETRON HCL 1 MG INJ	636.0	4.0	11.0	2.75	ondansetron hcl 1_mg injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB ONDANSETRON HCL 40 MC/20ML IJ SOLN	ONDANSETRON HCL 40 MC/20ML IJ SOLN	251.0	2.0	3.35	1.675	ondansetron hydrochloride 40 mc/20 ml injection solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB ONDANSETRON HCL 40 MG/20ML IJ	ONDANSETRON HCL 40 MG/20ML IJ	251.0	4.0	4.68	1.17	ondansetron hydrochloride 40 mg/20 ml injection	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB ONDANSETRON HCL 40 MG/20ML IJ SOLN	ONDANSETRON HCL 40 MG/20ML IJ SOLN	251.0	3.0	3.35	1.47	ondansetron hydrochloride 40 mg/20 ml injection solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ONDANSETRON INJ 2MG/ML 2ML	ONDANSETRON INJ 2MG/ML 2ML	636.0	1.0	56.4	56.4	ondansetron injection 2 mg/ml 2 ml	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HC ONE VIEW CHEST	ONE VIEW CHEST	324.0	1.0	249.0	249.0	one view chest	Radiology	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
OP HYDRATE IV INF ADD-ON EA HR	OP HYDRATE IV INF ADD ON EA HR	260.0	1.0	545.0	545.0	outpatient hydrate intravenous_infusion add on each hour	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
OP THER/PROPH/DIAG INJ, IV PUSH	OP THER/PROPH/DIAG INJ IV PUSH	260.0	1.0	512.0	512.0	outpatient therapeutic/prophylactic/diagnostic injection intravenous push	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
OP TX/PRO/DX INJ NEW DRUG ADDON	OP TX/PRO/DX INJ NEW DRUG ADDON	260.0	1.0	284.0	284.0	outpatient treatment/prophylactic/diagnostic injection new drug addon	Nursing Services	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
OPCAB-BLOWER CO2 # CB	OPCAB BLOWER CO2 CB	272.0	1.0	132.0	132.0	opcab blower carbon_dioxide cb	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
OPEN END URETHERAL CATHETER	OPEN END URETHERAL CATHETER	278.0	1.0	67.0	67.0	open end ureteral catheter	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
OPEN - HEART 1ST 30M I/P	OPEN HEART 1ST 30M I/P	360.0	1.0	11616.0	11616.0	open heart 1st 30 minutes in/patient	OR / Anesthesia / Recovery Room	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
OPEN - HEART ADDL 30M I/P	OPEN HEART ADDL 30M I/P	360.0	13.0	46397.0	3569.0	open heart additional 30 minutes in/patient	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OPERATING ROOM ER SURGERY	OPERATING ROOM ER SURGERY	360.0	1.0	513.0	513.0	operating room emergency_room surgery	OR / Anesthesia / Recovery Room	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
OPHTHALMIC LUBRICANT OINT 3.5GM	OPHTHALMIC LUBRICANT OINT 3.5GM	250.0	1.0	15.15	15.15	ophthalmic lubricant ointment 3.5 gm	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
OPHTHALMIC LUBRICANT OINT 3.5GM	OPHTHALMIC LUBRICANT OINT 3.5GM	251.0	1.0	38.95	38.95	ophthalmic lubricant ointment 3.5 gm	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
OPHTHALMIC LUBRICANT OINT 3.5GM	OPHTHALMIC LUBRICANT OINT 3.5GM	270.0	1.0	38.95	38.95	ophthalmic lubricant ointment 3.5 gm	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
OPN HEART PERF ADDL 30 M CVP	OPN HEART PERF ADDL 30 M CVP	360.0	12.0	3648.0	304.0	open heart perfusion additional 30 minutes cvp	OR / Anesthesia / Recovery Room	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
OPN HEART PERFUS 1ST 2HRS CVP	OPN HEART PERFUS 1ST 2HRS CVP	360.0	1.0	4303.0	4303.0	open heart perfusion 1st 2 hrs cvp	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OPTIRAY CONTRAST 100ML	OPTIRAY CONTRAST 100ML	255.0	1.0	52.0	52.0	optiray contrast 100 ml	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
OPTIRAY CONTRAST 50ML	OPTIRAY CONTRAST 50ML	255.0	1.0	31.0	31.0	optiray contrast 50 ml	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
OR GEN LEVEL 1 1ST HR	OR GEN LEVEL 1 1ST HR	360.0	1.0	5988.0	5988.0	operation_room general level 1 1st hour	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR GEN LEVEL 1 EA ADD 15MIN	OR GEN LEVEL 1 EA ADD 15MIN	360.0	7.0	6573.0	939.0	operation_room general level 1 each additional 15_minutes	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR LEV 4 EA ADD MIN	OR LEV 4 EA ADD MIN	360.0	126.0	13475.0	137.5	operation_room level 4 each additional minute	OR / Anesthesia / Recovery Room	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
OR LEV 4 INI 15 MIN	OR LEV 4 INI 15 MIN	360.0	1.0	4473.0	4473.0	operation_room level 4 initial 15_minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 2 ADD'L 15 MINUTES	OR LEVEL 2 ADD L 15 MINUTES	360.0	3.0	1955.0	643.0	operating_room level 2 additional 15_minutes	OR / Anesthesia / Recovery Room	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
OR LEVEL 2 - BASE + PER MIN	OR LEVEL 2 BASE + PER MIN	360.0	77.5	7443.0	96.0387945388	operating room level 2 base and per minutes	OR / Anesthesia / Recovery Room	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
OR LEVEL 2 FIRST \30 MINUTES	OR LEVEL 2 FIRST 30 MINUTES	360.0	1.0	5043.0	5043.0	operating_room level 2 first 30 minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 3 ADD'L 15 MINUTES	OR LEVEL 3 ADD L 15 MINUTES	360.0	3.0	2394.0	767.0	operating_room level 3 additional 15_minutes	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR LEVEL 3 - BASE + PER MIN	OR LEVEL 3 BASE + PER MIN	360.0	249.0	17555.0	107.567873303	operating room level 3 base and per minutes	OR / Anesthesia / Recovery Room	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
OR LEVEL 3 FIRST 30 MINUTES	OR LEVEL 3 FIRST 30 MINUTES	360.0	1.0	5934.5	5934.5	operating_room level 3 first 30 minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 3 FIRST 30 MINUTES	OR LEVEL 3 FIRST 30 MINUTES	490.0	1.0	4854.0	4854.0	operating_room level 3 first 30 minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 4 ADD'L 15 MINUTE	OR LEVEL 4 ADD L 15 MINUTE	360.0	5.0	4310.0	862.0	operating_room level 4 additional 15 minute	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR LEVEL 4 ADD'L 15 MINUTES	OR LEVEL 4 ADD L 15 MINUTES	360.0	9.0	7758.0	862.0	operating_room level 4 additional 15_minutes	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR LEVEL 4 FIRST 30 MINUTE	OR LEVEL 4 FIRST 30 MINUTE	360.0	1.0	6849.0	6849.0	operating_room level 4 first 30 minute	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 4 FIRST 30 MINUTES	OR LEVEL 4 FIRST 30 MINUTES	360.0	1.0	6849.0	6849.0	operating_room level 4 first 30 minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 5 ADD'L 15 MINUTE	OR LEVEL 5 ADD L 15 MINUTE	360.0	16.0	15248.0	953.0	operating_room level 5 additional 15 minute	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR LEVEL 5 EA ADDTL 30 MINUTES	OR LEVEL 5 EA ADDTL 30 MINUTES	350.0	6.0	11664.0	1944.0	operation_room level 5 each additional 30 minutes	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR LEVEL 5 EA ADDTL 30 MINUTES	OR LEVEL 5 EA ADDTL 30 MINUTES	360.0	8.0	16304.0	1944.0	operation_room level 5 each additional 30 minutes	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR LEVEL 5 FIRST 30 MINUTE	OR LEVEL 5 FIRST 30 MINUTE	360.0	1.0	7638.0	7638.0	operating_room level 5 first 30 minute	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR LEVEL 5 INITIAL 30 MINUTES	OR LEVEL 5 INITIAL 30 MINUTES	360.0	1.0	8727.0	8727.0	operating_room level 5 initial 30 minutes	OR / Anesthesia / Recovery Room	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
OR Level  5 Ea Addtl  30 Minutes	OR Level 5 Ea Addtl 30 Minutes	360.0	6.0	12228.0	2038.0	operation_room level 5 each additional 30 minutes	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR Level  5 Initial   30 Minutes	OR Level 5 Initial 30 Minutes	360.0	1.0	9148.0	9148.0	operating_room level 5 initial 30 minutes	OR / Anesthesia / Recovery Room	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
OR PER MIN LEVEL 2	OR PER MIN LEVEL 2	360.0	71.5	9806.5	132.0	operation_room per minutes level 2	OR / Anesthesia / Recovery Room	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB OR PROCEDURE RM ADD 15 MIN	OR PROCEDURE RM ADD 15 MIN	360.0	2.0	1034.0	517.0	operation_room procedure room additional 15_minutes	OR / Anesthesia / Recovery Room	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB OR PROCEDURE RM FIRST 15 MIN	OR PROCEDURE RM FIRST 15 MIN	360.0	1.0	923.0	923.0	operation_room procedure room first 15_minutes	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR RM TIME LV 1 1ST 1	OR RM TIME LV 1 1ST 1	360.0	1.0	1800.0	1800.0	operating_room room time level 1 1st 1	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR RM TIME LV 1 EA AD	OR RM TIME LV 1 EA AD	360.0	20.0	18000.0	900.0	operating_room room time level 1 each additional	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
OR SURGERY LEVEL 3	OR SURGERY LEVEL 3	360.0	1.0	2101.0	2101.0	operating_room surgery level 3	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR SURGERY LEVEL 3 PER MIN	OR SURGERY LEVEL 3 PER MIN	360.0	117.0	5733.0	50.0	operating_room surgery level 3 per minutes	OR / Anesthesia / Recovery Room	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HC OR SURGERY LEVEL 4	OR SURGERY LEVEL 4	360.0	1.0	2418.0	2418.0	operating_room surgery level 4	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
HC OR SURGERY LEVEL 4 PER MIN	OR SURGERY LEVEL 4 PER MIN	360.0	127.5	7504.0	56.0	operating_room surgery level 4 per minutes	OR / Anesthesia / Recovery Room	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
OR TIME LEVEL B PER 30MIN > 90MIN HCHG OR TIME LEVEL B PER 30MIN > 90MIN	OR TIME LEVEL B PER 30MIN > 90MIN HCHG OR TIME LEVEL B PER 30MIN > 90MIN	360.0	1.0	1692.75	1621.5	operating_room time level b per 30min greater_than 90min	OR / Anesthesia / Recovery Room	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
OR TIME LEVEL B PER 30MIN TO 90MIN HCHG OR TIME LEVEL B PER 30MIN TO 90MIN	OR TIME LEVEL B PER 30MIN TO 90MIN HCHG OR TIME LEVEL B PER 30MIN TO 90MIN	360.0	1.0	895.0	895.0	operating_room time level b per 30min to 90min	OR / Anesthesia / Recovery Room	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB ORA - SWEET PO SYRP	ORA SWEET PO SYRP	250.0	1.0	2.4	2.4	oral sweet by_mouth syrup	Supply	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
ORAL FUNCTION FEEDING ASSMT	ORAL FUNCTION FEEDING ASSMT	440.0	1.0	455.0	455.0	oral function feeding assessment	PT / OT / Speech Therapy	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB ORAL NASAL SUCTION DEVICE PRE	ORAL NASAL SUCTION DEVICE PRE	270.0	1.0	9.0	9.0	oral nasal suction device pre	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HB ORAL NASAL SUCTION DEVICE STA	ORAL NASAL SUCTION DEVICE STA	270.0	1.0	9.0	9.0	oral nasal suction device sta	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
ORAM STAIN	ORAM STAIN	306.0	1.0	140.0	140.0	gram stain	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB ORGANIC ACID ANALYSIS QUAL	ORGANIC ACID ANALYSIS QUAL	300.0	1.0	772.74	772.74	organic acid analysis qualitative	Laboratory	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
