descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	Dominant CC	# of descriptions	% Dominance
MAGNESIUM	MAGNESIUM	402.0	1.0	30.85	30.85	magnesium	Laboratory	Radiology	64.0	54.6875
MAGNESIUM	MAGNESIUM	420.0	1.0	107.0	107.0	magnesium	Laboratory	PT / OT / Speech Therapy	97.0	83.5051546392
MAGNESIUM	MAGNESIUM	636.0	1.0	89.75	89.75	magnesium	Laboratory	Pharmacy	781.0	77.8489116517
MAGNESIUM	MAGNESIUM	655.0	1.0	183.0	183.0	magnesium	Laboratory	Laboratory	13.0	100.0
MAGNESIUM	MAGNESIUM	801.0	1.0	229.0	229.0	magnesium	Laboratory	Dialysis	13.0	53.8461538462
MAGNESIUM	MAGNESIUM	819.0	1.0	35.5	35.5	magnesium	Laboratory	Laboratory	32.0	46.875
HB MAGNESIUM *	MAGNESIUM 	301.0	1.0	109.0	109.0	magnesium	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM 2 GM IN 50ML D5W	MAGNESIUM 2 GM IN 50ML D5W	250.0	1.0	75.0	75.0	magnesium 2_gm individual 50_ml dextrose_5%_in_water	Pharmacy	Pharmacy	2692.0	76.0401188707
HC MAGNESIUM ASSAY	MAGNESIUM ASSAY	301.0	1.0	116.0	116.0	magnesium assay	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM BLOOD	MAGNESIUM BLOOD	250.0	1.0	125.0	125.0	magnesium blood	Laboratory	Pharmacy	2692.0	76.0401188707
MAGNESIUM - BLOOD	MAGNESIUM BLOOD	300.0	1.0	40.5	29.0	magnesium blood	Laboratory	Laboratory	1097.0	79.1248860529
HC MAGNESIUM BLOOD	MAGNESIUM BLOOD	301.0	1.0	99.0	99.0	magnesium blood	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM CITRATE LIQ	MAGNESIUM CITRATE LIQ	250.0	1.0	7.52	7.52	magnesium citrate liquid	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM CITRATE LIQ	MAGNESIUM CITRATE LIQ	259.0	1.0	7.52	7.52	magnesium citrate liquid	Pharmacy	Pharmacy	349.0	83.6676217765
MAGNESIUM CITRATE SOLN 300ML	MAGNESIUM CITRATE SOLN 300ML	250.0	1.0	62.305	62.305	magnesium citrate solution 300_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM CITRATE SOLN 300ML	MAGNESIUM CITRATE SOLN 300ML	251.0	1.0	29.45	29.45	magnesium citrate solution 300_ml	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM CITRATE SOLN 300ML	MAGNESIUM CITRATE SOLN 300ML	637.0	1.0	21.0	21.0	magnesium citrate solution 300_ml	Pharmacy	Pharmacy	328.0	92.0731707317
MAGNESIUM HYDROXIDE 30ML SUSP	MAGNESIUM HYDROXIDE 30ML SUSP	250.0	1.0	3.45	3.45	magnesium hydroxide 30_ml suspension	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM HYDROXIDE 400	MAGNESIUM HYDROXIDE 400	250.0	1.0	4.0	4.0	magnesium hydroxide 400	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM HYDROXIDE 400	MAGNESIUM HYDROXIDE 400	257.0	1.0	3.0	3.0	magnesium hydroxide 400	Pharmacy	Pharmacy	15.0	86.6666666667
MAGNESIUM HYDROXIDE 400	MAGNESIUM HYDROXIDE 400	637.0	1.0	6.72	6.72	magnesium hydroxide 400	Pharmacy	Pharmacy	328.0	92.0731707317
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	250.0	1.0	7.56	7.56	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	257.0	1.0	7.02	7.02	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	15.0	86.6666666667
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	637.0	1.0	5.0	5.0	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	328.0	92.0731707317
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP	999.0	30.0	3.78	0.126	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	50.0	66.0
MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP-	MAGNESIUM HYDROXIDE 400 MG/5 ML SUSP 	250.0	1.0	2.35	2.35	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	250.0	1.0	9.68	9.68	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	259.0	1.0	5.45	5.45	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	349.0	83.6676217765
MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	260.0	1.0	32.0	32.0	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	96.0	67.7083333333
MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	MAGNESIUM HYDROXIDE 400 MG/5ML SUSP	637.0	2.0	3.2	1.6	magnesium hydroxide 400_mg/5_ml suspension	Pharmacy	Pharmacy	328.0	92.0731707317
MAGNESIUM LEVEL	MAGNESIUM LEVEL	300.0	1.0	84.0	84.0	magnesium level	Laboratory	Laboratory	1097.0	79.1248860529
HC MAGNESIUM LEVEL	MAGNESIUM LEVEL	301.0	1.0	123.0	123.0	magnesium level	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM LEVEL	MAGNESIUM LEVEL	402.0	1.0	32.75	32.75	magnesium level	Laboratory	Radiology	64.0	54.6875
MAGNESIUM (MG/UMG/RUMG)	MAGNESIUM MG/UMG/RUMG 	300.0	1.0	119.0	119.0	magnesium milligram/umg/rumg	Pharmacy	Laboratory	1097.0	79.1248860529
MAGNESIUM OXIDE 400MG TAB	MAGNESIUM OXIDE 400MG TAB	250.0	1.0	1.5	1.25	magnesium oxide 400 mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM OXIDE 400MG TAB	MAGNESIUM OXIDE 400MG TAB	251.0	1.0	14.2	14.1	magnesium oxide 400 mg tablet	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM OXIDE 400MG TAB	MAGNESIUM OXIDE 400MG TAB	259.0	1.0	3.5	3.5	magnesium oxide 400 mg tablet	Pharmacy	Pharmacy	349.0	83.6676217765
MAGNESIUM OXIDE 400MG TAB	MAGNESIUM OXIDE 400MG TAB	637.0	1.0	3.0	3.0	magnesium oxide 400 mg tablet	Pharmacy	Pharmacy	328.0	92.0731707317
HC MAGNESIUM - SERUM	MAGNESIUM SERUM	300.0	1.0	138.33	138.33	magnesium serum	Laboratory	Laboratory	1097.0	79.1248860529
HB MAGNESIUM SERUM	MAGNESIUM SERUM	301.0	1.0	102.0	100.0	magnesium serum	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM SERUM	MAGNESIUM SERUM	305.0	1.0	78.0	78.0	magnesium serum	Laboratory	Laboratory	271.0	92.6199261993
MAGNESIUM (SERUM)	MAGNESIUM SERUM 	301.0	1.0	168.0	168.0	magnesium serum	Laboratory	Laboratory	924.0	79.2207792208
MAGNESIUM SO4 INJ 50% 2ML	MAGNESIUM SO4 INJ 50% 2ML	250.0	3.0	28.0	9.33	magnesium so4 injection 50% 2_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SUL 40MG/1ML IN SWI	MAGNESIUM SUL 40MG/1ML IN SWI	250.0	1.0	65.2	65.2	magnesium sulfate 40 mg/1 ml in swi	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULF/WATER 2G/50ML I	MAGNESIUM SULF/WATER 2G/50ML I	250.0	1.0	98.74	98.74	magnesium sulfate/water 2_g/50_ml i	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULF/WATER 2G/50ML I	MAGNESIUM SULF/WATER 2G/50ML I	636.0	1.0	98.5	98.5	magnesium sulfate/water 2_g/50_ml i	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 2 GM/50ML SOLN	MAGNESIUM SULFATE 2 GM/50ML SOLN	250.0	4.0	94.0	23.5	magnesium sulfate 2_gm/50_ml solution	Pharmacy	Pharmacy	2692.0	76.0401188707
HB MAGNESIUM SULFATE 2 GM/50ML SOLN	MAGNESIUM SULFATE 2 GM/50ML SOLN	251.0	1.0	8.48	8.48	magnesium sulfate 2_gm/50_ml solution	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE 2 GM/50ML SOLN	MAGNESIUM SULFATE 2 GM/50ML SOLN	636.0	4.0	78.38	19.595	magnesium sulfate 2_gm/50_ml solution	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 4.0 6 MEQ/ML SOLN 2 ML VIAL	MAGNESIUM SULFATE 4.0 6 MEQ/ML SOLN 2 ML VIAL	250.0	1.0	248.97	248.97	magnesium sulfate 4.0 6_meq/ml solution 2_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 4.06 MEQ	MAGNESIUM SULFATE 4.06 MEQ	250.0	1.0	264.05	264.05	magnesium sulfate 4.06_meq	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 40 MG/ML	MAGNESIUM SULFATE 40 MG/ML	250.0	1.0	75.0	75.0	magnesium sulfate 40_mg/ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 40 MG/ML	MAGNESIUM SULFATE 40 MG/ML	636.0	8.0	21.0	2.625	magnesium sulfate 40_mg/ml	Pharmacy	Pharmacy	781.0	77.8489116517
HB MAGNESIUM SULFATE 40MG/ML 50ML	MAGNESIUM SULFATE 40MG/ML 50ML	251.0	3.5	17.375	4.97166666667	magnesium sulfate 40 mg/ml 50 ml	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE 50 MG/ML 50 ML SYRINGE	MAGNESIUM SULFATE 50 MG/ML 50 ML SYRINGE	250.0	3.0	13.2	4.4	magnesium sulfate 50_mg/ml 50_ml syringe	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 50% 1GM/2ML	MAGNESIUM SULFATE 50% 1GM/2ML	636.0	2.0	31.96	15.98	magnesium sulfate 50% 1_gm/2_ml	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 50% 1GM/2ML	MAGNESIUM SULFATE 50% 1GM/2ML	730.0	2.0	31.96	15.98	magnesium sulfate 50% 1_gm/2_ml	Pharmacy	Pharmacy	42.0	45.2380952381
MAGNESIUM SULFATE 50% 2ML	MAGNESIUM SULFATE 50% 2ML	250.0	2.0	36.5	18.25	magnesium sulfate 50% 2 ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 50% 2ML	MAGNESIUM SULFATE 50% 2ML	259.0	3.0	21.0	7.0	magnesium sulfate 50% 2 ml	Pharmacy	Pharmacy	349.0	83.6676217765
MAGNESIUM SULFATE 50% 2ML	MAGNESIUM SULFATE 50% 2ML	636.0	2.0	54.75	18.25	magnesium sulfate 50% 2 ml	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 50%  (2ML)	MAGNESIUM SULFATE 50% 2ML 	251.0	1.0	81.9	81.9	magnesium sulfate 50% 2 ml	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE 50% INJ (20ML	MAGNESIUM SULFATE 50% INJ 20ML	251.0	1.5	81.125	60.8	magnesium sulfate 50% injection 20 ml	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE 50% INJ (20ML)	MAGNESIUM SULFATE 50% INJ 20ML 	251.0	2.0	81.3	40.65	magnesium sulfate 50% injection 20 ml	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE 500 MG INJ C	MAGNESIUM SULFATE 500 MG INJ C	636.0	2.0	58.41	29.205	magnesium sulfate 500_mg injection cap	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 500 MG/M	MAGNESIUM SULFATE 500 MG/M	250.0	1.0	159.01	150.33	magnesium sulfate 500_mg/m	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 500 MG/M	MAGNESIUM SULFATE 500 MG/M	636.0	4.0	33.5	8.375	magnesium sulfate 500_mg/m	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 500 MG/ML SOLN	MAGNESIUM SULFATE 500 MG/ML SOLN	250.0	1.0	33.0	33.0	magnesium sulfate 500_mg/ml solution	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE 500 MG/ML SOLN	MAGNESIUM SULFATE 500 MG/ML SOLN	636.0	1.0	21.84	21.84	magnesium sulfate 500_mg/ml solution	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE 80 MG/ML	MAGNESIUM SULFATE 80 MG/ML	250.0	1.0	159.44	159.44	magnesium sulfate 80_mg/ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE BOLUS 2 GM/50ML SOLN	MAGNESIUM SULFATE BOLUS 2 GM/50ML SOLN	636.0	2.0	16.5	16.5	magnesium sulfate bolus 2_gm/50_ml solution	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	250.0	4.0	189.0	47.25	magnesium sulfate in water 2 gram/50_ml pgbk	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	260.0	4.0	61.8	15.45	magnesium sulfate in water 2 gram/50_ml pgbk	Pharmacy	Pharmacy	96.0	67.7083333333
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK	636.0	4.0	61.8	15.45	magnesium sulfate in water 2 gram/50_ml pgbk	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE IN WATER 40 GRAM/1,000 ML (4 %) SOLP	MAGNESIUM SULFATE IN WATER 40 GRAM/1 000 ML 4 % SOLP	636.0	80.0	42.0	0.525	magnesium sulfate in water 40 gram/1 000_ml 4% solution	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE INJ *PER 500MG	MAGNESIUM SULFATE INJ PER 500MG	250.0	2.0	16.0	7.98125	magnesium sulfate injection per 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE INJ PER 500MG	MAGNESIUM SULFATE INJ PER 500MG	636.0	2.0	16.59	8.295	magnesium sulfate injection per 500_mg	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE PER 500 MG	MAGNESIUM SULFATE PER 500 MG	250.0	6.0	11.45	2.3775	magnesium sulfate per 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNESIUM SULFATE PER 500 MG	MAGNESIUM SULFATE PER 500 MG	251.0	6.0	35.36	5.89333333333	magnesium sulfate per 500_mg	Pharmacy	Pharmacy	403.0	90.570719603
MAGNESIUM SULFATE PER 500 MG	MAGNESIUM SULFATE PER 500 MG	636.0	2.0	34.95	4.425	magnesium sulfate per 500_mg	Pharmacy	Pharmacy	781.0	77.8489116517
MAGNESIUM SULFATE, PER 500 MG,	MAGNESIUM SULFATE PER 500 MG 	250.0	4.0	6.34	1.5725	magnesium sulfate per 500_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
MAGNIFY 26 X 34 8 DEGREE 1	MAGNIFY 26 X 34 8 DEGREE 1	278.0	1.0	22240.0	22240.0	magnify 26 x 34 8 degree 1	Implant	Implant	148.0	50.0
MAGNIFY 26X 34 8 DEGREE 8-	MAGNIFY 26X 34 8 DEGREE 8 	278.0	1.0	22240.0	22240.0	magnify 26x 34 8 degree 8	Implant	Implant	148.0	50.0
HB MAJOR SURGARY FIRST 15 MIN	MAJOR SURGARY FIRST 15 MIN	360.0	1.0	2720.0	2720.0	major surgery first 15_minutes	OR / Anesthesia / Recovery Room	OR / Anesthesia / Recovery Room	116.0	58.6206896552
HB MAJOR SURGERY ADD 15 MIN	MAJOR SURGERY ADD 15 MIN	324.0	30.0	32190.0	1073.0	major surgery additional 15_minutes	OR / Anesthesia / Recovery Room	Radiology	32.0	81.25
HB MAJOR SURGERY ADD 15 MIN	MAJOR SURGERY ADD 15 MIN	360.0	12.0	11803.0	1073.0	major surgery additional 15_minutes	OR / Anesthesia / Recovery Room	OR / Anesthesia / Recovery Room	116.0	58.6206896552
HB MAJOR SURGERY FIRST 15 MIN	MAJOR SURGERY FIRST 15 MIN	324.0	1.0	2900.0	2900.0	major surgery first 15_minutes	OR / Anesthesia / Recovery Room	Radiology	32.0	81.25
HB MAJOR SURGERY FIRST 15 MIN	MAJOR SURGERY FIRST 15 MIN	360.0	1.0	2900.0	2900.0	major surgery first 15_minutes	OR / Anesthesia / Recovery Room	OR / Anesthesia / Recovery Room	116.0	58.6206896552
MAN THER (MOB/MANIP) EA 15 MIN	MAN THER MOB/MANIP EA 15 MIN	421.0	1.0	189.0	189.0	manual therapy mobilization manipulation each 15_minutes	PT / OT / Speech Therapy	PT / OT / Speech Therapy	21.0	85.7142857143
MANGANESE, SERUM	MANGANESE SERUM	300.0	1.0	307.0	307.0	manganese serum	Laboratory	Laboratory	1097.0	79.1248860529
HC MANGANESE, SERUM	MANGANESE SERUM	301.0	1.0	128.965	128.965	manganese serum	Laboratory	Laboratory	924.0	79.2207792208
MANIFOLD NEPTUNE2 4PORT STCO	MANIFOLD NEPTUNE2 4PORT STCO	270.0	1.0	286.47	286.47	manifold neptune2 4port stco	Supply	Supply	1919.0	86.294945284
MANIFOLD NEPTUNE2 4PORT STCO	MANIFOLD NEPTUNE2 4PORT STCO	272.0	1.0	286.47	286.47	manifold neptune2 4port stco	Supply	Supply	833.0	84.393757503
MANIFOLD SUC FLTR NEPTUNE	MANIFOLD SUC FLTR NEPTUNE	270.0	1.0	271.0	271.0	manifold suction filter neptune	Supply	Supply	1919.0	86.294945284
MANIFOLD SUC FLTR NEPTUNE	MANIFOLD SUC FLTR NEPTUNE	272.0	1.0	271.0	271.0	manifold suction filter neptune	Supply	Supply	833.0	84.393757503
HB MANIPULATION CHEST WALL	MANIPULATION CHEST WALL	410.0	1.0	82.0	82.0	manipulation chest wall	Respiratory Therapy	Respiratory Therapy	279.0	64.1577060932
MANNITOL 50ML	MANNITOL 50ML	250.0	1.0	86.0	86.0	mannitol 50_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MANNITOL INJ 25% 50ML	MANNITOL INJ 25% 50ML	250.0	2.0	56.0	28.0	mannitol injection 25% 50 ml	Pharmacy	Pharmacy	2692.0	76.0401188707
MANNITOL INJ 25% 50ML	MANNITOL INJ 25% 50ML	251.0	1.0	82.1	82.1	mannitol injection 25% 50 ml	Pharmacy	Pharmacy	403.0	90.570719603
MANNITOL INJ 25% 50ML	MANNITOL INJ 25% 50ML	636.0	1.0	8.5	8.5	mannitol injection 25% 50 ml	Pharmacy	Pharmacy	781.0	77.8489116517
MANUAL DIFFERENTIAL	MANUAL DIFFERENTIAL	300.0	1.0	41.0	41.0	manual differential	Laboratory	Laboratory	1097.0	79.1248860529
MANUAL DIFFERENTIAL	MANUAL DIFFERENTIAL	301.0	1.0	88.01	88.01	manual differential	Laboratory	Laboratory	924.0	79.2207792208
HB MANUAL DIFFERENTIAL	MANUAL DIFFERENTIAL	305.0	1.0	98.0	98.0	manual differential	Laboratory	Laboratory	271.0	92.6199261993
HB MANUAL DIFFERENTIAL*	MANUAL DIFFERENTIAL 	305.0	1.0	334.77	334.77	manual differential	Laboratory	Laboratory	271.0	92.6199261993
HC MANUAL THERAPY 15 MIN_PT	MANUAL THERAPY 15 MIN PT	420.0	1.0	110.0	110.0	manual therapy 15_minutes physical_therapy	PT / OT / Speech Therapy	PT / OT / Speech Therapy	97.0	83.5051546392
MANUAL THERAPY 15 MIN PT	MANUAL THERAPY 15 MIN PT	421.0	1.0	166.0	166.0	manual therapy 15_minutes physical_therapy	PT / OT / Speech Therapy	PT / OT / Speech Therapy	21.0	85.7142857143
HB MARKER SKIN REG TIP 6IN RULE &	MARKER SKIN REG TIP 6IN RULE &	270.0	1.0	2.0	2.0	marker skin regular tip 6 inches rule and	Supply	Supply	1919.0	86.294945284
MARKER  SKN W/RULER  REG TIP 31145777	MARKER SKN W/RULER REG TIP 31145777	272.0	1.0	4.0	4.0	marker skin with ruler regular tip 31145777	Supply	Supply	833.0	84.393757503
HB MASK AERO ARLFE ADLT UNDR CHIN	MASK AERO ARLFE ADLT UNDR CHIN	270.0	1.0	2.0	2.0	mask aerobic airlife adult under chin	Implant	Supply	1919.0	86.294945284
HB MASK AERO PED TRACH LTX	MASK AERO PED TRACH LTX	270.0	1.0	4.0	4.0	mask aerosol pediatric tracheostomy latex	Supply	Supply	1919.0	86.294945284
HB MASK AEROSOL ECO PEDIATRIC	MASK AEROSOL ECO PEDIATRIC	270.0	1.0	4.0	4.0	mask aerosol eco pediatric	Supply	Supply	1919.0	86.294945284
MASK, AEROSOL PEDS	MASK AEROSOL PEDS	270.0	1.0	4.0	4.0	mask aerosol pediatrics	Supply	Supply	1919.0	86.294945284
HB MASK ANES ADLT ADJ AIR CSHN LT	MASK ANES ADLT ADJ AIR CSHN LT	270.0	1.0	7.0	7.0	mask anesthesia adult adjustable air cushion latex	Supply	Supply	1919.0	86.294945284
MASK ANES ADLT MED EA1	MASK ANES ADLT MED EA1	270.0	1.0	6.0	6.0	mask anesthesia adult medical ea1	Supply	Supply	1919.0	86.294945284
MASK ANES ADLT MED EA1	MASK ANES ADLT MED EA1	370.0	1.0	6.0	6.0	mask anesthesia adult medical ea1	Supply	OR / Anesthesia / Recovery Room	72.0	66.6666666667
HB MASK ANES CHLD ADJ AIR CSHN LT	MASK ANES CHLD ADJ AIR CSHN LT	270.0	1.0	7.0	7.0	mask anesthesia child adjustable air cushion latex	Supply	Supply	1919.0	86.294945284
MASK ANES FACE ADLT LG	MASK ANES FACE ADLT LG	270.0	1.0	10.0	10.0	mask anesthesia face adult large	Supply	Supply	1919.0	86.294945284
HB MASK ANES INF ADJ AIR CSHN LTX	MASK ANES INF ADJ AIR CSHN LTX	270.0	1.0	7.0	7.0	mask anesthesia infusion adjustable air cushion latex	Supply	Supply	1919.0	86.294945284
HB MASK ANES INF ADJ ALR CSHN LTX	MASK ANES INF ADJ ALR CSHN LTX	270.0	1.0	7.0	7.0	mask anesthesia infusion adjustable air cushion latex	Supply	Supply	1919.0	86.294945284
HB MASK ANES NEO/YTH FACE ADJ AIR	MASK ANES NEO/YTH FACE ADJ AIR	270.0	1.0	10.0	10.0	mask anesthesia neonatal/youth face adjustable air	Supply	Supply	1919.0	86.294945284
MASK, ANES NEONATE	MASK ANES NEONATE	270.0	1.0	7.0	7.0	mask anesthesia neonatal	Supply	Supply	1919.0	86.294945284
MASK,  ANES NEWBORN	MASK ANES NEWBORN	270.0	1.0	7.0	7.0	mask anesthesia newborn	Supply	Supply	1919.0	86.294945284
MASK ANES TODDLER	MASK ANES TODDLER	270.0	1.0	7.0	7.0	mask anesthesia toddler	Supply	Supply	1919.0	86.294945284
HB MASK CPAP FULL FACE LARGE	MASK CPAP FULL FACE LARGE	270.0	1.0	137.0	137.0	mask continuous_positive_airway_pressure full face large	Supply	Supply	1919.0	86.294945284
HB MASK CPAP FULL FACE MEDIUM	MASK CPAP FULL FACE MEDIUM	270.0	1.0	137.0	137.0	mask continuous_positive_airway_pressure full face medium	Nursing Services	Supply	1919.0	86.294945284
HB MASK CPAP FULL FACE SMALL	MASK CPAP FULL FACE SMALL	270.0	1.0	137.0	137.0	mask continuous_positive_airway_pressure full face small	Supply	Supply	1919.0	86.294945284
HB MASK CPAP NASAL XSM	MASK CPAP NASAL XSM	270.0	1.0	105.0	105.0	mask continuous_positive_airway_pressure nasal extra small	Supply	Supply	1919.0	86.294945284
HB MASK LARGE W/HEADGEAR FITLIFE	MASK LARGE W/HEADGEAR FITLIFE	270.0	2.0	358.0	179.0	mask large with headgear fitlife	Supply	Supply	1919.0	86.294945284
HB MASK NASAL INF SIL LG	MASK NASAL INF SIL LG	270.0	1.0	104.0	104.0	mask nasal infant silicone large	Supply	Supply	1919.0	86.294945284
HB MASK NASAL INFANT SIL MED	MASK NASAL INFANT SIL MED	270.0	1.0	104.0	104.0	mask nasal infant silicone medium	Supply	Supply	1919.0	86.294945284
HB MASK NASAL INFANT SIL SM	MASK NASAL INFANT SIL SM	270.0	1.0	105.0	105.0	mask nasal infant silicone small	Supply	Supply	1919.0	86.294945284
HB MASK NEB COMFORT SEAL LG	MASK NEB COMFORT SEAL LG	270.0	3.0	159.0	53.0	mask nebulizer comfort seal large	Supply	Supply	1919.0	86.294945284
MASK O2 HI 3 N 1 7FT TUB ADLT	MASK O2 HI 3 N 1 7FT TUB ADLT	270.0	1.0	5.0	5.0	mask oxygen hi 3 n 1 7ft tubing adult	Supply	Supply	1919.0	86.294945284
HB MASK O2 OXYMASK ADULT	MASK O2 OXYMASK ADULT	270.0	1.0	19.0	19.0	mask oxygen oxymask adult	Supply	Supply	1919.0	86.294945284
HB MASK OXYKID PED O2 PENGUIN	MASK OXYKID PED O2 PENGUIN	270.0	1.0	20.0	20.0	mask oxykid pediatric oxygen penguin	Supply	Supply	1919.0	86.294945284
MASK RESUSCITATION SM AD SIZE 4	MASK RESUSCITATION SM AD SIZE 4	270.0	1.0	7.0	7.0	mask resuscitation small adult size 4	Supply	Supply	1919.0	86.294945284
HB MASK SMALL W/HEADGEAR FITLIFE	MASK SMALL W/HEADGEAR FITLIFE	270.0	1.0	181.0	181.0	mask small with headgear fitlife	Supply	Supply	1919.0	86.294945284
HB MASK SPCR AERCHM + LG	MASK SPCR AERCHM + LG	270.0	1.0	84.0	84.0	mask spacer aerochamber large	Supply	Supply	1919.0	86.294945284
HB MASK XSM SGL LEAK ELBW YEL CP	MASK XSM SGL LEAK ELBW YEL CP	270.0	1.0	240.0	240.0	mask extra small single leak elbow yellow cap	Supply	Supply	1919.0	86.294945284
HB MASK XXSM SGL LEAK ELBW YEL CP	MASK XXSM SGL LEAK ELBW YEL CP	270.0	1.0	240.0	240.0	mask extra extra small single leak elbow yellow cap	Supply	Supply	1919.0	86.294945284
MASS SPEC EA ANALYTE, QUAL  (NBSCRD	MASS SPEC EA ANALYTE QUAL NBSCRD	301.0	1.0	95.0	95.0	mass spectrometer each analyte qualitative newborn screen	Laboratory	Laboratory	924.0	79.2207792208
MASS SPECT&TANDEM MASS SPE	MASS SPECT&TANDEM MASS SPE	310.0	1.0	2066.0	2066.0	mass spectrometry and tandem mass spectromety	Laboratory	Laboratory	70.0	87.1428571429
MB HEPATIC FUNCTION PANEL	MB HEPATIC FUNCTION PANEL	300.0	1.0	179.15	179.15	hepatic function panel	Laboratory	Laboratory	1097.0	79.1248860529
