ORIG_DESC	NORM_DESC	CHRG_CLS	FTR1	FTR2	FTR3	FTR4
MRI LW JNT W&WO CONT L	magnetic_resonance_imagery lw joint with_and_without cont liter	Supply	cont	liter	mri	
MRI PELVIS W&WO CONT	magnetic_resonance_imagery pelvis with_and_without cont	Supply	pelvis	cont	mri	w&wo
MRI SPINE CERVICAL W/O CONT	magnetic_resonance_imagery spine cervical without control	Radiology	spine	control	without	mri
MRI T-SPIN	magnetic_resonance_imagery tab spine	Supply	spine	mri	tab	
MRI THORACIC SPINE W & WO	magnetic_resonance_imagery thoracic spine with and_insert without	Radiology	spine	without	mri	
MRI THORACIC SPINE W/O CONTRAST	magnetic_resonance_imagery thoracic spine without contrast	Radiology	spine	without	mri	contrast
MRI THORACIC SPINE WO CON	magnetic_resonance_imagery thoracic spine without conc	Radiology	spine	without	mri	
MRI UP EXTREM INT WO/W CON-RT	magnetic_resonance_imagery up extremity int without/with conc respiratory_therapy	Radiology	extremity	respiratory_therapy	without	mri
MRI-BRAIN WITHOUT CONTRAST	magnetic_resonance_imagery brain without contrast	Radiology	brain	without	magnetic_resonance_imagery	contrast
MRII-MRI BRAIN-PRE&POST INFUS W WO CONTR	mrii magnetic_resonance_imagery brain pre&post infusion with without contra	Radiology	brain	without	magnetic_resonance_imagery	infusion
MRKR PASS REFL	mrkr pass refl	Supply	mrkr	refl	pass	
MRSA AMPLIFIED PROBE	methicilllin_resistant_staphylococcus_aureus amplified probe	Laboratory	probe	amplified	mrsa	
MRSA BY PCR	methicilllin_resistant_staphylococcus_aureus by pcr	Laboratory	pcr	mrsa		
MRSA BY PCR-INFECT CONT	methicilllin_resistant_staphylococcus_aureus by pcr infect control	Laboratory	pcr	infect	control	mrsa
MRSA CULTURE	methicilllin_resistant_staphylococcus_aureus culture	Laboratory	culture	mrsa		
MRSA DNA AMP PROBE 1	methicilllin_resistant_staphylococcus_aureus deoxyribonucleic_acid ampule probe 1	Laboratory	probe	dna	mrsa	ampule
MRSA PCR	methicilllin_resistant_staphylococcus_aureus pcr	Laboratory	pcr	mrsa		
MRSA PCR SCREEN	methicilllin_resistant_staphylococcus_aureus pcr screen	Laboratory	pcr	screen	mrsa	
MRSA PRB	methicilllin_resistant_staphylococcus_aureus prb	Laboratory	mrsa	prb		
MRSA SCREEN - (INF CONTROL)	methicilllin_resistant_staphylococcus_aureus screen infusion cont	Nursing Services	screen	mrsa	cont	infusion
MRSA SCREEN STAT CAPTURE	methicilllin_resistant_staphylococcus_aureus screen stat capture	Laboratory	capture	screen	mrsa	stat
MRSA SURVEIL NASAL RAPID PCR	methicilllin_resistant_staphylococcus_aureus surveillance nasal rapid pcr	Laboratory	pcr	nasal		
MRSA SURVEILLANCE NARES	methicilllin_resistant_staphylococcus_aureus surveillance nares	Laboratory	nares	mrsa	surveillance	
MRSA VRE SCREEN	methicilllin_resistant_staphylococcus_aureus vancomycin_resistant_enterococci screen	Laboratory	screen	mrsa	vre	
MS CATH ANG 6FR MULTI PAK	med_surg catheter ango 6fr multiple pak	Supply	cath	multi		
MS CLOTH 2%GLUCO CHLOR 2P	med_surg cloth 2%gluco chloride 2_pack	Supply	chlor			
MS CONTIN 15MG	med_surg continuous 15_mg	Diluent / Flush / Irrigant	ms	contin	15_mg	
MS DIGITAL EEG	med_surg digital electroencephalogram	Supply	ms	eeg	digital	
MS MS/MS ANALY NOT SPEC; Q	"mass spectrometry analysis, not specific"	OR / Anesthesia / Recovery Room	specimen	analysis		
MS NASAL CANNULA 02/CO2	med_surg nasal cannula 02/carbon_dioxide	Supply	ms	02/carbon_dioxide	cannula	nasal
MS OXISENSOR ADULT	med_surg oxisensor adult	Supply	ms	oxisensor	adult	
MS PERC INTRO KIT 9FR	med_surg percutaneous intro kit 9fr	Supply	percutaneous	intro	kit	
MS SUTURE PROLENE M8755H	med_surg suture prolene m8755h	Supply	ms	prolene	m8755h	suture
MS TRACH CARE CLOSED SYST	med_surg tracheostomy care closed syst	Respiratory Therapy	trach	care		
MSC9736 - DRSG 6X3.5IN GNTL PS	msc9736 dressing 6x3.5 inches gntl ps	Supply	inches	drsg		
MT-BEH HLTH INTERVENTION/15MIN	meth beach hlth intervention/15_minutes	PT / OT / Speech Therapy	hlth	meth	beach	intervention/15_minutes
MT-THERAPEUTIC ACTIVITY/15MIN	meth therapeutic activity/15_minutes	PT / OT / Speech Therapy	activity/15_minutes	meth	therapeutic	
MULTI VITAM	multiple vitamin	Laboratory	multi	vitamin		
MULTI-DRUG RESISTANCE TEST	multiple drug resistance test	Laboratory	test	multiple	resistance	drug
MULTI-VITAMIN TABS	multiple vitamin tablets	Pharmacy	tabs	multiple	vitamin	
MULTIVIT 50ML PED ORAL LIQ	multivit 50_ml pediatric oral liquid	Pharmacy	50_ml	oral	liq	ped
MULTIVIT 5ML	multivit 5_ml	Pharmacy	multivit	5_ml		
MULTIVIT/IRON DRPS 0.5 ML	multivit/iron drops 0.5_ml	Pharmacy	0.5_ml	drops	multivit	iron
MULTIVIT/IRON DRPS 1 ML	multivit/iron drops 1_ml	Pharmacy	drops	multivit	1_ml	iron
HYDROMORPHONE 2 MG/ML SOLN 1 ML EXTEMP	hydromorphone 2_mg/ml solution 1_ml extemp	Pharmacy	extemp	hydromorphone	1_ml	soln
HYDROMORPHONE 2 MG/ML SYRG	hydromorphone 2_mg/ml syringe	Pharmacy	syrg	hydromorphone	2_mg/ml	
HYDROMORPHONE 2MG INJ	hydromorphone 2_mg injection	OR / Anesthesia / Recovery Room	hydromorphone	inj	2_mg	
HYDROMORPHONE 2MG/1ML	hydromorphone 2_mg/1_ml	Pharmacy	hydromorphone	2_mg/1_ml		
HYDROMORPHONE HCL 1MG/ML 1ML	hydromorphone hcl 1_mg/ml 1_ml	Pharmacy	hydromorphone	1_ml	hcl	1_mg/ml
HYDROMORPHONE HCL TABLET 2MG	hydromorphone hcl tablet 2_mg	Pharmacy	hydromorphone	tablet	hcl	2_mg
HYDROMORPHONE INJ 1MG	hydromorphone injection 1_mg	Pharmacy	1_mg	hydromorphone	inj	
HYDROMORPHONE INJ 1MG AMP	hydromorphone injection 1_mg ampule	Pharmacy	1_mg	hydromorphone	inj	ampule
HYDROMORPHONE INJ 2MG	hydromorphone injection 2_mg	Pharmacy	hydromorphone	inj	2_mg	
HYDROMORPHONE INJ 2MG/1ML SYR	hydromorphone injection 2_mg/1_ml syringe	Pharmacy	syr	hydromorphone	inj	2_mg/1_ml
HYDROMORPHONE INJ UP TO 4MG	hydromorphone injection up to 4_mg	Pharmacy	hydromorphone	inj	4_mg	
HYDROMORPHONE INJ/2MG/VIA	hydromorphone injection/2_mg/vial	Pharmacy	hydromorphone	injection/2_mg/vial		
HYDROMORPHONE MG/ML SYN	hydromorphone mg/ml synthes	Pharmacy	hydromorphone	mg	synthes	ml
HYDROMORPHONE OR*BOLUS 0.2MG/ML 5ML SYR	hydromorphone operation_room bolus 0.2_mg/ml 5_ml syringe	Pharmacy	syr	hydromorphone	operation_room	5_ml
HYDROMORPHONE PCA 30ML - 1 MG/ML NS	hydromorphone patient_controlled_analgesia 30_ml 1_mg/ml normal_saline	Pharmacy	hydromorphone	30_ml	pca	ns
HYDROMORPHONE UP TO 4 MG INJ	hydromorphone up to 4_mg injection	OR / Anesthesia / Recovery Room	hydromorphone	injection	4_mg	
HYDROXY PROG SCREEN	hydroxy program screen	Laboratory	screen	prog	hydroxy	
HYDROXYPROGESTERONE 17-D	hydroxyprogesterone 17 daily	Pharmacy	daily	hydroxyprogesterone		
HYDROXYZINE 25 MG ORAL	hydroxyzine 25_mg oral	Pharmacy	oral	hydroxyzine	25_mg	
HYDROXYZINE HCL TABLET 10MG	hydroxyzine hcl tablet 10_mg	Pharmacy	hydroxyzine	tablet	hcl	10_mg
HYPERAL PED PER 125ML	hyperal pediatric per 125_ml	Pharmacy	hyperal	125_ml	per	ped
HYPERFIBRINOLYSIS (APTEM)	hyperfibrinolysis aptem	OR / Anesthesia / Recovery Room	hyperfibrinolysis	aptem		
HYROMORPHONE 1MG/ML INJ 50ML P	hydromorphone 1_mg/ml injection 50_ml p	OR / Anesthesia / Recovery Room	50_ml	hydromorphone	inj	NULL
I-STAT CHEM 8	i stat chemistry 8	Laboratory	stat	chem		
I-TPN NEO CENTRAL	i total_parenteral_nutrition neonatal central	Pharmacy	total_parenteral_nutrition	neonatal	central	
IAAD EIA MULT STEP METHOD N	iaad eia multiple step method n	Laboratory	mult			
IAAD EIA MULT STEP METHOD N	iaad eia multiple step method n	Laboratory	step	mult		
IBUPROFEN 100 MG/5 ML ORAL SUSPENSION	ibuprofen 100_mg/5_ml oral suspension	Pharmacy	suspension	100_mg/5_ml	oral	ibuprofen
IBUPROFEN 200 MG TABLET	ibuprofen 200_mg tablet	Pharmacy	200_mg	tablet	ibuprofen	
IBUPROFEN 400 MG TABS 63739-672-10	ibuprofen 400_mg tablets 63739 672 10	Pharmacy	tabs	400_mg	ibuprofen	
IBUPROFEN 400MG TAB	ibuprofen 400_mg tablet	OR / Anesthesia / Recovery Room	400_mg	tab	ibuprofen	
IBUPROFEN 6	ibuprofen 6	Pharmacy	ibuprofen			
IBUPROFEN 600MG TAB	ibuprofen 600_mg tablet	OR / Anesthesia / Recovery Room	600_mg	tab	ibuprofen	
IBUPROFEN 800MG TAB	ibuprofen 800_mg tablet	OR / Anesthesia / Recovery Room	800_mg	tablet	ibuprofen	
IBUPROFEN 800MG TAB	ibuprofen 800_mg tablet	Pharmacy	800_mg	tablet	ibuprofen	
IBUPROFEN SUSP 400MG	ibuprofen suspension 400_mg	Pharmacy	susp	400_mg	ibuprofen	
IBUPROGEN 800MG TAB; IBUPROFEN 800 MG TAB	ibuprofen 800_mg tablet ibuprofen 800_mg tablet	Pharmacy	tab			
IBUPROGEN 800MG TAB; IBUPROFEN 800 MG TAB	ibuprogen 800_mg tablet ibuprofen 800_mg tablet	Pharmacy	tab			
ICC PER SPECIMEN INITIAL S	icc per specimen initial s	OR / Anesthesia / Recovery Room	specimen	initial	sigma	per
ICD EVERA MRI XT DR SR	icd evera magnetic_resonance_imagery xt drainage slow_release	Supply	sr	mri		
ICN CHEST	icn chest	Radiology	chest	icn		
ICN-HEPARIN PF 10 UNITS/ML (PI	icn heparin partial_fill 10_units/ml pi	Diluent / Flush / Irrigant	heparin	pf		
ICN-HEPATITIS B VACC 10MCG ENG	icn hepatitis b vaccine 10mcg eng	Pharmacy	vaccine	hepatitis		
ICN-MOLTIVIT W/FE POSYR/POLY-V	icn moltivit w fe posyr/poly view	Laboratory	view			
ICN-MORPHINE POSYR 0.04 MG/0.1	icn morphine posyr 0.04_mg/0.1	Pharmacy	0.04_mg/0.1	morphine	icn	posyr
ICN-MULTIVIT W/FE POSYR/POLY-V	icn multivit w fe posyr/poly view	Laboratory	view			
ICN-PHYTONADIONE 1 MG/0.5 ML	icn phytonadione 1_mg/0.5_ml	Pharmacy	phytonadione	icn	1_mg/0.5_ml	
ICN-PORACTANT ALPHA 240 MG/3	icn poractant alpha 240_mg/3	Pharmacy	alpha	240_mg/3	icn	poractant
ICU INTERMEDIATE	intensive_care_unit intermediate	OR / Anesthesia / Recovery Room	intermediate	intensive_care_unit		
ICU NONTUN CIVC > THAN 5 YR	intensive_care_unit nontun civc than 5 yr	Room and Board	nontun	yr	icu	civc
ICU ROOM	intensive_care_unit room	OR / Anesthesia / Recovery Room	intensive_care_unit	room		
ICU; ROOM 2004/IC	intensive_care_unit room 2004/icar	Room and Board	2004/icar	intensive_care_unit	room	
ICU; ROOM 2009/IC	intensive_care_unit room 2009/icar	Room and Board	2009/icar	intensive_care_unit	room	
ICU; ROOM 2009/IC	intensive_care_unit room 2009/intensive_care	Room and Board	2009/icar	intensive_care_unit	room	
IGA EA	iga each	Laboratory	iga			
IGG EA	immunoglobulin each	Laboratory	immunoglobulin			
IGG IMMUNOGLOBULINS	immunoglobulin immunoglobulins	Laboratory	immunoglobulins	immunoglobulin		
MULTIVITAMIN LIQD	multivitamin liquid	Pharmacy	liqd	multivitamin		
MULTIVITAMIN LIQD 5 ML SYR	multivitamin liquid 5_ml syringe	Pharmacy	syr	5_ml	liqd	multivitamin
MULTIVITAMIN LIQUID 5ML ORAL SOLUTION	multivitamin liquid 5_ml oral solution	Pharmacy	5_ml	oral	solution	liquid
MULTIVITAMIN ORAL	multivitamin oral	Pharmacy	oral	multivitamin		
MULTIVITAMIN PEDIATRIC 80 MG-400 UNIT- 200 MCG/5 ML SOLN 50 ML VIAL	multivitamin pediatric 80_mg 400_units 200 mcg/5_ml solution 50_ml vial	Pharmacy	vial	soln	pediatric	multivitamin
MULTIVITAMIN PEDIATRIC LI	multivitamin pediatric li	Supply	li	pediatric	multivitamin	
MULTIVITAMIN TAB	multivitamin tablet	Pharmacy	tab	multivitamin		
MULTIVITAMIN TABLET	multivitamin tablet	Pharmacy	tablet	multivitamin		
MULTIVITAMIN TABS	multivitamin tablets	Pharmacy	tabs	multivitamin		
MULTIVITAMIN W/MIN 15ML UD-LIQ	multivitamin w minutes 15 ud liquid	Pharmacy	ud	minutes	liquid	multivitamin
MULTIVITAMIN WITH MINERALS	multivitamin with minerals	OR / Anesthesia / Recovery Room	minerals	multivitamin		
MUPIROCIN 2% 1 APPL/1GM OINTMEN	mupirocin 2% 1 appl/1_gm ointment	Pharmacy	mupirocin	ointment	appl/1_gm	2%
MUPIROCIN 2% OINT	mupirocin 2% ointment	Pharmacy	mupirocin	oint	2%	
MUPIROCIN 2% OINT 22G	mupirocin 2% ointment 22_gm	Pharmacy	mupirocin	oint	22_gm	2%
MUPIROCIN 2% OINTMENT 22G	mupirocin 2% ointment 22_gm	Pharmacy	mupirocin	ointment	22_gm	2%
MUPIROCIN OINT 2% 22GM	mupirocin ointment 2% 22_gm	Pharmacy	mupirocin	oint	22_gm	2%
MUPIROCIN TOP 2% OINT	mupirocin top 2% ointment	Pharmacy	mupirocin	top	oint	2%
MVI 1 500-35-400 UNI..	multivitamin 1 500 35 400_uni	Supply	400_uni	mvi		
MVI W/IRON 1 500 UN..	multivitamin w iron 1 500_un	Pharmacy	500_un	iron	w	mvi
MYCOBACT	mycobacteria	Laboratory	mycobacteria			
MYCOBACTERIA CULTURE	mycobacteria culture	Laboratory	culture	mycobacteria		
MYCOPHENALATE 250 MG PO S	mycophenalate 250_mg by_mouth sigma	OR / Anesthesia / Recovery Room	250_mg	by_mouth	sigma	mycophenalate
MYCOPHENOLATE 250 MG CAP	mycophenolate 250_mg capillary	Pharmacy	mycophenolate	250_mg	capillary	
MYCOPHENOLATE 250 MG CAPS	mycophenolate 250_mg capsule	Pharmacy	mycophenolate	250_mg	capsule	
MYCOPLASMA AB IGM	mycoplasma antibody immunoglobulin_m	Laboratory	antibody	mycoplasma	igm	
MYCOPLASMA AB IGM QL	mycoplasma antibody immunoglobulin_m ql	Laboratory	antibody	mycoplasma	igm	ql
MYCOPLASMA PNEUMONIAE DHA	mycoplasma pneumoniae dha	Laboratory	mycoplasma	dha	pneumoniae	
MYCOPLASMA PNEUMONIAE IGG	mycoplasma pneumoniae immunoglobulin	Laboratory	immunoglobulin	mycoplasma	pneumoniae	
MYLANTA-BENADRYL-NYSTATIN SUSP	mylanta benadryl nystatin suspension	Pharmacy	nystatin	benadryl	mylanta	susp
MYLOGOBIN	mylogobin	Laboratory	mylogobin			
MYOGLOBIN	myoglobin	Laboratory	myoglobin			
MYOGLOBIN BLD	myoglobin blood	Laboratory	bld	myoglobin		
MYOGLOBIN BLOOD	myoglobin blood	Laboratory	blood	myoglobin		
N.MEROPENEM 50MG/ML	n meropenem 50_mg/ml	Pharmacy	50_mg/ml	meropenem	n	
N.VANCOMYCIN 5MG/ML	n vancomycin 5_mg/ml	Pharmacy	5_mg/ml	vancomycin	n	
N/S IRRIGATION 1500 ML BOTTLE	n/s irrigation 1500_ml bottle	Supply	irrigation	bottle		
N01A	n01a	Laboratory	n01a			
N02A	n02a	Laboratory	n02a			
N10A	n10a	Laboratory	n10a			
N10E-MED-SUR-GY/PVT	n10e medical sur gy/private	Room and Board	medical	private		
N34A	n34a	Laboratory	n34a			
N51A	n51a	Laboratory	n51a			
N56A	n56a	Laboratory	n56a			
NACL .45% 1L	sodium_chloride 0.45% 1l	Diluent / Flush / Irrigant	1l	0.45%	nacl	
NACL .9 100IVF	sodium_chloride 0.9 100ivf	Diluent / Flush / Irrigant	100ivf	0.9	NaCl	
NACL .9 100IVF	sodium_chloride 0.9 100ivf	OR / Anesthesia / Recovery Room	100ivf	0.9	NaCl	
NACL .9 1L IRR	sodium_chloride 0.9 1l irrigation	Diluent / Flush / Irrigant	0.9	irr	1l	NaCl
NACL .9 1L IRR	sodium_chloride 0.9 1l irrigation	OR / Anesthesia / Recovery Room	0.9	irr	1l	NaCl
NACL .9 250IVF	sodium_chloride 0.9 250ivf	Diluent / Flush / Irrigant	0.9	250ivf	nacl	
NACL 0.45% INJ 500ML	sodium_chloride 0.45% injection 500_ml	Diluent / Flush / Irrigant	500_ml	inj	0.45%	nacl
NACL 0.9 % PGBK 100 ML BAG	sodium_chloride 0.9% pgbk 100_ml bag	OR / Anesthesia / Recovery Room	100_ml	pgbk	bag	nacl
NACL 0.9 % SOLN	sodium_chloride 0.9% solution	Diluent / Flush / Irrigant	0.90%	soln	nacl	
NACL 0.9 % SOLN 500 ML FLEX CONT	sodium_chloride 0.9% solution 500_ml flex cont	Diluent / Flush / Irrigant	500_ml	flex	cont	soln
NACL 0.9 % SOLP 250 ML FLE	sodium_chloride 0.9% solution 250_ml flex	Diluent / Flush / Irrigant	250_ml	solution	flex	nacl
NACL 0.9% *MBP* INJ 100 ML	sodium_chloride 0.9% mini-bag_plus injection 100_ml	OR / Anesthesia / Recovery Room	100_ml	inj	nacl	NULL
NACL 0.9% *MBP* INJ 100ML	sodium_chloride 0.9% mini-bag_plus injection 100_ml	Diluent / Flush / Irrigant	100_ml	injection	mbp	NaCl
NACL 0.9% *MBP* INJ 100ML	sodium_chloride 0.9% mini-bag_plus injection 100_ml	OR / Anesthesia / Recovery Room	100_ml	injection	mbp	NaCl
NACL 0.9% *MBP* INJ 50 ML	sodium_chloride 0.9% mini-bag_plus injection 50_ml	OR / Anesthesia / Recovery Room	50_ml	inj	nacl	NULL
NACL 0.9% 100	sodium_chloride 0.9% 100	OR / Anesthesia / Recovery Room	0.90%	nacl		
NACL 0.9% 1000ML	sodium_chloride 0.9% 1000_ml	Diluent / Flush / Irrigant	0.90%	1000_ml	nacl	
NACL 0.9% 1000ML	sodium_chloride 0.9% 1000_ml	OR / Anesthesia / Recovery Room	0.90%	1000_ml	nacl	
NACL 0.9% 100ML	sodium_chloride 0.9% 100_ml	Diluent / Flush / Irrigant	0.90%	100_ml	NaCl	
NACL 0.9% 100ML	sodium_chloride 0.9% 100_ml	OR / Anesthesia / Recovery Room	0.90%	100_ml	NaCl	
NACL 0.9% 250	sodium_chloride 0.9% 250	OR / Anesthesia / Recovery Room	0.90%	nacl		
NACL 0.9% 250ML	sodium_chloride 0.9% 250_ml	Diluent / Flush / Irrigant	0.90%	250_ml	NaCl	
NACL 0.9% 250ML	sodium_chloride 0.9% 250_ml	OR / Anesthesia / Recovery Room	0.90%	250_ml	NaCl	
NACL 0.9% INJ 1L	sodium_chloride 0.9% injection 1l	OR / Anesthesia / Recovery Room	0.90%	inj	1l	nacl
NACL 0.9% INJ 500ML	sodium_chloride 0.9% injection 500_ml	Diluent / Flush / Irrigant	0.90%	inj	500_ml	nacl
NACL 0.9% INJ 500ML	sodium_chloride 0.9% injection 500_ml	OR / Anesthesia / Recovery Room	0.90%	inj	500_ml	nacl
NACL 0.9% SOLP 1 000 ML F	sodium_chloride 0.9% solution 1 000_ml male_female	Diluent / Flush / Irrigant	000_ml	solution	nacl	
NACL 0.9% SOLP 250 ML BAG	sodium_chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant	250_ml	bag	solution	nacl
NACL 0.9RIGATION 250ML BTL	sodium_chloride 0.9 irrigation 250_ml bottle	Diluent / Flush / Irrigant	btl	0.9rigation	250_ml	nacl
NACL 0.9RIGATION 250ML BTL	sodium_chloride 0.9rigation 250_ml btl	Diluent / Flush / Irrigant	btl	0.9rigation	250_ml	nacl
NACL 100ML IV SOL 7984 23	sodium_chloride 100_ml intravenous solution 7984 23	Diluent / Flush / Irrigant	100_ml	sol	iv	nacl
NACL 150ML	sodium_chloride 150_ml	Diluent / Flush / Irrigant	150_ml	nacl		
NACL 4 MEQ/ML SOLN 30 ML VIAL	sodium_chloride 4_meq/ml solution 30_ml vial	OR / Anesthesia / Recovery Room	vial	soln	nacl	
NACL 50 ML PGB	sodium_chloride 50_ml pgb	Diluent / Flush / Irrigant	50_ml	pgb	nacl	
NACL 500ML IV SOL 7983 03	sodium_chloride 500_ml intravenous solution 7983 3	Blood Products	iv	sol	500_ml	nacl
NACL FOR FEEDS 1ML 4 MEQ/ML ORAL SOLN	sodium_chloride for feeds 1_ml 4_meq/ml oral solution	Pharmacy	1_ml	oral	soln	nacl
NACL INJ 0.9% 500ML 2B13	sodium_chloride injection 0.9% 500_ml 2b13	Diluent / Flush / Irrigant	inj	500_ml	nacl	
NACL INJ. 50ML	sodium_chloride injection 50_ml	Diluent / Flush / Irrigant	50_ml	inj.	nacl	
NAFCILLIN 2 GRAM RECON SOLN 1 EACH VIAL	nafcillin 2 gram recon solution 1 each vial	Pharmacy	vial	gram	soln	
NAFCILLIN 2GM VIAL	nafcillin 2_gm vial	Pharmacy	vial	2_gm	nafcillin	
NAFCILLIN IVPB SYRINGE	nafcillin intravenous_piggyback syringe	Supply	syringe	ivpb	nafcillin	
NALOXONE 0.4 MG INJ	naloxone 0.4_mg injection	Pharmacy	inj	naloxone	0.4_mg	
NALOXONE 0.4 MG INJ 1ML	naloxone 0.4_mg injection 1_ml	Pharmacy	inj	1_ml	naloxone	0.4_mg
NALOXONE 0.4 MG/1 ML INJ	naloxone 0.4_mg/1_ml injection	Pharmacy	0.4_mg/1_ml	inj	naloxone	
NALOXONE 0.4 MG/ML INJECTION SOLUTION	naloxone 0.4_mg/ml injection solution	Pharmacy	injection	naloxone	solution	0.4_mg/ml
NASAL AIRWAY	nasal airway	Respiratory Therapy	nasal	airway		
NASAL CANNULA	nasal_cannula	OR / Anesthesia / Recovery Room	cannula	nasal		
NASOTRACHEAL ASPIRATION / BAL	nasotracheal aspiration/ballard	OR / Anesthesia / Recovery Room	aspiration	ball	nasotracheal	
NATIURETIC PEPTIDE	natriuretic peptide	OR / Anesthesia / Recovery Room	peptide	natriuretic		
NATRIURETIC PEPTIDE	natriuretic peptide	OR / Anesthesia / Recovery Room	peptide	natriuretic		
NATRIURETIC PEPTIDE BNP	natriuretic peptide bnp	Laboratory	bnp	peptide	natriuretic	
NDL 25GX1.5 305127	needle 25gx1.5 305127	Supply	25gx1.5	needle		
NDL BLUNT FILL 18GX1.5 BF305180	needle blunt fill 18gx1.5 bf305180	Supply	needle			
NDL INTRO COAX 19GX5.4CM	needle intro coax 19gx5.4cm	Supply	19gx5.4cm	needle	intro	coax
NDL PRT HUBER SAF 20GX1.5 WNX1	needle port huber saf 20gx1.5 wnx1	Supply	needle	port		
NDL REG BVL 18GA 1.5IN 305196 -CSC	needle regular bevel 18ga 1.5 inches 305196 csc	OR / Anesthesia / Recovery Room	regular	inches		
NDL SPINAL 22GX3.5 BX25 EA1	needle spinal 22gx3.5 bx25 ea1	Supply	needle			
NDL/INCATH EXT ART	needle/incath extension arteries	Supply	arteries	needle	ext	incath
NEB AERO NEBUTECH HDN SM	nebulizer aero nebutech hdn small	Supply	small	neb		
NEB HDN W/TB 8960	nebulizer hdn w tube 8960	Supply	hdn	tube	neb	w
NEB INITIAL TX	nebulizer initial treatment	Respiratory Therapy	initial	neb	tx	
NEB PREFIL VLM 03728	nebulizer prefil vlm 3728	Supply	vlm	neb	prefil	
NEB SM RESV	nebulizer small resv	Supply	small	resv	neb	
NEB TREATMEN	nebulizer treatment	Respiratory Therapy	neb	treatment		
NEBULIZER	nebulizer	Supply	nebulizer			
NEBULIZER AEROECLIPSE	nebulizer aeroeclipse	Supply	aeroeclipse	nebulizer		
NEBULIZER AERONEB SOLO	nebulizer aeroneb solo	Supply	aeroneb	nebulizer	solo	
NEBULIZER CONT TX 1ST HR	nebulizer cont treatment 1st hour	Respiratory Therapy	1st	cont	nebulizer	hr
NEBULIZER TOP AND WATER	nebulizer top and water	Supply	water	top	nebulizer	
NEBULIZER TX	nebulizer treatment	Respiratory Therapy	nebulizer	tx		
NEBULIZER TX INTERMITTENT	nebulizer treatment intermittent	OR / Anesthesia / Recovery Room	intermittent	nebulizer	treatment	
NEBULIZER-ULTRASONIC TREATMENT	nebulizer ultrasonic treatment	OR / Anesthesia / Recovery Room	ultrasonic	nebulizer	treatment	
NEBULIZER-ULTRASONIC TREATMENT	nebulizer ultrasonic treatment	Respiratory Therapy	ultrasonic	nebulizer	treatment	
NECK CT W/CONTRAST	neck computed_tomography w contrast	Radiology	ct	neck	w	contrast
NEEDLE BLUNT 18GA	needle blunt 18ga	Supply	needle	blunt	18ga	
NEEDLE BONE BX MANAN	needle bone biopsy manan	Monitoring	manan	needle	bx	bone
NEEDLE COLORADO MICRODIS N103A	needle colorado microdis n103a	Supply	microdis	needle	n103a	colorado
NEEDLE ELECTRODEMICRO 3 CM	needle electrodemicro 3 contrast_material	Monitoring	electrodemicro	needle	cm	
NEEDLE HOLDERS-WEBSTR	needle holders webstr	Supply	holders	needle	webstr	
NEEDLE HUBER SAFETY - ALL SIZ	needle huber safety alle size	Supply	needle	safety		
NEEDLE HYPO 25GA X 1.5IN	needle hypodermic_injection 25ga x 1.5 inches	Supply	needle	inches		
NEEDLE HYPODERMIC 18GA 1.5IN REGULAR WALL BD PRECISIONGLIDE SHORT BEVEL HUB PINK STERILE LATEX FREE	needle hypodermic 18ga 1.5 inches regular wall bd precisionglide short bevel hub pink sterile latex free	Supply	inches	wall	needle	free
NEEDLE INSUFFLATOR 14 GA 70MM	needle insufflator 14 ga 70mm	Supply	needle	insufflator	ga	70mm
NEEDLE INTRODUCER 24GA 1.9FR	needle introducer 24ga 1.9fr	Supply	needle	1.9fr	introducer	24ga
NEEDLE LEVEL 1 (ANGIO SU	needle level 1 angiogram supply	Supply	supply	needle	angiogram	level
NEEDLE S110000 INSFL 75MM 14G	needle s110000 insfl 75mm 14_gm	Supply	needle			
NEEDLE SAFETY HUBER 19-22GX	needle safety huber 19 22gx	Supply	huber	needle	safety	22gx
NEEDLE SPINAL 22GX3 1/2	needle spinal 22gx3 1/2	Supply	spinal	needle	22gx3	01-Feb
NEEDLE YUEN DTVN-5.0-19-10.	needle yuen dtvn 5 19 10	Supply	dtvn	needle	yuen	
NEG PRESS WOUND TX BY DME > 50 SQCM	negative pressure wound treatment by dme greater_than 50 sqcm	Respiratory Therapy	greater_than	pressure	wound	tx
NEO D10%/0.2%NS/KCL 50ML IV	neonatal d10%/0.2%ns/potassuim_chloride 50_ml intravenous	Pharmacy	neonatal	50_ml	d10%/0.2%ns/potassuim_chloride	iv
NEOMY-POLYMX-BACIT. OIN. UD	neomy polymixin bacit oinment ud	Supply	ud			
NEOMYCIN-BACITRACIN-POLYMYXIN 5-400-5000 OINT	neomycin bacitracin polymyxin 5 400 5000 ointment	Pharmacy	bacitracin	polymyxin	oint	neomycin
NEONATAL INTENSIVE CARE	neonatal intensive care	OR / Anesthesia / Recovery Room	neonatal	intensive	care	
NEONATAL TOTAL PARENTERAL NUTRITION	neonatal total parenteral nutrition	Nursing Services	neonatal	nutrition	total	parenteral
NEONATAL TPN	neonatal total_parenteral_nutrition	Pharmacy	neonatal	tpn		
NEONATAL TRANSPORT (OUT)	neonatal transport out	Laboratory	neonatal	transport		
