descrip,rev_code,proc_code,units,billed_amount,norm_billed_amount,﻿DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
VASOPRESSIN 20 UNIT/ML SOLN 1 ML VIAL,250.0,-100.0,2.0,26.26,13.13,2186.0,VASOPRESSIN 20 UNIT/ML SOLN 1 ML VIAL,vasopressin 20_units/ml solution 1_ml vial,Pharmacy
VASOPRESSIN INJ 20U/ML VL,-100.0,-100.0,1.0,421.15,421.15,,,,
VECURONIUM 1 MG/ML (MDV),-100.0,-100.0,1.0,68.4,68.4,,,,
VECURONIUM 10MG INJ',250.0,-100.0,2.0,170.99,85.495,,,,
VECURONIUM 1MG/ML (MDV),-100.0,-100.0,1.0,54.4,54.4,,,,
VENIPUNCTURE,300.0,-100.0,1.0,61.2,61.2,2505.0,VENIPUNCTURE,venipuncture,Nursing Services
VENIPUNCTURE,-100.0,-100.0,1.0,22.25,22.25,2505.0,VENIPUNCTURE,venipuncture,Nursing Services
VENITLATOR SET UP,412.0,-100.0,1.0,635.0,635.0,,,,
VENTILATOR SUBSEQUENT DA,410.0,-100.0,1.0,900.0,900.0,,,,
VENTILATOR-PEDS SUBSEQ DAY,410.0,-100.0,1.0,1335.0,1335.0,2262.0,VENTILATOR-PEDS SUBSEQ DAY,ventilator pediatrics subsequent day,Respiratory Therapy
VERSED 1MG/ML 5ML VIAL; MIDAZOLAM HCL 1 MG/ML 5ML,-100.0,-100.0,1.0,8.03,8.03,,,,
VINCRISTINE 1MG/1ML VIAL I,636.0,-100.0,2.0,570.0,285.0,,,,
VISIPAQUE 320 PER CC,-100.0,-100.0,125.5,660.0,162.0,,,,
VITAL CAPACITY/WEANING,460.0,94150,1.0,132.0,132.0,,,,
VITAMIN B 12 TEST,301.0,-100.0,1.0,1088.0,1088.0,,,,
"VITAMIN D 1000 IU TAB; VITAMIN D 1,000 INT.UNITS TAB",-100.0,-100.0,1.0,2.85,2.85,,,,
VITAMIN D 25-HYDROXY,-100.0,-100.0,1.0,338.75,338.75,,,,
VITAMIN D SUPPLEMENT DROPS,252.0,-100.0,5.0,63.1,12.62,2108.0,VITAMIN D SUPPLEMENT DROPS,vitamin daily supplement drops,Pharmacy
VITAMIN D3 (CHOLECALCIFE,250.0,-100.0,1.0,3.0,3.0,,,,
VOLUFEED KIT(8PK) X_KIT,270.0,-100.0,1.0,11.2,11.2,,,,
VORICONAZOLE 200 MG TAB,999.0,-100.0,1.5,236.835,157.89,,,,
WARMER HEEL X_20418,270.0,-100.0,1.0,4.4,4.4,,,,
WASHER LARGE FRAG,278.0,-100.0,2.0,437.46,218.73,,,,
WATER STERILE 1000ML X_7,270.0,-100.0,1.0,9.4,9.4,,,,
WATER STERILE IRRIG 500M,270.0,-100.0,1.0,8.2,8.2,,,,
WATER-STERILE FOR INJECT,272.0,-100.0,2.0,66.0,33.0,,,,
WBC DIFFERENTIAL AUTOMATED,300.0,-100.0,1.0,77.0,77.0,1711.0,WBC DIFFERENTIAL AUTOMATED,white_blood_cells differential automated,Laboratory
WHOLE BLOOD GLUCOSE POC,301.0,82962,1.0,9.0,9.0,884.0,WHOLE BLOOD GLUCOSE POC,whole blood glucose point_of_care,Monitoring
WIPE SALINE X_C22370,270.0,-100.0,1.5,1.5,1.0,,,,
WIPES BABY X_17116,270.0,-100.0,1.0,9.4,9.4,,,,
X-CHEST 2 PROJ,-100.0,-100.0,1.0,273.0,273.0,,,,
X-HUMERUS BIL,-100.0,-100.0,1.0,229.0,229.0,,,,
XR ABDOMEN 1 AP VW,320.0,-100.0,1.0,398.0,398.0,,,,
XR ABDOMEN 1 AP VW PORT,320.0,-100.0,1.0,398.0,398.0,2268.0,XR ABDOMEN 1 AP VW PORT,x-ray abdomen 1 anterior_posterior view portable,Radiology
XR CHEST SNG VW PORTABLE,324.0,-100.0,1.0,378.0,378.0,2271.0,XR CHEST SNG VW PORTABLE,x-ray chest single view portable,Radiology
XYLOCAINE 1 %/30 ML SDV; LIDOCAINE 1% 30 ML/% SDV,-100.0,-100.0,1.0,14.09,14.09,,,,
XYLOCAINE 2PC VISCOUS SHA; LIDOCAINE HCL 2% VISCOUS SOLN 100 M,-100.0,-100.0,-2.0,-44.15,22.075,,,,
Z-FLO DEVELOPMENTAL KIT,270.0,-100.0,1.0,630.9,630.9,,,,
ZANTAC 50MG/2ML VIAL; RANITIDINE HCL 50 MG/2 ML VIAL,-100.0,-100.0,1.0,23.5,23.5,,,,
ZINC OXIDE (DESITIN) X_E,270.0,-100.0,1.0,8.9,8.9,,,,
ZINC SULFATE ORAL 5MG ZN/ML,-100.0,-100.0,1.0,32.5,32.5,,,,
ZOFRAN 2 MG/ML 2ML VIAL; ONDANSETRON 4MG/2ML VIAL,-100.0,-100.0,1.0,5.77,5.77,,,,
ZOSYN 60MG/1ML INJ,251.0,-100.0,42.0,148.55,3.5369047619,6831.0,ZOSYN 60MG/1ML INJ,zosyn 60 mg/1 ml injection,Pharmacy
