cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Voted Output,Voting Algorithm,Confidence Score
LINER SX MDVC 3000CC W/FLTR LI,liner suction mdvc 3000 cc w filter li,Supply,Supply,0.970689550733,1,Supply,0.999718370115,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975101980212
LINER SX MDVC 3000CC W/FLTR LI,liner suction mdvc 3000 cc w filter li,Supply,Supply,0.970689550733,1,Supply,0.999718370115,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975101980212
LIPASE,lipase,Laboratory,Laboratory,0.96,1,Laboratory,0.936329674564,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911582418641
LIPASE,lipase,Laboratory,Laboratory,0.96,1,Laboratory,0.936329674564,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911582418641
LIPASE,lipase,Laboratory,Laboratory,0.976183426241,1,Laboratory,0.996752903066,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930734082327
LIPASE,lipase,Laboratory,Laboratory,0.976183426241,1,Laboratory,0.996752903066,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930734082327
LIPASE,lipase,Laboratory,Laboratory,0.949655190285,1,Laboratory,0.998332286964,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.924496869312
LIPASE,lipase,Laboratory,Laboratory,0.949655190285,1,Laboratory,0.998332286964,1,Laboratory,0.87,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.924496869312
LIPASE LIPAS ,lipase lipas,Laboratory,Laboratory,0.976183426241,1,Laboratory,0.996752903066,1,Laboratory,0.76,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.885734082327
LIPID PANEL,lipid panel,Laboratory,Laboratory,0.96,1,Laboratory,0.997058950935,1,Pharmacy,0.78,0,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.922352983645
LIPID PANEL,lipid panel,Laboratory,Laboratory,0.96,1,Laboratory,0.997058950935,1,Pharmacy,0.78,0,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.922352983645
LIPID PANEL,lipid panel,Laboratory,Laboratory,0.952319281741,1,Laboratory,0.999556409626,1,Pharmacy,0.78,0,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.920625230456
LIPID PANEL,lipid panel,Laboratory,Laboratory,0.952319281741,1,Laboratory,0.999556409626,1,Pharmacy,0.78,0,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.920625230456
LISINOPRIL 15.25 2.5 MG TAB 100 EACH BOTTLE,lisinopril 15.25 2.5_mg tablet 100 bottle,Pharmacy,Pharmacy,0.976102216374,1,Pharmacy,0.999058036924,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.926290063324
LISINOPRIL 40MG TAB BULK PRINI,lisinopril 40 mg tablet bulk prinivil,Pharmacy,Pharmacy,0.98924234683,1,Pharmacy,0.999575334563,1,Pharmacy,0.87,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.934704420348
LISINOPRIL/ZESTRIL 10MG TAB BULK,lisinopril zestril 10 mg tablet bulk,Pharmacy,Pharmacy,0.991504354993,1,Pharmacy,0.999867770539,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.912843031383
LOPERAMIDE HCL 2 MG PO TABS,loperamide hydrochloride 2 mg by_mouth tablets,Pharmacy,Pharmacy,0.985296675478,1,Pharmacy,0.999721499196,1,Pharmacy,0.87,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.933754543669
LORAZEPAM 2 MG/ML CONC,lorazepam 2_mg/ml concentration,Pharmacy,Pharmacy,0.987085579523,1,Pharmacy,0.999690085604,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.969193916282
LORAZEPAM 2 MG/ML CONC,lorazepam 2_mg/ml concentration,Pharmacy,Pharmacy,0.985709898247,1,Pharmacy,0.999402762482,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968778165182
LORAZEPAM PER 2 MG,lorazepam per 2_mg,Pharmacy,Pharmacy,0.968206582601,1,Pharmacy,0.999888406692,1,Pharmacy,0.87,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949523747323
LORAZEPAM PER 2 MG,lorazepam per 2_mg,Pharmacy,Pharmacy,0.967108040997,1,Pharmacy,0.999904570767,1,Pharmacy,0.87,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949253152941
LYMPHOCYTE CULTURE,lymphocyte culture,Laboratory,Laboratory,0.951037094507,1,Laboratory,0.995520307945,1,Laboratory,0.73,1,Laboratory,0.47,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.786639350613
LYMPHOCYTE TRANSFORMATION,lymphocyte transformation,Laboratory,Laboratory,0.96,1,Laboratory,0.734598788803,1,Supply,0.73,0,Nursing Services,0.42,0,Laboratory,"DeepNN, Logistic_OvR",0.423649697201
LYMPHOCYTO WITH TITR GRET,lymphocytology titer gret,Laboratory,Laboratory,0.945003207506,1,Laboratory,0.962390843276,1,Laboratory,0.71,1,Laboratory,0.36,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.744348512695
MAGNESIUM ASSAY,magnesium assay,Laboratory,Laboratory,0.956957071734,1,Laboratory,0.999891148823,1,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929212055139
MAGNESIUM LEVEL,magnesium level,Laboratory,Laboratory,0.902298441914,1,Laboratory,0.997891812597,1,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927547563628
MAGNESIUM LEVEL,magnesium level,Laboratory,Laboratory,0.96,1,Laboratory,0.986223161281,1,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.93905579032
MAGNESIUM SULFATE 500 MG/ML SOLN,magnesium sulfate 500_mg/ml solution,Pharmacy,Pharmacy,0.985341133233,1,Pharmacy,0.999996484681,1,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.973834404479
MAGNESIUM SULFATE 500 MG/ML SOLN,magnesium sulfate 500_mg/ml solution,Pharmacy,Pharmacy,0.987666601193,1,Pharmacy,0.999995143702,1,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974415436224
MAGNESIUM SULFATE 80 MG/ML,magnesium sulfate 80_mg/ml,Pharmacy,Pharmacy,0.943060524531,1,Pharmacy,0.999958623592,1,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968254787031
MAGNESIUM SULFATE PER 500 MG,magnesium sulfate per 500_mg,Pharmacy,Pharmacy,0.958827148763,1,Pharmacy,0.999996352134,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.969705875224
MAGNESIUM SULFATE PER 500 MG,magnesium sulfate per 500_mg,Pharmacy,Pharmacy,0.942542052442,1,Pharmacy,0.99998144049,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965630873233
MAJOR SURGERY ADD 15 MIN,major surgery additional 15_minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999976465965,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947494116491
MAJOR SURGERY ADD 15 MIN,major surgery additional 15_minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999976465965,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947494116491
MAJOR SURGERY ADD 15 MIN,major surgery additional 15_minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999476959337,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947369239834
MAJOR SURGERY ADD 15 MIN,major surgery additional 15_minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.999476959337,1,OR / Anesthesia / Recovery Room,0.93,1,OR / Anesthesia / Recovery Room,0.9,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947369239834
MAN THER MOB/MANIP EA 15 MIN,manual therapy mobilization manipulation 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.910158256647,1,PT / OT / Speech Therapy,0.999682774181,1,Pharmacy,0.73,0,OR / Anesthesia / Recovery Room,0.48,0,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR",0.477460257707
MANNITOL INJ 25% 50ML,mannitol injection 25% 50 ml,Pharmacy,Pharmacy,0.940913113555,1,Pharmacy,0.993618190414,1,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.926132825992
MANNITOL INJ 25% 50ML,mannitol injection 25% 50 ml,Pharmacy,Pharmacy,0.955643313825,1,Pharmacy,0.993442547765,1,Pharmacy,0.89,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929771465398
MANUAL DIFFERENTIAL,manual differential,Laboratory,Laboratory,0.96,1,Laboratory,0.985118794565,1,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.931279698641
MARKER SKIN REG TIP 6IN RULE &,marker skin regular tip 6 inches rule,Supply,Supply,0.978446839994,1,Supply,0.999812152692,1,Supply,0.72,1,Supply,0.42,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.779564748172
MARKER SKIN REG TIP 6IN RULE &,marker skin regular tip 6 inches rule,Supply,Supply,0.978446839994,1,Supply,0.999812152692,1,Supply,0.72,1,Supply,0.42,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.779564748172
MARKER SKN W/RULER REG TIP 31145777,marker skin ruler regular tip 31145777,Supply,Supply,0.970035254791,1,Supply,0.999825437615,1,PT / OT / Speech Therapy,0.65,0,OR / Anesthesia / Recovery Room,0.33,0,Supply,"DeepNN, Logistic_OvR",0.492465173102
MASK ANES ADLT MED EA1,mask anesthesia adult medical ea1,Supply,OR / Anesthesia / Recovery Room,0.572497803404,0,OR / Anesthesia / Recovery Room,0.730091876065,0,Supply,0.85,1,Supply,0.81,1,Supply,"DLevenshtein, Jaro",0.415
MASK ANES ADLT MED EA1,mask anesthesia adult medical ea1,Supply,Supply,0.92,1,Supply,0.969482976032,1,Supply,0.85,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.887370744008
MASK ANES NEO/YTH FACE ADJ AIR,mask anesthesia neonatal youth face adjustable air,Supply,Supply,0.922868915502,1,Supply,0.997856133621,1,Supply,0.85,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.895181262281
MASK CPAP FULL FACE MEDIUM,mask continuous_positive_airway_pressure full face medium,Nursing Services,Supply,0.92,1,Supply,0.943662037539,1,Supply,0.86,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.913415509385
MASK O2 HI 3 N 1 7FT TUB ADLT,mask oxygen hi 3 n 1 7ft tubing adult,Supply,Supply,0.927052895802,1,Supply,0.999880250803,1,Respiratory Therapy,0.7,0,Supply,0.43,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.785644382202
MB HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory,Laboratory,0.989169758249,1,Laboratory,0.999875664968,1,Laboratory,0.97,1,Laboratory,0.91,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.967261355804
MB SENSOR OXIMTRY CRBRL SM ADH FORE SIGHT,sensor oximetry cerebral small adhesive fore sight,Supply,Supply,0.963443936521,1,Supply,0.999983576126,1,Supply,0.89,1,Supply,0.94,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.948356878162
MECHANICAL VENT SUBSEQ DAY,mechanical ventilation subsequent day,Respiratory Therapy,Respiratory Therapy,0.921467764817,1,Respiratory Therapy,0.999989798931,1,Respiratory Therapy,0.75,1,Respiratory Therapy,0.81,1,Respiratory Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.870364390937
MEDICAL PRIVATE ROOM 311/PR,medical private room 311/private,Room and Board,Room and Board,0.905920053495,1,Room and Board,0.999930292264,1,Cardiology,0.72,0,Room and Board,0.46,1,Room and Board,"DeepNN, Logistic_OvR, Jaro",0.78861678192
MEDIHONEY WOUND/BURN DRESSING,medihoney wound burn dressing,Supply,Supply,0.932088840788,1,Supply,0.998315888379,1,Nursing Services,0.68,0,Supply,0.44,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.790134909722
MEDTRONIC BREAK OFF SET SCREW,medtronic break set screw,Implant,Implant,0.76,1,Implant,0.697767255293,1,Implant,0.73,1,Implant,0.88,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.766941813823
MELATONIN 3 MG TBDL,melatonin 3_mg tbdl,Pharmacy,Pharmacy,0.954829034446,1,Pharmacy,0.987256080872,1,Pharmacy,0.94,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.960521278829
MEROPENEM 1 G INJ,meropenem 1 gram injection,Pharmacy,Pharmacy,0.958938387134,1,Pharmacy,0.995260125494,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.948549628157
MEROPENEM 1 G INJ,meropenem 1 gram injection,Pharmacy,Pharmacy,0.972537390967,1,Pharmacy,0.99786458403,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.952600493749
MEROPENEM 1 GRAM,meropenem 1 gram,Pharmacy,Pharmacy,0.969209280829,1,Pharmacy,0.999324543425,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.924633456063
MEROPENEM 100MG 500MG INJ,meropenem 100_mg 500_mg injection,Pharmacy,Pharmacy,0.985783943645,1,Pharmacy,0.999968450029,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966438098418
MEROPENEM 500 MG INJ,meropenem 500_mg injection,Pharmacy,Pharmacy,0.974801344612,1,Pharmacy,0.999357261192,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966039651451
MEROPENEM 500 MG INJ,meropenem 500_mg injection,Pharmacy,Pharmacy,0.97944270746,1,Pharmacy,0.999592271285,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.967258744686
MEROPENEM 500 MG SOLR,meropenem 500_mg solution,Pharmacy,Pharmacy,0.981838013044,1,Pharmacy,0.999758823411,1,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.940399209114
MEROPENEM 500 MG SOLR,meropenem 500_mg solution,Pharmacy,Pharmacy,0.984810482033,1,Pharmacy,0.999851247435,1,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.941165432367
MESALAMINE CR 250 MG CPCR,mesalamine cream 250_mg cpcr,Pharmacy,Pharmacy,0.948288034961,1,Pharmacy,0.996540625014,1,Pharmacy,0.71,1,Pharmacy,0.48,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.783707164994
METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,Laboratory,0.97613061866,1,Laboratory,0.999987788782,1,Laboratory,0.78,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929029601861
METABOLIC PANEL TOTAL CA,metabolic panel total calcium,Laboratory,Laboratory,0.97613061866,1,Laboratory,0.999987788782,1,Laboratory,0.78,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929029601861
METERED DOSE INHALER,metered dose inhaler,Respiratory Therapy,Supply,0.76,0,Supply,0.897104083262,0,Respiratory Therapy,0.94,1,Respiratory Therapy,0.96,1,Respiratory Therapy,"DLevenshtein, Jaro",0.475
METERED DOSE INHALER,metered dose inhaler,Respiratory Therapy,Pharmacy,0.76,0,Respiratory Therapy,0.852178825285,1,Respiratory Therapy,0.94,1,Respiratory Therapy,0.96,1,Respiratory Therapy,"Logistic_OvR, DLevenshtein, Jaro",0.917392941762
METERED DOSE INHALER,metered dose inhaler,Respiratory Therapy,Respiratory Therapy,0.418991759477,1,Respiratory Therapy,0.884841773585,1,Respiratory Therapy,0.94,1,Respiratory Therapy,0.96,1,Respiratory Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.800958383265
METHADONE 10 MG/ML SOLN,methadone 10_mg/ml solution,Pharmacy,Pharmacy,0.973918409465,1,Pharmacy,0.998833806475,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975688053985
METHADONE 10 MG/ML SOLN,methadone 10_mg/ml solution,Pharmacy,Pharmacy,0.98822312335,1,Pharmacy,0.999106628815,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979332438041
METHADONE 10 MG/ML SOLN,methadone 10_mg/ml solution,Pharmacy,Pharmacy,0.975342981855,1,Pharmacy,0.999080980744,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.97610599065
METHADONE 5MG/5ML CUP,methadone 5 mg/5 ml cup,Pharmacy,Pharmacy,0.984173302204,1,Pharmacy,0.999173494796,1,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.94083669925
METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,Laboratory,0.500904313257,1,Monitoring,0.999137294455,0,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, DLevenshtein, Jaro",0.783634771086
METHYLENE BLUE INJ 1% 10ML,methylene blue injection 1% 10 ml,Pharmacy,Pharmacy,0.979420236158,1,Pharmacy,0.988776652552,1,Pharmacy,0.76,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.884549222177
METHYLPREDNIS SOLU MEDRO SOLU MEDROL 125 MG/2ML VIAL,methylprednisolone solu-medrol solu medrol 125_mg/2_ml vial,Pharmacy,Pharmacy,0.986658944076,1,Pharmacy,0.999896660567,1,Pharmacy,0.78,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911638901161
METHYLPREDNIS SOLU MEDRO SOLU MEDROL 125 MG/2ML VIAL,methylprednisolone solu-medrol solu medrol 125_mg/2_ml vial,Pharmacy,Pharmacy,0.985724512556,1,Pharmacy,0.999865435821,1,Pharmacy,0.78,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911397487094
METHYLPREDNISOLONE 1GM UD INJ,methylprednisolone 1 gm unit dose injection,Pharmacy,Pharmacy,0.933669146062,1,Pharmacy,0.900142040148,1,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930952796552
METOPROLOL 25MG TAB,metoprolol 25_mg tablet,Pharmacy,Pharmacy,0.981824260355,1,Pharmacy,0.999956595988,1,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.957945214086
METOPROLOL 25MG TAB,metoprolol 25_mg tablet,Pharmacy,Pharmacy,0.982595850114,1,Pharmacy,0.999965391881,1,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958140310499
METOPROLOL 25MG TAB,metoprolol 25_mg tablet,Pharmacy,Pharmacy,0.982962614397,1,Pharmacy,0.999953693662,1,Pharmacy,0.92,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958229077015
METRONIDAZOLE 25 MG/ML SUSP,metronidazole 25 mg ml suspension,Pharmacy,Pharmacy,0.992767226155,1,Pharmacy,0.999941220298,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958177111613
METRONIDAZOLE 5 0.79 MG/ML % SOLN,metronidazole 5 0.79_mg/ml % solution,Pharmacy,Pharmacy,0.978085120241,1,Pharmacy,0.997867366897,1,Pharmacy,0.9,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.951488121784
METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,Pharmacy,0.99021520094,1,Pharmacy,0.999988747515,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980050987114
METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,Pharmacy,0.989875568905,1,Pharmacy,0.999988666643,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979966058887
METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,Pharmacy,0.984888618874,1,Pharmacy,0.999888376619,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.978694248873
METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,Pharmacy,0.990717826949,1,Pharmacy,0.99998214435,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980174992825
METRONIDAZOLE BENZOATE BULK POWD 500 G JAR,metronidazole benzoate bulk powder 500 g jar,Pharmacy,Pharmacy,0.92464070553,1,Pharmacy,0.989803383858,1,Pharmacy,0.9,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.923611022347
MG SO4 50% 2ML INJ,magnesium sulfate 50% 2 ml injection,Pharmacy,Pharmacy,0.984426712622,1,Pharmacy,0.999764131059,1,Pharmacy,0.93,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.96104771092
MGSO4 PER 500MG 100ML ,mgso4 per 500_mg 100_ml,Pharmacy,Pharmacy,0.938516682133,1,Pharmacy,0.998102776751,1,Pharmacy,0.77,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.896654864721
MICROALBUMIN MALB MALBCR,microalbumin malb malbcr,Laboratory,Laboratory,0.76,1,Laboratory,0.984907376759,1,Room and Board,0.73,0,Laboratory,0.45,1,Laboratory,"DeepNN, Logistic_OvR, Jaro",0.731635792253
MIDAZOLAM 5 MG/5ML SOLN,midazolam 5_mg/5_ml solution,Pharmacy,Pharmacy,0.981725082908,1,Pharmacy,0.999817012795,1,Pharmacy,0.95,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.957885523926
MIDAZOLAM 5 MG/5ML SOLN,midazolam 5_mg/5_ml solution,Pharmacy,Pharmacy,0.984425982569,1,Pharmacy,0.999218619611,1,Pharmacy,0.95,1,Pharmacy,0.9,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958411150545
MIDAZOLAM 5 MG/ML SOLN,midazolam 5_mg/ml solution,Pharmacy,Pharmacy,0.980995137508,1,Pharmacy,0.998289622726,1,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974821190059
MIDAZOLAM 5 MG/ML SOLN,midazolam 5_mg/ml solution,Pharmacy,Pharmacy,0.981042449473,1,Pharmacy,0.999591468773,1,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975158479561
MIDAZOLAM 5MG/5ML PF 5ML ,midazolam 5 mg/5 ml preservative free 5 ml,Pharmacy,Pharmacy,0.986235061289,1,Pharmacy,0.999693356592,1,Pharmacy,0.87,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.94648210447
MIDAZOLAM HCL 2 MG/2ML IJ SOLN,midazolam hydrochloride 2 mg/2 ml injection solution,Pharmacy,Pharmacy,0.993418033025,1,Pharmacy,0.999893168929,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968327800489
MIDAZOLAM HCL 2 MG/2ML IJ SOLN,midazolam hydrochloride 2 mg/2 ml injection solution,Pharmacy,Pharmacy,0.993418033025,1,Pharmacy,0.999893168929,1,Pharmacy,0.92,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968327800489
