descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
KETOROLAC 30 MG/1 ML INJ	KETOROLAC 30 MG/1 ML INJ	Drugs Requiring Detailed Coding	1	21.33	21.33	ketorolac 30_mg/1_ml injection	Pharmacy
KETOROLAC 30 MG/ML SOLN	KETOROLAC 30 MG/ML SOLN	Drugs Requiring Detailed Coding	2	34	17	ketorolac 30_mg/ml solution	Pharmacy
KETOROLAC 30 MG/ML SOLN	KETOROLAC 30 MG/ML SOLN	Pharmacy	2	60	30	ketorolac 30_mg/ml solution	Pharmacy
KETOROLAC 30 MG/ML SOLN 0409-3795-01	KETOROLAC 30 MG/ML SOLN 0409 3795 01	Pharmacy	2	28.05	14.025	ketorolac 30 mg/ml solution 0409 3795 01	Pharmacy
KETOROLAC 60 MG/2 ML INJ	KETOROLAC 60 MG/2 ML INJ	Drugs Requiring Detailed Coding	1	23.16	23.16	ketorolac 60_mg/2_ml injection	Pharmacy
KETOROLAC (TORADOL) INJECTION 30 MG	KETOROLAC TORADOL INJECTION 30 MG	Drugs Requiring Detailed Coding	2	23.25	11.625	ketorolac toradol injection 30_mg	Pharmacy
KETOROLAC TROMETHAMINE PER 15MG	KETOROLAC TROMETHAMINE PER 15MG	Drugs Requiring Detailed Coding	2	21.95	10.975	ketorolac tromethamine per 15_mg	Pharmacy
KETOROLAC TROMETHAMINE PER 15MG	KETOROLAC TROMETHAMINE PER 15MG	Organ Acquisition	1	9.17	9.17	ketorolac tromethamine per 15_mg	Pharmacy
KIRBY BAUER SINGLE DISK	KIRBY BAUER SINGLE DISK	Implant/Supply	1	69	69	kirby bauer single disk	Laboratory
HB KIT ADM TOOTHETTE/PEROX - A - MNT	KIT ADM TOOTHETTE/PEROX A MNT	Implant/Supply	2.5	22.5	9	kit admission toothette/peroxide a mint	Supply
HC KIT ARTERIAL BLOOD GAS	KIT ARTERIAL BLOOD GAS	Implant/Supply	1	62	62	kit arterial blood gas	Supply
KIT ARTERIAL BLOOD GAS -	KIT ARTERIAL BLOOD GAS 	Implant/Supply	1	11.91	11.91	kit arterial blood gas	Supply
KIT ARTERIAL LINE (CUSTOM	KIT ARTERIAL LINE CUSTOM	Implant/Supply	1	76.38	76.38	kit arterial line custom	Supply
KIT ARTERIAL LINE (CUSTOM)	KIT ARTERIAL LINE CUSTOM 	Implant/Supply	1	76.38	76.38	kit arterial line custom	Supply
HB KIT ARTIFICAL HEART	KIT ARTIFICAL HEART	Other Implants	1	187611	187611	kit artificial heart	Supply
HB KIT BABI PLUS BUB CPAP	KIT BABI PLUS BUB CPAP	Implant/Supply	1	158	158	kit babi plus bub continuous_positive_airway_pressure	Supply
HB KIT BLOOD DRAW NEO 20IN ADD - ON	KIT BLOOD DRAW NEO 20IN ADD ON	Implant/Supply	1	155	155	kit blood draw neonatal 20 inches add on	Supply
KIT  BLOOD GAS	KIT BLOOD GAS	Implant/Supply	1	10.48	5.75	kit blood gas	Supply
"KIT,BREAST PUMP ONE-HAND DU"	KIT BREAST PUMP ONE HAND DU	Cast/Recovery/Labor Room	1	167	167	kit breast pump one hand dual	Supply
"KIT, BREAST PUMP ONE - HAND DU"	KIT BREAST PUMP ONE HAND DU	Implant/Supply	1	167	167	kit breast pump one hand dual	Supply
HC KIT CATH FOLEY PLUS U/M 16FR	KIT CATH FOLEY PLUS U/M 16FR	Implant/Supply	1	78	78	kit catheter foley plus u/m 16_french	Supply
HB KIT CATH HKMN CV REP WHT ADPTR	KIT CATH HKMN CV REP WHT ADPTR	Implant/Supply	1	689	689	kit catheter hickman central venous rep white adapter	Supply
"KIT, CATH INFANT 5FR"	KIT CATH INFANT 5FR	Implant/Supply	1	13	13	kit catheter infant 5fr	Supply
HB KIT CATH OD3.5FR URIN CATH CLS	KIT CATH OD3.5FR URIN CATH CLS	Implant/Supply	1	113	113	kit catheter od3.5fr urine catheter cls	Supply
HB KIT CATH OD5.0FR URIN CATH CLS	KIT CATH OD5.0FR URIN CATH CLS	Implant/Supply	1	113	113	kit catheter od5.0fr urine catheter cls	Supply
HB KIT CATH PEDI QUICK 6FR	KIT CATH PEDI QUICK 6FR	Implant/Supply	1	19	19	kit catheter pediatric quick 6 fr	Supply
"KIT, CATH PICC SINGLE LUMEN"	KIT CATH PICC SINGLE LUMEN	Implant/Supply	1	515	515	kit catheter peripherally inserted central catheter single lumen	Supply
KIT CEMENT MIXEVAC 3	KIT CEMENT MIXEVAC 3	Implant/Supply	1	559.5	542.5	kit cement mixevac 3	Supply
KIT CENTRAL LINE DRESSING	KIT CENTRAL LINE DRESSING	Implant/Supply	1	53.5	53.5	kit central line dressing	Supply
HB KIT COMPLETE ENDOSCOPY CARE	KIT COMPLETE ENDOSCOPY CARE	Implant/Supply	1	70	70	kit complete endoscopy care	Supply
KIT CORRECT SITE SANDEL C3106U	KIT CORRECT SITE SANDEL C3106U	Implant/Supply	1	38.43	38.43	kit correct site sandel c3106u	Supply
HB KIT CUSTOM CDX3	KIT CUSTOM CDX3	Implant/Supply	2	122	61	kit custom cdx3	Supply
HB KIT CUSTOM DRAINAGE BAG	KIT CUSTOM DRAINAGE BAG	Implant/Supply	1	78	78	kit custom drainage bag	Supply
HB KIT CVC DRESSING CHANGE	KIT CVC DRESSING CHANGE	Implant/Supply	1	73	73	kit central venous catheter dressing change	Supply
HB KIT CVC EMERGENCY CARE	KIT CVC EMERGENCY CARE	Implant/Supply	1	24	24	kit central venous catheter emergency care	Supply
"KIT, DRAIN CLSD VENT CIRCUIT"	KIT DRAIN CLSD VENT CIRCUIT	Implant/Supply	1	10	10	kit drain closed ventilator circuit	Supply
"KIT,DRAIN CLSD VENT CIRCUIT"	KIT DRAIN CLSD VENT CIRCUIT	Pharmacy	1	10	10	kit drain closed ventilator circuit	Supply
KIT DRESSING CENTRAL LINE	KIT DRESSING CENTRAL LINE	Implant/Supply	1	68	68	kit dressing central line	Supply
"KIT,  DRESSING NICU CENTRAL L"	KIT DRESSING NICU CENTRAL L	Implant/Supply	1	45	45	kit dressing neonatal intensive_care_unit central line	Supply
KIT DRSG CEN	KIT DRSG CEN	Implant/Supply	1	45	45	kit dressing central	Supply
KIT DRSG CHANGE CTL LINE	KIT DRSG CHANGE CTL LINE	Implant/Supply	1	199.87	199.87	kit dressing change central line	Supply
KIT DRSG CHANGE PWR GLIDE	KIT DRSG CHANGE PWR GLIDE	Implant/Supply	1	33	33	kit dressing change power glide	Supply
KIT ET	KIT ET	Implant/Supply	1	38	38	kit et	Supply
KIT FECAL MGMT SYSTEM FLEXISE (7606)	KIT FECAL MGMT SYSTEM FLEXISE 7606 	Implant/Supply	1	665	665	kit fecal management system flexise 7606	Supply
"KIT, FEED, GASTROSTOMY, 14FRX"	KIT FEED GASTROSTOMY 14FRX	Implant/Supply	1	615	615	kit feed gastrostomy 14fr	Supply
"KIT,FEED,GASTROSTOMY,14FRX1.2CM"	KIT FEED GASTROSTOMY 14FRX1.2CM	Implant/Supply	1	591	591	kit feed gastrostomy 14frx1.2cm	Supply
HB KIT FOLEY CATH	KIT FOLEY CATH	Implant/Supply	1	125	125	kit foley catheter	Supply
HB KIT GASTMY M-KEY SIL L.8CM OD1	KIT GASTMY M KEY SIL L.8CM OD1	Implant/Supply	1	361	361	kit gastrostomy mic key silicone length .8cm od1	Supply
HB KIT GASTMY M - KEY SIL L1.5CM OD	KIT GASTMY M KEY SIL L1.5CM OD	Implant/Supply	1	361	361	kit gastrostomy mic key silicone length 1.5cm od	Supply
HB KIT GASTMY M-KEY SIL L1CM OD14	KIT GASTMY M KEY SIL L1CM OD14	Implant/Supply	1	361	361	kit gastrostomy mic key silicone length 1cm od	Supply
HB KIT GASTROSTOMY MIC - KEY 12FR 1.2CM	KIT GASTROSTOMY MIC KEY 12FR 1.2CM	Implant/Supply	1	356	356	kit gastrostomy mic key 12fr 1.2cm	Supply
KIT GENERAL SURGERY	KIT GENERAL SURGERY	Implant/Supply	1	192.1	192.1	kit general surgery	Supply
HB KIT HUB ENTRY/CAP CHANGE	KIT HUB ENTRY/CAP CHANGE	Implant/Supply	1	19	19	kit hub entry/cap change	Supply
KIT I.V. START	KIT I.V. START	Implant/Supply	1	24	24	kit intravenous start	Supply
HB KIT IV 0 - 6 MNTH PREOP	KIT IV 0 6 MNTH PREOP	Implant/Supply	1	78	78	kit intravenous 0 to 6 month preoperative	Supply
HB KIT IV 3 - 4 YR PREOP	KIT IV 3 4 YR PREOP	Implant/Supply	1	70	70	kit intravenous 3 to 4 years preoperative	Supply
HB KIT IV ABV 5 YR PREOP	KIT IV ABV 5 YR PREOP	Implant/Supply	1	75	75	kit intravenous abv 5 yr preoperative	Supply
HB KIT IV INF 7 MNTH - 2 YR PREOP	KIT IV INF 7 MNTH 2 YR PREOP	Implant/Supply	1	64	64	kit intravenous_infusion 7 month to 2 years preoperative	Supply
HB KIT IV SECUREMENT PED/ADULT	KIT IV SECUREMENT PED/ADULT	Implant/Supply	1	20	20	kit intravenous securement pediatric/adult	Supply
KIT LAP GASTROSTOMY 9 18FR	KIT LAP GASTROSTOMY 9 18FR	Other Implants	1	574	574	kit laparotomy gastrostomy 9 18fr	Supply
HB KIT LAPAROSCOPIC CARE	KIT LAPAROSCOPIC CARE	Implant/Supply	1	226.5	226.5	kit laparoscopic care	Supply
HC KIT MICRO-INTRODUCER STD/NIT/SS-TIP 4FR GUIDEWIRE	KIT MICRO INTRODUCER STD/NIT/SS TIP 4FR GUIDEWIRE	Implant/Supply	1	73.4	65.99	kit micro introducer std/nit/ss tip 4fr guidewire	Supply
HC KIT MICRO-INTRODUCER STD/NIT/SS-TIP 4FR INTRODUCER	KIT MICRO INTRODUCER STD/NIT/SS TIP 4FR INTRODUCER	Implant/Supply	1	73.4	65.99	kit micro introducer std/nit/ss tip 4fr introducer	Supply
HB KIT MNTR OD14GU INTRCRNL TOUHY	KIT MNTR OD14GU INTRCRNL TOUHY	Implant/Supply	2	5474	2737	kit monitor od14gu intracranial touhy	Supply
KIT - MOUTH CARE	KIT MOUTH CARE	Implant/Supply	1	20.1	20.1	kit mouth care	Supply
KIT MULTI LUMEN 4 FR	KIT MULTI LUMEN 4 FR	Implant/Supply	1	191	191	kit multiple lumen 4 fr	Supply
"KIT, NEEDLE GUIDE 18GAG001C021"	KIT NEEDLE GUIDE 18GAG001C021	Implant/Supply	1	62	62	kit needle guide 18gauge 001c021	Supply
"KIT, NEEDLE, PG21G W/PROBE COVER"	KIT NEEDLE PG21G W/PROBE COVER	Implant/Supply	1	70	70	kit needle pg 21_gauge with probe cover	Supply
HB KIT OATH 0D5. 0FR URIN CATH CLS	KIT OATH 0D5. 0FR URIN CATH CLS	Implant/Supply	1	113	113	kit oath 0d5 0fr urine catheter cls	Supply
KIT OR ROOM TURNOVER ADVM	KIT OR ROOM TURNOVER ADVM	Implant/Supply	1	159	159	kit operating_room room turnover advm	Supply
HB KIT ORAL CARE 2 4-HR SMALL	KIT ORAL CARE 2 4 HR SMALL	Implant/Supply	1	104	104	kit oral care 24 hour small	Supply
HB KIT ORAL CARE 24 - HR LARGE	KIT ORAL CARE 24 HR LARGE	Implant/Supply	1	84	84	kit oral care 24 hour large	Supply
HB KIT ORAL CARE 24 - HR SMALL	KIT ORAL CARE 24 HR SMALL	Implant/Supply	1	105	105	kit oral care 24 hour small	Supply
KIT ORAL CARE OWENS	KIT ORAL CARE OWENS	Implant/Supply	1	270.49	270.49	kit oral care owens	Supply
KIT ORAL CARE YANKEUR SNGLSPIN	KIT ORAL CARE YANKEUR SNGLSPIN	Implant/Supply	1	42	42	kit oral care yankauer single_spin	Supply
KIT ORAL CLE	KIT ORAL CLE	Implant/Supply	1	415	415	kit oral clean	Supply
HB KIT PATIENT CARE JACKSON TABLE	KIT PATIENT CARE JACKSON TABLE	Implant/Supply	1	138	138	kit patient care jackson table	Supply
KIT PERCUTANEOUS 6.0 BLUERHINO	KIT PERCUTANEOUS 6.0 BLUERHINO	Implant/Supply	1	1296.4	1296.4	kit percutaneous 6 bluerhino	Supply
KIT PERCUTANEOUS 8.0 BLUERHINO	KIT PERCUTANEOUS 8.0 BLUERHINO	Implant/Supply	1	1296.4	1296.4	kit percutaneous 8 bluerhino	Supply
KIT PICC DOUBLE LUMEN	KIT PICC DOUBLE LUMEN	Implant/Supply	1	1053.78	1053.78	kit peripherally_inserted_central_catheter double_lumen	Supply
KIT PICC DOUBLE LUMEN	KIT PICC DOUBLE LUMEN	Other Implants	1	767	767	kit peripherally_inserted_central_catheter double_lumen	Supply
HB KIT PICC INSERTION	KIT PICC INSERTION	Implant/Supply	1	113	113	kit peripherally inserted central catheter insertion	Procedure
HB KIT PICC REMOVAL	KIT PICC REMOVAL	Implant/Supply	1	17	17	kit peripherally inserted central catheter removal	Supply
HB KIT PIV SECUREMENT INFANT	KIT PIV SECUREMENT INFANT	Implant/Supply	1	20	20	kit pivot securement infant	Supply
KIT START  IV SPLIT  TAIL  DRSG REGARD	KIT START IV SPLIT TAIL DRSG REGARD	Implant/Supply	1	6	6	kit start intravenous split tail dressing regard	Supply
"KIT, SUCT CATH 10FR"	KIT SUCT CATH 10FR	Implant/Supply	1	4	4	kit suction catheter 10fr	Supply
"KIT,  SUTR./PCVL INF."	KIT SUTR./PCVL INF.	Implant/Supply	1	5	5	kit suture peripheral central venous line infusion	Supply
KIT SUTRE REMOVL DSP	KIT SUTRE REMOVL DSP	Implant/Supply	1	23	23	kit suture removal disposable	Supply
HB KIT SX CHLD CRTCL MEAS INSRT N	KIT SX CHLD CRTCL MEAS INSRT N	Implant/Supply	1	25	25	kit suction child critical measure inserted n	Supply
HB KIT SX NEO/PED L12IN OD6FR Y T	KIT SX NEO/PED L12IN OD6FR Y T	Implant/Supply	2	116	59	kit suction neonatal/pediatric length 12 inches od6fr y t	Supply
HB KIT SXN PORTABLE LAERDAL 4	KIT SXN PORTABLE LAERDAL 4	Implant/Supply	1	73	73	kit suction portable laerdal 4	Supply
HB KIT TOOL SURG.PUMP HVAD	KIT TOOL SURG.PUMP HVAD	Implant/Supply	1	16446	16446	kit tool surgical pump hvad	Capital Equipment
"KIT, TRACH SUC CATH 10F"	KIT TRACH SUC CATH 10F	Implant/Supply	1	4	4	kit tracheostomy suction catheter 10f	Supply
"KIT, TRACH SUC CATH 12F"	KIT TRACH SUC CATH 12F	Implant/Supply	1	4	4	kit tracheostomy suction catheter 12f	Supply
"KIT, TRACH SUC CATH 14F"	KIT TRACH SUC CATH 14F	Implant/Supply	1	4	4	kit tracheostomy suction catheter 14f	Supply
HB KIT TRANSDCR ART LN ICU PRSS M	KIT TRANSDCR ART LN ICU PRSS M	Implant/Supply	1	66	66	kit transducer arterial line intensive_care_unit press m	Supply
HB KIT TRANSDCR ART LN RGLTR PRSS	KIT TRANSDCR ART LN RGLTR PRSS	Implant/Supply	1	109	109	kit transducer arterial ln rgltr pressure	Supply
"KIT, TRANSDUCER SINGLE LINE"	KIT TRANSDUCER SINGLE LINE	Implant/Supply	1	36	36	kit transducer single line	Supply
KIT TRANSDUCER SNGL LN NEO	KIT TRANSDUCER SNGL LN NEO	Implant/Supply	1	35	35	kit transducer single line neonatal	Supply
KIT TRANSPAC IV TRIFU	KIT TRANSPAC IV TRIFU	Implant/Supply	1	60	60	kit transpac intravenous trifuse	Supply
HB KIT TUBING COLLECTION BOTTLE	KIT TUBING COLLECTION BOTTLE	Implant/Supply	1	109	109	kit tubing collection bottle	Supply
HB KIT VAP GUARD ORAL CARE	KIT VAP GUARD ORAL CARE	Implant/Supply	1	119	119	kit vaporizer guard oral care	Supply
HB KIT VAP GUTIRD ORAL CARE	KIT VAP GUTIRD ORAL CARE	Implant/Supply	1	117	117	kit vaporizer gutird oral care	Supply
HB KIT WILSON FRAME	KIT WILSON FRAME	Implant/Supply	1	178.59	178.59	kit wilson frame	Supply
KLS BATTERY PACK	KLS BATTERY PACK	Implant/Supply	2	728	364	kls battery pack	Supply
"KLS MARTIN BATTERIE PACK, STERILE"	KLS MARTIN BATTERIE PACK STERILE	Implant/Supply	1	373	373	kls martin battery pack sterile	Supply
KNIFE MICRO # 00-0152	KNIFE MICRO 00 0152	Implant/Supply	1	24	24	knife micro 00 0152	Supply
KT ORAL HYGIENE SUCT CATH BR	KT ORAL HYGIENE SUCT CATH BR	Implant/Supply	1	82	82	kit oral hygiene suction catheter br	Supply
KT PNEUMOTHORAX	KT PNEUMOTHORAX	Implant/Supply	1	364	364	kit pneumothorax	Supply
L VENT L ATRIAL ANGIO INJ	L VENT L ATRIAL ANGIO INJ	Cardiology	1	85	85	left ventricular left atrial angiography injection	Cardiology
LAB ABSCN	LAB ABSCN	Laboratory	1	169	169	laboratory antibody screen	Laboratory
HB LAB BLOOD TYPING ABO	LAB BLOOD TYPING ABO	Laboratory	1	89	89	laboratory blood typing abo	Laboratory
HB LAB BLOOD TYPING RH	LAB BLOOD TYPING RH	Laboratory	1	83	83	laboratory blood typing rhesus	Laboratory
HC-LAB CHLORIDE SERUM	LAB CHLORIDE SERUM	Laboratory	1	30	30	laboratory chloride serum	Laboratory
HC-LAB-GLUCOSE BLOOD	LAB GLUCOSE BLOOD	Laboratory	1	33	33	laboratory glucose blood	Laboratory
HC-LAB-GLUCOSE BLOOD MONITOR DEVICE	LAB GLUCOSE BLOOD MONITOR DEVICE	Laboratory	1	35	35	laboratory glucose blood monitor device	Monitoring
LAB GLYC HGB	LAB GLYC HGB	Laboratory	1	205	205	laboratory glycol hemoglobin	Laboratory
HC-LAB-IONIZED CA (WHOLE BLOOD)	LAB IONIZED CA WHOLE BLOOD 	Laboratory	1	86	86	laboratory ionized calcium whole blood	Laboratory
HB LAB POC GLUCOSE	LAB POC GLUCOSE	Laboratory	1	297.53	297.53	laboratory point_of_care glucose	Monitoring
HC-LAB-POTASSIUM SER/PLASMA/B	LAB POTASSIUM SER/PLASMA/B	Laboratory	1	41	41	laboratory potassium serum/plasma/b	Laboratory
HC LAB SODIUM	LAB SODIUM	Laboratory	1	41	41	laboratory sodium	Laboratory
HC-LAB-SODIUM-SERUM/WH BLOOD	LAB SODIUM SERUM/WH BLOOD	Laboratory	1	49	49	laboratory sodium serum/whole blood	Laboratory
HC-LAB-SODIUM (WHOLE BLOOD)	LAB SODIUM WHOLE BLOOD 	Laboratory	1	49	49	laboratory sodium whole blood	Laboratory
LABETAL 20ML IJ	LABETAL 20ML IJ	Pharmacy	1	348.4	348.4	labetalol 20_ml injection	Pharmacy
LABETALOL :20MG/4ML	LABETALOL 20MG/4ML	Pharmacy	1	95	95	labetalol 20_mg/4_ml	Pharmacy
LABETALOL 5 MG/ML INJ 4 ML	LABETALOL 5 MG/ML INJ 4 ML	Pharmacy	1	25.06	25.06	labetalol 5_mg/ml injection 4_ml	Pharmacy
LABETALOL 5MG PER ML INJ 5ML S	LABETALOL 5MG PER ML INJ 5ML S	Pharmacy	1	17.69	17.69	labetalol 5_mg per ml injection 5_ml sigma	Pharmacy
LABETALOL 5MG/ML 4ML INJ SYR	LABETALOL 5MG/ML 4ML INJ SYR	Pharmacy	1	2.1	2.1	labetalol 5_mg/ml 4_ml injection syringe	Pharmacy
LACATE	LACATE	Laboratory	1	255.25	255.25	lactate	Laboratory
LACATED RINGERS PER 1000 ML	LACATED RINGERS PER 1000 ML	Drugs Requiring Detailed Coding	1	60	60	lactated_ringers per 1000_ml	Pharmacy
LACATED RINGERS PER 1000 ML	LACATED RINGERS PER 1000 ML	IV Solutions	1	66	66	lactated_ringers per 1000_ml	Pharmacy
LACATED RINGERS PER 1000 ML	LACATED RINGERS PER 1000 ML	Organ Acquisition	1	60	60	lactated_ringers per 1000_ml	Pharmacy
LACATED RINGERS PER 1000 ML	LACATED RINGERS PER 1000 ML	Pharmacy	1	60	60	lactated_ringers per 1000_ml	Pharmacy
LACOSAMIDE 100 MG TAB	LACOSAMIDE 100 MG TAB	Drugs Requiring Specific Identification	1	32.12	32.12	lacosamide 100_mg tablet	Pharmacy
LACOSAMIDE 100 MG TAB	LACOSAMIDE 100 MG TAB	Pharmacy	1	44.63	34.9	lacosamide 100_mg tablet	Pharmacy
LACOSAMIDE 200 MG/20 ML SO	LACOSAMIDE 200 MG/20 ML SO	Pharmacy	1	111	111	lacosamide 200_mg/20_ml solution	Pharmacy
LACRI-LUBE OPHT OINT 3.5GM	LACRI LUBE OPHT OINT 3.5GM	Implant/Supply	1	29.7	29.7	lacri lube ophth ointment 3.5_gm	Supply
LACRI LUBE OPHT OINT 3.5GM	LACRI LUBE OPHT OINT 3.5GM	Pharmacy	1	29.7	29.7	lacri lube ophth ointment 3.5_gm	Supply
HB LACTATE	LACTATE	Laboratory	1	130	124	lactate	Laboratory
HC LACTATE (	LACTATE 	Laboratory	1	186.73	186.73	lactate	Laboratory
"HB LACTATE, BLOOD"	LACTATE BLOOD	Laboratory	1	132	132	lactate blood	Laboratory
"LACTATE, BLOOD GAS"	LACTATE BLOOD GAS	Laboratory	1	228	228	lactate blood_gas	Laboratory
LACTATE (BLOOD GAS)	LACTATE BLOOD GAS 	Laboratory	1	253	253	lactate blood_gas	Laboratory
LACTATE DEHYD	LACTATE DEHYD	Laboratory	1	136	136	lactate dehydrogenase	Laboratory
LACTATE (LAC	LACTATE LAC	Laboratory	1	149.35	149.35	lactate lactate	Laboratory
LACTATE (LACTI	LACTATE LACTI	Laboratory	1	193	193	lactate lactate	Laboratory
HB LACTATE LACTIC ACID	LACTATE LACTIC ACID	Laboratory	1	207	207	lactate lactic acid	Laboratory
HC LACTATE (LACTIC ACID)	LACTATE LACTIC ACID 	Laboratory	1	190	190	lactate lactic acid	Laboratory
HC LACTATE (LACTIC ACID) POCT	LACTATE LACTIC ACID POCT	Laboratory	1	200	200	lactate lactic acid point_of_care_testing	Monitoring
LACTATE (PNL)	LACTATE PNL 	Laboratory	1	174	174	lactate panel	Laboratory
LACTATE - POCT	LACTATE POCT	Laboratory	1	117	117	lactate point_of_care_testing	Monitoring
LACTATE WHOLE BLOOD	LACTATE WHOLE BLOOD	Laboratory	1	159	151	lactate whole blood	Laboratory
HC LACTATE/LACTIC ACID	LACTATE/LACTIC ACID	Laboratory	1	101	101	lactate/lactic acid	Laboratory
LACTATE/LACTIC ACID	LACTATE/LACTIC ACID	Pharmacy	1	543.75	543.75	lactate/lactic acid	Laboratory
LACTATE/LACTIC ACID BODY FLUID	LACTATE/LACTIC ACID BODY FLUID	Laboratory	1	173	173	lactate/lactic acid body fluid	Laboratory
HB LACTATED FINGERS SOL 1000ML A	LACTATED FINGERS SOL 1000ML A	IV Solutions	1	19.23	19.23	lactated_ringers solution 1000_ml a	Pharmacy
LACTATED RINGER SOLP	LACTATED RINGER SOLP	IV Solutions	1	198.03	198.03	lactated ringer solution	Pharmacy
LACTATED RINGERS 1000	LACTATED RINGERS 1000	Drugs Requiring Detailed Coding	1	335	335	lactated ringers 1000	Pharmacy
LACTATED RINGERS 1000	LACTATED RINGERS 1000	Emergency Room	3	183.72	61.24	lactated ringers 1000	Pharmacy
LACTATED RINGERS 1000	LACTATED RINGERS 1000	IV Solutions	1	285.04	219	lactated ringers 1000	Pharmacy
LACTATED RINGERS 1000	LACTATED RINGERS 1000	Pharmacy	1	608.01	608.01	lactated ringers 1000	Pharmacy
LACTATED RINGERS INTRAVENOUS SOLUTION	LACTATED RINGERS INTRAVENOUS SOLUTION	IV Solutions	2	166.4	83.2	lactated_ringers intravenous solution	Pharmacy
"LACTATED RINGERS INTRAVENOUS
SOLUTION"	LACTATED RINGERS INTRAVENOUS SOLUTION	Pharmacy	1	66.75	66.75	lactated_ringers intravenous solution	Pharmacy
HB LACTATED RINGERS SOL 1000ML A	LACTATED RINGERS SOL 1000ML A	Drugs Requiring Detailed Coding	1	23.73	23.73	lactated_ringers solution 1000 ml a	Pharmacy
HB LACTATED RINGERS SOL 1000ML A	LACTATED RINGERS SOL 1000ML A	IV Solutions	1	23.73	23.73	lactated_ringers solution 1000 ml a	Pharmacy
HB LACTATED RINGERS SOL 100OML A	LACTATED RINGERS SOL 100OML A	IV Solutions	1	21.48	21.48	lactated_ringers solution 1000ml a	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	Drugs Requiring Detailed Coding	1	30	30	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	IV Solutions	1	121.27	121.27	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	IV Therapy	1	80	80	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	Implant/Supply	1	98.5	98.5	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	Outpatient or Home	1	79.66	79.66	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	Pharmacy	1	44	43.79166667	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLN	LACTATED RINGERS SOLN	Radiology	1	60.9	60.9	lactated ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	Drugs Requiring Detailed Coding	1	100	100	lactated_ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	IV Solutions	1	68.75	68.75	lactated_ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	IV Therapy	1	66	66	lactated_ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	Implant/Supply	1	65	65	lactated_ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	Oncology	2	132	66	lactated_ringers solution	Pharmacy
LACTATED RINGERS SOLP	LACTATED RINGERS SOLP	Pharmacy	1	66.75	65.875	lactated_ringers solution	Pharmacy
LACTIC ACID	LACTIC ACID	EKG/ECG/EEG	1	248.4	248.4	lactic acid	Laboratory
LACTIC ACID	LACTIC ACID	Implant/Supply	1	69	69	lactic acid	Laboratory
HB - LACTIC ACID	LACTIC ACID	Laboratory	1	225.7	200	lactic acid	Laboratory
LACTIC ACID	LACTIC ACID	Other Imaging Services	1	52.25	52.25	lactic acid	Laboratory
LACTIC ACID (	LACTIC ACID 	Laboratory	1	178.5	178.5	lactic acid	Laboratory
HC LACTIC ACID ASSAY	LACTIC ACID ASSAY	Laboratory	1	204	204	lactic acid assay	Laboratory
HC LACTIC ACID - BG SYRINGE	LACTIC ACID BG SYRINGE	Laboratory	1	147	147	lactic acid blood_gas syringe	Monitoring
HC LACTIC ACID ISTAT	LACTIC ACID ISTAT	Laboratory	1	142	142	lactic acid istat	Monitoring
HC LACTIC ACID LACTATE	LACTIC ACID LACTATE	Laboratory	1	50	50	lactic acid lactate	Laboratory
HC LACTIC ACID (LACTATE)	LACTIC ACID LACTATE 	Laboratory	1	171	171	lactic acid lactate	Laboratory
LACTIC ACID - WB	LACTIC ACID WB	Laboratory	1	88	88	lactic acid whole_blood	Laboratory
LACTIC ACID (WBLA)	LACTIC ACID WBLA 	Laboratory	1	144	144	lactic acid wbla	Laboratory
"LACTIC DEHYDROGENASE, FLUI"	LACTIC DEHYDROGENASE FLUI	Laboratory	1	129	129	lactic_dehydrogenase fluid	Laboratory
LACTINEX TAB	LACTINEX TAB	Pharmacy	4	2	0.5	lactinex tablet	Pharmacy
LACTOBACILLUS    ACIDOPH-L.BULGAR     1  MILLION    CELL  T	LACTOBACILLUS ACIDOPH L.BULGAR 1 MILLION CELL T	Pharmacy	2	7.5	3.75	lactobacillus acidophilus l bulgar 1 million cell T	Pharmacy
LACTOBACILLUS CHEWABLE TAB	LACTOBACILLUS CHEWABLE TAB	Pharmacy	1	14.05	14.05	lactobacillus chewable tablet	Pharmacy
