Original Description,Normalized Description,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,CHRG_CLS,Voting Algorithm,Confidence Score,Match_Jaro,Match_DLevenshtein,Match_Logistic,Match_DeepNN,Match_Voted
SET UNIVERSAL 3-BAG SPIKE SET,set universal 3 bag spike set,Supply,0.74,Supply,0.42,Supply,0.964722855466,Supply,0.99999977138,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.781180656712,1,1,1,1,1
SHEATH,sheath,Supply,0.85,Radiology,0.81,Supply,0.96,Supply,0.999634362776,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.702408590694,1,0,1,1,1
SILDENAFIL CIT 100MG/4,sildenafil citrate 100_mg/4,Plan Benefit,0.85,Plan Benefit,0.88,Plan Benefit,0.92,Plan Benefit,0.998959022105,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912239755526,1,1,1,1,1
SILDENAFIL SUSP NG/G/ 6MG SILDEN,sildenafil suspension nasogastric/gram/6_mg sildenafil,Plan Benefit,0.85,Plan Benefit,0.81,Plan Benefit,0.978125611536,Plan Benefit,0.999999984953,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909531399122,1,1,1,1,1
SILDENAFIL SUSP PO 5MG SILDENAFI,sildenafil suspension by_mouth 5_mg sildenafil,Plan Benefit,0.85,Plan Benefit,0.88,Plan Benefit,0.973726826392,Plan Benefit,0.999999998947,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.925931706335,1,1,1,1,1
SIMETHICONE 20 MG/0.3 ML ORAL,simethicone 20_mg/0.3_ml oral,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.559496789427,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812374197357,1,1,1,1,1
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL,sodium chloride 0.9% injection 10 sodium_chloride 0.9% partial_fill 10_ml vial,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.81009188163,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.807522970408,1,1,1,1,1
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL (HOS,sodium chloride 0.9% injection 10 sodium_chloride 0.9% partial_fill 10_ml vial hose,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.782566944463,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.800641736116,1,1,1,1,1
SOD PHOSPHATE 3 MMOLE/ML INJ 1,sodium phosphate 3 mmole/ml injection 1,Pharmacy,0.79,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.993723145389,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905930786347,1,1,1,1,1
SOD.BICARB INJ VI,sodium bicarb injection vial,Pharmacy,0.73,Pharmacy,0.81,Pharmacy,0.76,Pharmacy,0.703931864166,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.750982966041,1,1,1,1,1
SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.91161575188,Pharmacy,0.996821270775,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922109255664,1,1,1,1,1
SODIUM BICARBONATE 650 MG TABS,sodium bicarbonate 650_mg tablets,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.92,Pharmacy,0.985687137577,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908921784394,1,1,1,1,1
SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.46,Diluent / Flush / Irrigant,0.466296567984,Supply,0.905897750221,Diluent / Flush / Irrigant,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.426574141996,0,0,0,0,0
SOL IRRIG SALINE 0.9% 1000ML BOTTLE 2F7124 - CS,solution irrigation saline 0.9% 1000_ml bottle 2f7124 cs,Diluent / Flush / Irrigant,0.71,Diluent / Flush / Irrigant,0.45,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.991103095813,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.777775773953,1,1,1,1,1
SOL IRRIG WATER 3.5OZ-1939,solution irrigation water 3.5oz 1939,Diluent / Flush / Irrigant,0.65,Diluent / Flush / Irrigant,0.44,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.893857694874,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.735964423718,1,1,1,1,1
SOL IV DEX INJ 5% 100ML,solution intravenous dextrose injection 5% 100_ml,Diluent / Flush / Irrigant,0.77,Pharmacy,0.81,Diluent / Flush / Irrigant,0.92,Diluent / Flush / Irrigant,0.886557229038,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.64413930726,1,0,1,1,1
SOL IV NACL INJ 0.8% 1L,solution intravenous sodium_chloride injection 0.8% 1l,Diluent / Flush / Irrigant,0.74,Diluent / Flush / Irrigant,0.45,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.748684124932,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.674671031233,1,1,1,1,1
SOL LR 1000ML BG,solution leukocyte_reduced 1000_ml blood_gas,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Blood Products,0.373963428665,Pharmacy,0.761919279129,Diluent / Flush / Irrigant,Pharmacy,"Jaro, DLevenshtein",0.415,0,0,0,1,0
SORE THROAT SPRAY 180 ML B,sore throat spray 180_ml b,Laboratory,0.7,Supply,0.43,Supply,0.92,Supply,0.99674574508,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.58668643627,0,1,1,1,1
SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except miscroscopic,Radiology,0.7,Room and Board,0.38,Laboratory,0.96,Laboratory,0.990024615523,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.487506153881,0,0,1,1,1
SPIRONOLACTONE-HYDROCHLORO,spironolactone hydrochloro,Pharmacy,0.77,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.901195202977,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.877798800744,1,1,1,1,1
STAPLER LINEAR PROX VASC 3,stapler linear prox vasc 3,Supply,0.79,Supply,0.44,Laboratory,0.76,Supply,0.982759469128,Supply,Supply,"Jaro, DLevenshtein, DeepNN",0.553189867282,1,1,0,1,1
STAPLER RELOAD LINEAR PROX,stapler reload linear prox,Supply,0.74,Supply,0.43,Laboratory,0.525606225445,Supply,0.991290105387,Supply,Supply,"Jaro, DLevenshtein, DeepNN",0.540322526347,1,1,0,1,1
STERILE WATER IRRIGATION 50,sterile water irrigation 50,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.874131874469,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891032968617,1,1,1,1,1
SUBSEQ HR NITRIC OXIDE,subsequent hour nitric oxide,Plan Benefit,0.74,Plan Benefit,0.81,Plan Benefit,0.917748417421,Plan Benefit,0.999991377474,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.866934948724,1,1,1,1,1
SUCROSE 24% PACIFIER D,sucrose 24% pacifier daily,Supply,0.74,Supply,0.81,Supply,0.92,Supply,0.986433514673,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.864108378668,1,1,1,1,1
SUCTION ARTIFICIAL AIRWAY,suction artificial airway,Laboratory,0.7,Respiratory Therapy,0.43,Supply,0.557035501679,Supply,0.63514838537,Supply,Supply,"Logistic_OvR, DeepNN",0.298045971762,0,0,1,1,1
SURG LEVEL II 1ST HR,surgical level ii 1st hour,OR / Anesthesia / Recovery Room,0.78,OR / Anesthesia / Recovery Room,0.88,OR / Anesthesia / Recovery Room,0.58842223037,OR / Anesthesia / Recovery Room,0.844264058703,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.773171572268,1,1,1,1,1
SURG LEVEL IV 1ST HR,surgical level intravenous 1st hour,Laboratory,0.78,OR / Anesthesia / Recovery Room,0.88,Nursing Services,0.76,Nursing Services,0.846739660481,Nursing Services,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",0.40168491512,0,1,0,0,0
SURGIFOAM ABS GEL SPONGE H,surgifoam abs gel sponge h,Supply,0.69,Respiratory Therapy,0.36,Supply,0.96,Supply,0.999480002613,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.662370000653,1,0,1,1,1
SUSCEPTIBILITY MICRODILUTI,susceptibility microdilution,Laboratory,0.77,Laboratory,0.93,Laboratory,0.96,Laboratory,0.999488134706,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.914872033677,1,1,1,1,1
SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00 to,Laboratory,0.85,Laboratory,0.93,Laboratory,0.92,Laboratory,0.558852126241,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.81471303156,1,1,1,1,1
SUT BOOT AID 051003,suture boot aid 51003,Pharmacy,0.68,Pharmacy,0.38,Supply,0.96,Supply,0.99987958567,Supply,Supply,"Logistic_OvR, DeepNN",0.489969896417,0,0,1,1,1
SUT SKN GLUE,suture skin glue,Monitoring,0.76,Respiratory Therapy,0.41,Supply,0.938857777885,Supply,0.9999957625,Supply,Supply,"Logistic_OvR, DeepNN",0.484713385096,0,0,1,1,1
SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,Supply,0.77,Supply,0.88,Supply,0.92,Supply,0.999490098903,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892372524726,1,1,1,1,1
SUTURE 2-0 NYLON 664H,suture 2 0 nylon 664h,Supply,0.85,Supply,0.88,Supply,0.96,Supply,0.999867553008,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922466888252,1,1,1,1,1
SWABSTICK  NO-STING,swabstick no_catheter sting,Supply,0.71,Laboratory,0.38,Supply,0.96,Supply,0.999108798745,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.667277199686,1,0,1,1,1
SWALLOW/FEED EVAL 30 MIN S,swallow/feed evaluation 30 minutes s,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.81,PT / OT / Speech Therapy,0.938127221643,PT / OT / Speech Therapy,0.999871733413,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899499738764,1,1,1,1,1
SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,Diluent / Flush / Irrigant,0.75,Diluent / Flush / Irrigant,0.48,Supply,0.468889030086,Supply,0.941425163267,Supply,Supply,"Logistic_OvR, DeepNN",0.352578548338,0,0,1,1,1
SYS 5 LEAD CABLE & WIRE DUAL,system 5 lead cable and_insert wire dual,Laboratory,0.66,Supply,0.33,Supply,0.96,Supply,0.99570191881,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.571425479702,0,1,1,1,1
T4NW-GENERAL MEDICINE PRIVATE,t4nw general medicine private,Supply,0.72,OR / Anesthesia / Recovery Room,0.42,Room and Board,0.51660769935,Room and Board,0.930105911005,Room and Board,Room and Board,"Logistic_OvR, DeepNN",0.361678402589,0,0,1,1,1
TEGADERM 4X4,tegaderm 4x4,Supply,0.74,Supply,0.81,Supply,0.222541851475,Supply,0.55484985196,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.581847925859,1,1,1,1,1
TELEVISION,television,Radiology,0.76,Plan Benefit,0.81,Supply,0.382013241914,Plan Benefit,0.80570001506,Plan Benefit,Plan Benefit,"DLevenshtein, DeepNN",0.403925003765,0,1,0,1,1
TEST BLOOD GLUCOSE,test blood glucose,Laboratory,0.85,Laboratory,0.93,Laboratory,0.590183279905,Monitoring,0.592886694758,Laboratory,Monitoring,"Jaro, DLevenshtein, Logistic_OvR",0.592545819976,0,0,0,1,0
THER ACTIVITIES EA 15MIN,therapist activities each 15_minutes,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.994885181439,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.92372129536,1,1,1,1,1
THORACENTESIS W/ IMAG GUID,thoracentesis w image guide,Radiology,0.76,Radiology,0.81,Radiology,0.530158609591,Supply,0.542667441141,Radiology,Procedure,"Jaro, DLevenshtein, Logistic_OvR",0.525039652398,0,0,0,0,0
THYROXINE FR,thyroxine free,Laboratory,0.73,Plan Benefit,0.46,Laboratory,0.92,Laboratory,0.987815294872,Laboratory,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.659453823718,1,0,1,1,1
TISS LIVE FRM STRTCE 16X20,tissue live from strtce 16x20,Pharmacy,0.68,Pharmacy,0.35,Laboratory,0.92,Laboratory,0.980814792242,Laboratory,Supply,"Logistic_OvR, DeepNN",0.47520369806,0,0,0,0,0
TOOTSWEET SUCROSE SOLN,tootsweet sucrose solution,Capital Equipment,0.68,Diluent / Flush / Irrigant,0.45,Pharmacy,0.432149961995,Pharmacy,0.755894566343,Pharmacy,Supply,"Logistic_OvR, DeepNN",0.297011132084,0,0,0,0,0
TOTAL PROTEIN SERUM,total protein serum,Laboratory,0.85,Laboratory,0.81,Laboratory,0.965965127081,Laboratory,0.999996231937,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906490339754,1,1,1,1,1
TOWEL BLU 6PK REGARD 236353 - CSC,towel blue 6pk regard 236353 csc,Cardiology,0.71,Pharmacy,0.29,Supply,0.931027868828,Supply,0.99967205863,Supply,Supply,"Logistic_OvR, DeepNN",0.482674981864,0,0,1,1,1
TRACH C-PTIS-100-HC-G,tracheostomy cap ptis 100 hc gram,Supply,0.77,Supply,0.44,Supply,0.92,Supply,0.997949520763,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.781987380191,1,1,1,1,1
TRACH SUCT 14FR-12 W/SWVL A,tracheostomy suction 14fr 12 w swivel a,Laboratory,0.7,Supply,0.45,Supply,0.76,Supply,0.940154813882,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.537538703471,0,1,1,1,1
TRAMADOL 50 MG TAB,tramadol 50_mg tablet,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.958637737882,Pharmacy,0.999612415863,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934562538436,1,1,1,1,1
TRANSFUSION,transfusion,Nursing Services,0.85,Nursing Services,0.88,Laboratory,0.544405272124,Blood Products,0.796372089947,Nursing Services,Nursing Services,"Jaro, DLevenshtein",0.4325,1,1,0,0,1
TRANSFUSION FILTER,transfusion filter,Nursing Services,0.85,Nursing Services,0.88,Supply,0.92,Supply,0.965577445024,Supply,Supply,"Logistic_OvR, DeepNN",0.471394361256,0,0,1,1,1
TRANSFUSION PROCEDURE,transfusion procedure,Laboratory,0.85,Nursing Services,0.88,Laboratory,0.473940443137,Laboratory,0.807605698972,Laboratory,Nursing Services,"Jaro, Logistic_OvR, DeepNN",0.532886535527,0,1,0,0,0
TRANSITIONAL CARE,transitional care,Supply,0.79,Room and Board,0.81,Room and Board,0.76,Room and Board,0.995079830468,Room and Board,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",0.641269957617,0,1,1,1,1
TRAP MUCOUS SPECIMEN,trap mucous specimen,Supply,0.72,Supply,0.46,Supply,0.76,Supply,0.995217935923,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.733804483981,1,1,1,1,1
TRAY STAPLE REMOVE,tray staple remove,Other,0.76,Supply,0.44,Supply,0.923177952933,Supply,0.999980608065,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.590789640249,0,1,1,1,1
TRAY SUT REMOVE,tray suture remove,Respiratory Therapy,0.73,Monitoring,0.47,Supply,0.936452241693,Supply,0.999992245721,Supply,Supply,"Logistic_OvR, DeepNN",0.484111121853,0,0,1,1,1
TRAY SUTURE,tray suture,Supply,0.76,Laboratory,0.81,Supply,0.932170996606,Supply,0.999992447637,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.673040861061,1,0,1,1,1
TRIAMCINOLONE ACETONIDE 0.1 % OINT 15 G TUBE,triamcinolone acetonide 0.1% ointment 15 gram tube,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.76,Supply,0.947524504365,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.6225,1,1,1,0,1
TWO CAL HN 8-OZ (FC),two calorie hn 8 ounce fc,PT / OT / Speech Therapy,0.66,Laboratory,0.38,Supply,0.76,Supply,0.996032984302,Supply,Supply,"Logistic_OvR, DeepNN",0.439008246075,0,0,1,1,1
UA  AUTO W SCOPE,urinalysis automated with scope,Laboratory,0.78,Laboratory,0.88,Laboratory,0.94075937453,Laboratory,0.998584418944,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899835948369,1,1,1,1,1
UNDERPADS,underpads,Supply,0.85,Supply,0.81,Laboratory,0.174458745344,Supply,0.362877023372,Supply,Supply,"Jaro, DLevenshtein, DeepNN",0.505719255843,1,1,0,1,1
URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,Laboratory,0.85,Laboratory,0.88,Laboratory,0.940013997036,Laboratory,0.999166610281,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917295151829,1,1,1,1,1
US ECHOENCEPHGRM PEDI,ultrasound echoencephalogram pediatric,Pharmacy,0.75,Cardiology,0.38,Radiology,0.92,Supply,0.58435710215,Radiology,Radiology,Logistic_OvR,0.23,0,0,1,0,1
US NEO HEAD,ultrasound neonatal head,Radiology,0.85,Radiology,0.88,Radiology,0.92,Supply,0.625726611689,Radiology,Radiology,"Jaro, DLevenshtein, Logistic_OvR",0.6625,1,1,1,0,1
US PELVIS LIMITED,ultrasound pelvis limited,PT / OT / Speech Therapy,0.71,Radiology,0.81,Radiology,0.92,Radiology,0.992414307472,Radiology,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.680603576868,0,1,1,1,1
US RENAL SONOGRAM CMP,ultrasound renal sonogram complete,Radiology,0.72,Radiology,0.81,Radiology,0.92,Radiology,0.964817558661,Radiology,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853704389665,1,1,1,1,1
US RETROPERITONEUM,ultrasound retroperitoneum,Supply,0.85,Radiology,0.88,Radiology,0.96,Radiology,0.968084333751,Radiology,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.702021083438,0,1,1,1,1
VECURONIUM HA 1MG/ ML 10MG SYR,vecuronium ha 1_mg/ml 10_mg syringe,Pharmacy,0.85,Pharmacy,0.81,Pharmacy,0.941093993918,Pharmacy,0.839576715784,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860167677426,1,1,1,1,1
VENIPUNCTURE FINGER/HEEL/EAR SHM,venipuncture finger/heel/ear shm,Nursing Services,0.85,Nursing Services,0.81,Nursing Services,0.500923570921,Supply,0.976961386154,Nursing Services,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR",0.54023089273,1,1,1,0,1
VENT ADULT MGMT INITIAL 0-,ventilator adult management initial 0,Respiratory Therapy,0.78,Respiratory Therapy,0.88,Respiratory Therapy,0.92,Respiratory Therapy,0.999344612344,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894836153086,1,1,1,1,1
VENT NON-INV MGMT SUBSQ DA,ventilation non inv management subsequent daily,Respiratory Therapy,0.85,Respiratory Therapy,0.88,Respiratory Therapy,0.96,Respiratory Therapy,0.99981736758,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922454341895,1,1,1,1,1
VENTILATOR MANAGEMENT,ventilator management,Respiratory Therapy,0.78,Respiratory Therapy,0.88,Respiratory Therapy,0.76,Respiratory Therapy,0.995133163407,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853783290852,1,1,1,1,1
VITAL HP 1000ML,vital high 1000_ml,Pharmacy,0.78,Diluent / Flush / Irrigant,0.47,Diluent / Flush / Irrigant,0.414107350806,Supply,0.767581170277,Diluent / Flush / Irrigant,Supply,"DLevenshtein, Logistic_OvR",0.221026837701,0,0,0,1,0
WARD,ward,Supply,0.75,Respiratory Therapy,0.3,Room and Board,0.42430163806,Room and Board,0.762616736044,Room and Board,Room and Board,"Logistic_OvR, DeepNN",0.296729593526,0,0,1,1,1
WATER 250ML (IRRIG),water 250_ml irrigation,Diluent / Flush / Irrigant,0.73,Supply,0.47,Diluent / Flush / Irrigant,0.916990871264,Diluent / Flush / Irrigant,0.995783875735,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",0.66069368675,1,0,1,1,1
WATER FOR IRRIGATION 500ML,water for irrigation 500_ml,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.903358564054,Diluent / Flush / Irrigant,0.993838051036,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.889299153772,1,1,1,1,1
WATER NON-BACT INJ 10ML,water non bacteria injection 10_ml,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.649689547076,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767422386769,1,1,1,1,1
WATER ST 1L INJ,water straight_040 1l injection,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.535531937697,Supply,0.839007466336,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR",0.566382984424,1,1,1,0,1
WHO CUSTOM,who custom,Laboratory,0.76,Supply,0.46,Supply,0.916460980692,Supply,0.999871731636,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.594083178082,0,1,1,1,1
WHOLE BLOOD POTASSIUM,whole blood potassium,Laboratory,0.85,Laboratory,0.93,Laboratory,0.928652985582,Laboratory,0.999107745521,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926940182776,1,1,1,1,1
XR ABDOMEN 2 VIEWS,x_ray abdomen 2 views,Radiology,0.85,Radiology,0.93,Radiology,0.96,Radiology,0.999019045014,Radiology,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934754761253,1,1,1,1,1
XR FOREARM 2 VIEWS,x_ray forearm 2 views,OR / Anesthesia / Recovery Room,0.7,Radiology,0.47,Radiology,0.76,Radiology,0.76996516125,Radiology,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.499991290312,0,1,1,1,1
ZOLPIDEM 5 MG TABLET,zolpidem 5_mg tablet,Pharmacy,0.79,Pharmacy,0.81,Pharmacy,0.931547035282,Pharmacy,0.991451925363,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880749740161,1,1,1,1,1
