Original Description,Normalized Description,Changes,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_DLevenshtein,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
HYPERAL SUB/CVP TRAY,hyperal sub/central_venous_pressure tray,hyperal:hyperal||sub:sub||cvp:central_venous_pressure||tray:tray||,Supply,0.73,Supply,0.44,Supply,0.96,Supply,0.988967786385,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.779741946596,hyperal,tray,sub,central_venous_pressure
HYPERFIBRINOLYSIS (APTEM),hyperfibrinolysis aptem,hyperfibrinolysis:hyperfibrinolysis||aptem:aptem||,Supply,0.72,Laboratory,0.45,Laboratory,0.96,Laboratory,0.601160653344,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.670386884448,hyperfibrinolysis,aptem,,
IBUPROFEN 100 MG/5 ML SUSP,ibuprofen 100_mg/5_ml suspension,ibuprofen:ibuprofen||100_mg:100_mg||5_ml:5_ml||susp:suspension||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.947940478028,Pharmacy,0.999789836996,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.919432578756,susp,100_mg/5_ml,ibuprofen,
ICU PHLEBOTOMY,intensive_care_unit phlebotomy,icu:intensive_care_unit||phlebotomy:phlebotomy||,Nursing Services,0.85,Room and Board,0.46,Room and Board,0.542266564533,Room and Board,0.919823905281,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.640696823271,icu,phlebotomy,,
INFORM GLUCOSE POC,inform glucose point_of_care,inform:inform||glucose:glucose||poc:point_of_care||,Monitoring,0.74,Monitoring,0.88,Monitoring,0.96,Monitoring,0.999986700949,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.894996675237,inform,poc,glucose,
INFUSION SUPPLIES,infusion supplies,infusion:infusion||supplies:supplies||,Capital Equipment,0.85,Supply,0.93,Supply,0.92,Supply,0.90245291284,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.91748430428,supplies,infusion,,
INH TX AC AWY OBST,inhaled treatment acid airway obstruction,inh:inhaled||tx:treatment||ac:acid||awy:airway||obst:obstruction||,Laboratory,0.68,Respiratory Therapy,0.43,Respiratory Therapy,0.934369736471,Respiratory Therapy,0.994545761175,Respiratory Therapy,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.786305165882,obstruction,acid,inh,tx
INJ IV SOLN PIGGY BACK; SOD CHLORIDE,injection intravenous solution piggy back sodium chloride,inj:injection||iv:intravenous||soln:solution||piggy:piggy||back:back||sod:sodium||chloride:chloride||,Diluent / Flush / Irrigant,0.69,Laboratory,0.41,Diluent / Flush / Irrigant,0.92,Diluent / Flush / Irrigant,0.994946095858,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.868315365286,sodium,back,soln,piggy
INJ TX OR DX INTRAVENOUS,injection treatment operation_room diagnostic intravenous,inj:injection||tx:treatment||or:operation_room||dx:diagnostic||intravenous:intravenous||,Diluent / Flush / Irrigant,0.69,Diluent / Flush / Irrigant,0.41,Nursing Services,0.452632532436,Nursing Services,0.351898351149,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",2,1,1,0,0,0.275,intravenous,inj,dx,tx
INOMAX(NITRIC OXIDE)800PPM/1,inomax nitric oxide 800ppm/1,inomax:inomax||nitric:nitric||oxide:oxide||800ppm:800ppm||1:1||,Plan Benefit,0.72,Plan Benefit,0.81,Plan Benefit,0.96,Plan Benefit,0.998047696924,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.872011924231,800ppm/1,oxide,inomax,nitric
INS TIB 5X12.5 RP CRV,insert tibial 5x12.5 rp crv,ins:insert||tib:tibial||5x12.5:5x12.5||rp:rp||crv:crv||,Diluent / Flush / Irrigant,0.71,Laboratory,0.35,Supply,0.76,Procedure,0.996264170864,Procedure,DeepNN,1,0,0,0,1,0.249066042716,insert,tibial,rp,crv
INSULIN LISPRO U-100; INSULIN LISPRO 100 UNITS/ML,insulin lispro_units 100 insulin lispro 100_units/ml,insulin:insulin||lispro_units:lispro_units||100:100||insulin:insulin||lispro:lispro||100_units:100_units||ml:ml||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.951491301059,Pharmacy,0.999981068436,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.920368092374,100_units/ml,lispro_units,lispro,insulin
INSULIN REG HUM 5U- 00U/ML UNI,insulin regular human 5u 00_units/ml up,insulin:insulin||reg:regular||hum:human||5u:5u||00u:00_units||ml:ml||units:up||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.965810018901,Pharmacy,0.999975225142,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.923946311011,5u,00_units/ml,reg,insulin
INTERVENTN BRUSHING/WASHING,intervention brushing/washing,interventn:intervention||brushing:brushing||washing:washing||,Laboratory,0.71,Supply,0.42,Supply,0.92,Supply,0.922792701321,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.754264233774,brushing,washing,intervention,
INTRODUCER DENNY,introducer denny,introducer:introducer||denny:denny||,Supply,0.85,Supply,0.88,Supply,0.96,Supply,0.995673645328,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.921418411332,introducer,denny,,
INTUBATION ENDO EMERG,intubation endo emergency,intubation:intubation||endo:endo||emerg:emergency||,Respiratory Therapy,0.85,Respiratory Therapy,0.81,Respiratory Therapy,0.424235892277,Supply,0.608776024932,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.694745297426,intubation,emergency,endo,
INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,invasive:invasive||monit:monitoring||anes:anesthesia||3:3||site:site||,OR / Anesthesia / Recovery Room,0.74,Supply,0.41,OR / Anesthesia / Recovery Room,0.586635098302,OR / Anesthesia / Recovery Room,0.815786422309,OR / Anesthesia / Recovery Room,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.714140506871,invasive,monit,anesthesia,site
IRON SUCROSE 20 MG/ML SOLN,iron sucrose 20_mg/ml solution,iron:iron||sucrose:sucrose||20_mg:20_mg||ml:ml||soln:solution||,Pharmacy,0.79,Pharmacy,0.88,Pharmacy,0.945904876675,Pharmacy,0.998526608108,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.903607871196,soln,sucrose,iron,20_mg/ml
ISCHEMIC SENSOR,ischemic sensor,ischemic:ischemic||sensor:sensor||,Supply,0.72,Supply,0.81,Supply,0.450846530036,Supply,0.785526216733,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.691593186692,sensor,ischemic,,
ISOPROTERENOL IN NS (DUH EP LAB) 0.4 MG/100 ML SOLN,isoproterenol in normal_saline duh ep laboratory 0.4_mg/100_ml solution,isoproterenol:isoproterenol||in:in||ns:normal_saline||duh:duh||ep:ep||lab:laboratory||0.4_mg:0.4_mg||100_ml:100_ml||soln:solution||,Pharmacy,0.72,Pharmacy,0.43,Pharmacy,0.76,Pharmacy,0.946943673467,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.714235918367,isoproterenol,duh,ns,soln
IV ACCESS VALVE,intravenous access valve,iv:intravenous||access:access||valve:valve||,Supply,0.71,Implant,0.46,Supply,0.76,Supply,0.68482902755,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.718276342517,access,valve,iv,
IV CONTINOUS - FLOW TUBI,intravenous continuous flow tubing,iv:intravenous||continous:continuous||flow:flow||tubi:tubing||,Respiratory Therapy,0.71,Monitoring,0.43,Supply,0.96,Supply,0.922096979452,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.470524244863,tubi,continuous,flow,iv
IV HYDRAT EA ADD HR,intravenous hydration each additional hour,iv:intravenous||hydrat:hydration||ea:each||add:additional||hr:hour||,Nursing Services,0.85,Nursing Services,0.47,Nursing Services,0.92,Nursing Services,0.993072887639,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.80826822191,hydration,iv,hr,additional
IV PUMP-PER LINE/PUMP CHARGE,intravenous pump per line/pump charge,iv:intravenous||pump:pump||per:per||line:line||pump:pump||charge:charge||,Capital Equipment,0.75,Capital Equipment,0.81,Capital Equipment,0.92920594132,Capital Equipment,0.999997696901,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.872300909555,pump,charge,line,iv
K - DUR 20MEQ TABLET,potassium dur 20_meq tablet,k:potassium||dur:dur||20meq:20_meq||tablet:tablet||,Laboratory,0.67,Plan Benefit,0.47,Pharmacy,0.95334195628,Pharmacy,0.999915685355,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.488314410409,k,tablet,dur,20_meq
KCL 20MEQ ST H 2O,potassuim_chloride 20_meq straight_040 h 2o,kcl:potassuim_chloride||20meq:20_meq||st:straight_040||h:h||2o:2o||,Pharmacy,0.66,Pharmacy,0.41,Pharmacy,0.92,Pharmacy,0.980007962871,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.742501990718,h,st,kcl,20_meq
KIT CATH FOLEY PLUS U/M 16FR,kit catheter foley plus u/m 16fr,kit:kit||cath:catheter||foley:foley||plus:plus||u:u||m:m||16fr:16fr||,Supply,0.76,Supply,0.48,Supply,0.926309483373,Supply,0.999778528114,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.791522002872,foley,m,16fr,kit
KIT MOUTH CARE,kit mouth care,kit:kit||mouth:mouth||care:care||,Supply,0.72,Supply,0.81,Supply,0.96,Supply,0.999419578142,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.872354894535,care,mouth,kit,
KIT PICC DOUBLE LUMEN,kit peripherally_inserted_central_catheter double lumen,kit:kit||picc:peripherally_inserted_central_catheter||double:double||lumen:lumen||,Supply,0.74,Supply,0.93,Supply,0.927604874394,Supply,0.981718248623,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.894830780754,double,picc,lumen,kit
KIT SUTRE REMOVL DSP,kit suture removal disposable,kit:kit||sutre:suture||removl:removal||dsp:disposable||,Diluent / Flush / Irrigant,0.71,Supply,0.35,Supply,0.96507774549,Supply,0.999919979954,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.771665908481,disposable,removal,suture,kit
KNIFE MICRO # 00-0152,knife miscroscopic 0 152,knife:knife||micro:miscroscopic||00:0||0152:152||,Plan Benefit,0.7,Pharmacy,0.37,Supply,0.96,Supply,0.99695926398,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.489239815995,micro,knife,,
LAB GLYC HGB,laboratory glycol hemoglobin,lab:laboratory||glyc:glycol||hgb:hemoglobin||,Monitoring,0.71,Monitoring,0.81,Laboratory,0.96,Laboratory,0.989724328658,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.487431082164,hgb,lab,glycol,
LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,lactobacillus:lactobacillus||rhamnosus:rhamnosus||g:gram||,Pharmacy,0.74,Pharmacy,0.41,Pharmacy,0.513337781056,Pharmacy,0.734853372465,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.59954778838,gram,lactobacillus,rhamnosus,
LCHG BLOOD DRAW,blood draw,blood:blood||draw:draw||,Nursing Services,0.74,Nursing Services,0.81,Nursing Services,0.567533906098,Nursing Services,0.993472232728,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.777751534706,draw,blood,,
LEVALBUTEROL 0.31 MG/3 ML SOLN U,levalbuterol 0.31_mg/3_ml solution up,levalbuterol:levalbuterol||0.31_mg:0.31_mg||3_ml:3_ml||soln:solution||units:up||,Pharmacy,0.73,Pharmacy,0.81,Pharmacy,0.912744074392,Pharmacy,0.997448049851,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.862548031061,soln,0.31_mg/3_ml,levalbuterol,
LIDOC MPF 2% INJ 5ML,lidocaine mpf 2% injection 5_ml,lidoc:lidocaine||mpf:mpf||2%:2%||inj:injection||5ml:5_ml||,Pharmacy,0.78,Pharmacy,0.81,Pharmacy,0.971013996044,Pharmacy,0.999881122051,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.890223779524,mpf,2%,inj,lidocaine
LIDOCAINE (PF) 20 MG/ML(2%) SOLN 5 ML VIAL,lidocaine partial_fill 20_mg/ml 2% solution 5_ml vial,lidocaine:lidocaine||pf:partial_fill||20_mg:20_mg||ml:ml||2%:2%||soln:solution||5_ml:5_ml||vial:vial||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.975089103284,Pharmacy,0.999162610738,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.938562928505,20_mg/ml,vial,partial_fill,soln
LIDOCAINE 5% TOP PATCH,lidocaine 5% top patch,lidocaine:lidocaine||5%:5%||top:top||patch:patch||,Pharmacy,0.77,Pharmacy,0.81,Pharmacy,0.522125744412,Pharmacy,0.83799028275,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.735029006791,5%,top,lidocaine,patch
LIVER ACQUISITION CADAVERI,liver acquisition cadaveri,liver:liver||acquisition:acquisition||cadaveri:cadaveri||,Monitoring,0.7,Supply,0.38,Laboratory,0.918060495792,Laboratory,0.736769683587,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.413707544845,cadaveri,liver,acquisition,
LIVER FUNCTION PANEL (LFPP,liver function panel lfpp,liver:liver||function:function||panel:panel||lfpp:lfpp||,Supply,0.75,Laboratory,0.81,Laboratory,0.954352938171,Laboratory,0.997472566369,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.920608501514,function,liver,lfpp,panel
LOCM 300-399MG 1ML 13,low_osmolar_contrast_material 300 399_mg 1_ml 13,locm:low_osmolar_contrast_material||300:300||399mg:399_mg||1ml:1_ml||13:13||,Pharmacy,0.79,Pharmacy,0.93,Pharmacy,0.92,Pharmacy,0.923190252297,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.890797563074,locm,1_ml,399_mg,
LOMOTIL 2.5-0.025MG TABLET,lomotil 2.5 0.025_mg tablet,lomotil:lomotil||2.5:2.5||0.025mg:0.025_mg||tablet:tablet||,Pharmacy,0.75,Pharmacy,0.81,Pharmacy,0.942302874174,Pharmacy,0.999678116959,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.875495247783,lomotil,0.025_mg,tablet,2.5
LOVERSOL 240 MG/ML SOLUTION,loversol 240_mg/ml solution,loversol:loversol||240_mg:240_mg||ml:ml||solution:solution||,Pharmacy,0.74,Pharmacy,0.93,Pharmacy,0.931455148317,Pharmacy,0.997563386359,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.899754633669,loversol,solution,240_mg/ml,
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML PGBK,magnesium sulfate in water 2 gram/50_ml pgbk,magnesium:magnesium||sulfate:sulfate||in:in||water:water||2:2||gram:gram||50_ml:50_ml||pgbk:pgbk||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.999088442364,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.922272110591,water,pgbk,gram/50_ml,magnesium
MAGNESIUM SULFATE IN WATER 40 GRAM/1 000 ML (4 %) SOLP,magnesium sulfate in water 40 gram/1 000_ml 4% solution,magnesium:magnesium||sulfate:sulfate||in:in||water:water||40:40||gram:gram||1:1||000_ml:000_ml||4%:4%||solp:solution||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.999507540392,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.922376885098,gram/1,000_ml,sulfate,solution
MECHANICAL CHEST WALL OSCILLATION PER SESSION,mechanical chest wall oscillation per session,mechanical:mechanical||chest:chest||wall:wall||oscillation:oscillation||per:per||session:session||,Laboratory,0.7,PT / OT / Speech Therapy,0.4,Respiratory Therapy,0.510550475544,Procedure,0.747970668923,Procedure,DeepNN,1,0,0,0,1,0.186992667231,oscillation,wall,per,chest
MEDICAID QHP/UPHP I/P ADJUST,medicaid qhp/uphp i/powder adjust,medicaid:medicaid||qhp:qhp||uphp:uphp||i:i||p:powder||adjust:adjust||,Room and Board,0.72,Capital Equipment,0.36,Supply,0.76,Pharmacy,0.82383514957,Pharmacy,DeepNN,1,0,0,0,1,0.205958787393,qhp,i,adjust,medicaid
MEDICAL ADHESIVE SPRA,medical adhesive spray,medical:medical||adhesive:adhesive||spra:spray||,Laboratory,0.72,Respiratory Therapy,0.46,Supply,0.96,Supply,0.954910983049,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.478727745762,adhesive,medical,spray,
METABOLIC PANEL TOTAL CA,metabolic panel total calcium,metabolic:metabolic||panel:panel||total:total||ca:calcium||,Laboratory,0.85,Laboratory,0.91,Laboratory,0.960325282458,Laboratory,0.99999881313,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.930081023897,total,ca,panel,metabolic
METHEMOGLOBIN COOX,methemoglobin co-oximetry,methemoglobin:methemoglobin||coox:co-oximetry||,Laboratory,0.85,Monitoring,0.88,Monitoring,0.92,Monitoring,0.975437660226,Monitoring,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.925145886742,methemoglobin,coox,,
METOCLOPRAM 10MG INJ,metoclopramide 10_mg injection,metoclopram:metoclopramide||10mg:10_mg||inj:injection||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.968076846227,Pharmacy,0.999916633182,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.924498369852,inj,10_mg,metoclopramide,
MGSO4/500MG (4% PREMIX),_mgso_4/500_mg 4% premix,mgso4:_mgso_4||500mg:500_mg||4%:4%||premix:premix||,Pharmacy,0.73,Pharmacy,0.47,Pharmacy,0.925473748164,Pharmacy,0.999834675613,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.781327105944,premix,4%,_mgso_4/500_mg,
MICROALBUMIN (MALB  MALBCR,microalbumin malb malbcr,microalbumin:microalbumin||malb:malb||malbcr:malbcr||,Room and Board,0.73,Supply,0.39,Laboratory,0.174287052337,Laboratory,0.276754427139,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.112760369869,malb,microalbumin,malbcr,
MICROBORE Y-SET,microbore y set,microbore:microbore||y:y||set:set||,Supply,0.74,Supply,0.47,Supply,0.902944516433,Supply,0.998352513977,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.777824257602,microbore,set,,
MILK OF MAGNESIA CUP,milk of magnesia cup,milk:milk||of:of||magnesia:magnesia||cup:cup||,Pharmacy,0.71,Laboratory,0.81,Supply,0.517138251434,Pharmacy,0.660013883524,Pharmacy,"Jaro, DeepNN",2,1,0,0,1,0.342503470881,cup,milk,magnesia,
MORPH SULF 10MG-2MG CARPUJECT,morph sulfate 10_mg 2_mg carpuject,morph:morph||sulf:sulfate||10mg:10_mg||2mg:2_mg||carpuject:carpuject||,Pharmacy,0.74,Pharmacy,0.48,Pharmacy,0.965850584647,Pharmacy,0.999976963965,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.796456887153,2_mg,10_mg,carpuject,sulfate
MOUTHCARE KIT ICU CHG,mouthcare kit intensive_care_unit charge,mouthcare:mouthcare||kit:kit||icu:intensive_care_unit||chg:charge||,OR / Anesthesia / Recovery Room,0.72,Supply,0.39,Supply,0.582342443499,Supply,0.460684323773,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.477675589091,chg,kit,icu,mouthcare
MOUTHWASH BLM COMP KIT,mouthwash balm component kit,mouthwash:mouthwash||blm:balm||comp:component||kit:kit||,Laboratory,0.69,Cardiology,0.38,Supply,0.76,Pharmacy,0.516041589757,Supply,Logistic_OvR,1,0,0,1,0,0.19,balm,comp,mouthwash,kit
MR MRS,mr mrs,mr:mr||mrs:mrs||,Radiology,0.73,Laboratory,0.36,Laboratory,0.500827739419,Laboratory,0.576566106694,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.479131282038,mrs,mr,,
MRSA SCREEN PCR NASAL,methicilllin_resistant_staphylococcus_aureus screen pcr nasal,mrsa:methicilllin_resistant_staphylococcus_aureus||screen:screen||pcr:pcr||nasal:nasal||,Nursing Services,0.71,Laboratory,0.44,Laboratory,0.96,Laboratory,0.900154739299,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.766718246433,pcr,screen,mrsa,nasal
MS CLOTH 2% GLUCO CHLOR 2P,med_surg cloth 2% glucose chloride 2_pack,ms:med surg||cloth:cloth||2%:2%||gluco:glucose||chlor:chloride||2p:2_pack||,Monitoring,0.67,Supply,0.43,Supply,0.96,Supply,0.977992136583,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.789330712194,ms,2p,2%,cloth
MULTIPLE PULSE OXIMETRY,multiple pulse oximetry,multiple:multiple||pulse:pulse||oximetry:oximetry||,Monitoring,0.85,Monitoring,0.48,Monitoring,0.96,Monitoring,0.980374497859,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.817593624465,oximetry,multiple,pulse,
MULTIVITAMIN FE 0.5ML,multivitamin fe 0.5_ml,multivitamin:multivitamin||fe:fe||0.5ml:0.5_ml||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.933516393455,Pharmacy,0.999263418862,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.915694953079,0.5_ml,fe,multivitamin,
MULTIVITAMIN WITH MINERALS,multivitamin w minerals,multivitamin:multivitamin||with:w||minerals:minerals||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.76,Pharmacy,0.922385032175,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.853096258044,minerals,w,multivitamin,
MULTIVITAMIN WITH MINERALS TABS,multivitamin w minerals tablets,multivitamin:multivitamin||with:w||minerals:minerals||tabs:tablets||,Pharmacy,0.78,Pharmacy,0.81,Pharmacy,0.946937432323,Pharmacy,0.999517094426,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.884113631687,tabs,minerals,w,multivitamin
MULTIVITAMIN-ZINC-COENZYME,multivitamin zinc coenzyme,multivitamin:multivitamin||zinc:zinc||coenzyme:coenzyme||,Pharmacy,0.78,Pharmacy,0.88,Pharmacy,0.548175643496,Pharmacy,0.749890544448,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.739516546986,coenzyme,zinc,multivitamin,
NEB PREF'LD 1000ML WATER ONLY,nebulizer prefilled 1000_ml water only,neb:nebulizer||prefld:prefilled||1000ml:1000_ml||water:water||only:only||,Pharmacy,0.69,Supply,0.33,Supply,0.381896625967,Pharmacy,0.433704082356,Pharmacy,"Jaro, DeepNN",2,1,0,0,1,0.280926020589,water,1000_ml,neb,prefilled
NEONATE FFP THAWED,neonatal  fresh_frozen_plasma thawed,neonate:neonatal ||ffp:fresh_frozen_plasma||thawed:thawed||,Supply,0.7,Room and Board,0.41,Supply,0.92,Blood Products,0.964370825688,Supply,"Jaro, Logistic_OvR",2,1,0,1,0,0.405,neonatal,ffp,thawed,
NEWBORN METABOLIC SCREEN,newborn metabolic screen,newborn:newborn||metabolic:metabolic||screen:screen||,Laboratory,0.85,Laboratory,0.93,Laboratory,0.916373012565,Laboratory,0.986975104692,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.920837029314,newborn,screen,metabolic,
NICU ACUITY III,neonatal_intensive_care_unit acuity 3,nicu:neonatal_intensive_care_unit||acuity:acuity||iii:3||,Room and Board,0.71,Room and Board,0.81,Room and Board,0.579395511656,Room and Board,0.967900351835,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.766823965873,nicu,acuity,,
NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,nicu:neonatal_intensive_care_unit||acuity:acuity||iv:intravenous||,Nursing Services,0.69,Nursing Services,0.47,Room and Board,0.344669114739,Room and Board,0.838113982829,Room and Board,"Logistic_OvR, DeepNN",2,0,0,1,1,0.295695774392,iv,nicu,acuity,
